location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BQ,2020-01-29,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.290123,20.185185,32.777778,0.0,18.765432,64.080175
BQ,2020-01-30,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.08642,20.04321,32.783951,0.0,18.432099,63.599848
BQ,2020-01-31,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.925926,21.783951,30.932099,0.0,20.444444,72.11493
BQ,2020-02-01,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,29.104938,26.092593,32.407407,0.0,20.31746,64.622985
BQ,2020-02-02,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,27.320988,21.685185,33.253086,0.0,19.17284,62.294042
BQ,2020-02-03,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.580247,21.487654,32.185185,0.0,19.074074,64.315913
BQ,2020-02-04,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.734568,20.944444,31.462963,0.0,18.666667,65.628919
BQ,2020-02-05,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.395062,20.055556,32.382716,0.112889,17.358025,61.804824
BQ,2020-02-06,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.092593,21.265432,31.987654,0.0,18.253086,62.662306
BQ,2020-02-07,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.209877,21.012346,31.981481,0.0,18.135802,61.885595
BQ,2020-02-08,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.506173,20.567901,31.061728,0.0,17.722222,62.553229
BQ,2020-02-09,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.376543,19.666667,30.469136,0.5715,18.722222,67.527397
BQ,2020-02-10,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.055556,20.876543,31.833333,0.141111,18.82716,65.091082
BQ,2020-02-11,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.141975,21.061728,31.388889,0.0,17.833333,61.042234
BQ,2020-02-12,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.080247,21.388889,31.691358,47.72025,18.783951,64.762763
BQ,2020-02-13,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.592593,23.104938,31.987654,0.1905,19.592593,65.962946
BQ,2020-02-14,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.185185,21.777778,31.074074,0.395111,19.512346,67.020513
BQ,2020-02-15,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.351852,22.148148,31.919753,0.056444,19.111111,65.247457
BQ,2020-02-16,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.320988,21.388889,32.432099,0.0,18.618056,64.041587
BQ,2020-02-17,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.617284,21.512346,31.524691,0.0,18.895062,63.518076
BQ,2020-02-18,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.283951,22.438272,31.012346,0.084667,20.493827,71.08783
BQ,2020-02-19,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.296296,22.401235,31.283951,1.439333,21.0,73.421884
BQ,2020-02-20,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.364198,21.901235,31.876543,0.790222,20.152778,69.42534
BQ,2020-02-21,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.092593,21.154321,32.197531,0.395111,18.895833,65.196226
BQ,2020-02-22,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.845679,20.95679,32.314815,0.0,18.673611,65.114757
BQ,2020-02-23,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.438272,21.623457,32.333333,0.0,18.319444,61.32631
BQ,2020-02-24,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.722222,21.709877,31.95679,0.0,18.965278,63.478233
BQ,2020-02-25,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.240741,21.82716,31.777778,0.0,19.958333,68.614499
BQ,2020-02-26,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.932099,21.975309,32.654321,0.0,19.277778,63.860864
BQ,2020-02-27,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.679012,21.919753,32.462963,0.282222,18.597222,62.004384
BQ,2020-02-28,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.222222,20.746914,31.382716,0.0,18.875,64.367012
BQ,2020-02-29,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.358025,21.41358,31.765432,0.0,18.25,61.526269
BQ,2020-03-01,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.388889,21.777778,31.493827,0.0,18.590278,62.417695
BQ,2020-03-02,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.308642,21.407407,32.160494,0.0,18.0625,61.121836
BQ,2020-03-03,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.117284,21.222222,31.555556,0.0,17.9375,64.499157
BQ,2020-03-04,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,28.265432,23.888889,32.166667,0.0,17.652778,55.510939
BQ,2020-03-05,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.530864,21.95679,32.04321,0.0,18.354167,61.502878
BQ,2020-03-06,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.858025,21.407407,31.679012,0.056444,18.8125,65.292066
BQ,2020-03-07,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.407407,21.154321,32.617284,0.0,18.263889,61.70747
BQ,2020-03-08,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.851852,22.37037,32.259259,0.0,19.145833,63.565467
BQ,2020-03-09,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.401235,21.845679,31.271605,0.0,18.270833,61.547862
BQ,2020-03-10,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.240741,22.95679,30.969136,0.254,18.694444,63.557033
BQ,2020-03-11,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,27.185185,22.487654,32.067901,0.0,18.958333,61.677256
BQ,2020-03-12,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.623457,22.395062,32.432099,0.0,18.263889,61.112032
BQ,2020-03-13,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,27.450617,22.802469,32.092593,0.028222,18.916667,60.954512
BQ,2020-03-14,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,27.438272,23.265432,31.623457,0.028222,18.701389,60.198384
BQ,2020-03-15,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.37037,21.166667,32.197531,0.705556,17.625,59.616025
BQ,2020-03-16,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.432099,21.41358,31.851852,0.028222,17.694444,60.210173
BQ,2020-03-17,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.549383,22.04321,31.5,4.092222,17.868056,59.621188
BQ,2020-03-18,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.691358,21.845679,31.858025,0.282222,18.080247,60.501129
BQ,2020-03-19,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.820988,22.802469,31.820988,0.056444,18.018519,59.479194
BQ,2020-03-20,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.67284,22.783951,32.049383,0.53975,17.716049,59.133713
BQ,2020-03-21,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,25.895062,21.037037,31.5,0.366889,17.847222,61.961449
BQ,2020-03-22,ChIJt7kdj4sYIowRz7WDIdc1beE,Q27561,country/BES,BQ,Caribbean Netherlands,BQ,BES,0,,,,,,,26221,15971,15575,79.942,3788,3565,3771,4747,4191,5594,3259,1975,657,1216720,12.183333,-68.233333,322,26.283951,21.401235,31.901235,1.326444,18.118056,61.967294
