location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,population,population_male,population_female,population_rural,population_urban,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,adult_male_mortality_rate,adult_female_mortality_rate,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
GU,2020-01-11,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.690476,24.674603,28.84127,2.836333,23.703704,84.156314
GU,2020-01-12,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.333333,24.396825,28.896825,1.7145,22.916667,81.911564
GU,2020-01-13,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.293651,23.984127,28.396825,0.719667,21.611111,76.069206
GU,2020-01-14,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.388889,23.912698,28.531746,0.145143,19.759259,67.243482
GU,2020-01-15,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.246032,24.357143,28.412698,0.4572,20.888889,72.556021
GU,2020-01-16,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.47619,24.126984,29.087302,0.072571,21.018519,72.190712
GU,2020-01-17,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.936508,23.595238,28.619048,0.254,22.018519,79.086358
GU,2020-01-18,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.761905,23.222222,28.611111,1.9685,22.481481,82.431234
GU,2020-01-19,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.984127,24.031746,28.428571,1.8415,22.537037,81.880772
GU,2020-01-20,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.642857,24.269841,28.619048,0.0,21.953704,75.824801
GU,2020-01-21,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.68254,24.214286,28.373016,2.6035,22.037037,80.784556
GU,2020-01-22,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.968254,24.34127,27.52381,1.778,21.944444,79.128527
GU,2020-01-23,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.380952,24.293651,28.666667,0.943429,21.75,76.011521
GU,2020-01-24,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.460317,24.02381,29.103175,0.108857,21.231481,73.239192
GU,2020-01-25,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.222222,23.984127,28.785714,0.762,21.638889,76.260978
GU,2020-01-26,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.230159,24.555556,28.611111,2.2225,21.907407,77.210045
GU,2020-01-27,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.674603,24.714286,28.928571,0.907143,22.638889,78.595588
GU,2020-01-28,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.992063,25.31746,29.246032,1.608667,23.259259,79.961518
GU,2020-01-29,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.730159,24.833333,29.238095,1.197429,22.972222,79.759954
GU,2020-01-30,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.134921,25.047619,29.34127,0.580571,23.361111,80.041317
GU,2020-01-31,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.349206,25.055556,30.31746,0.9144,24.009259,82.095417
GU,2020-02-01,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.134921,23.515873,27.055556,36.2585,23.0,88.278005
GU,2020-02-02,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.52381,23.492063,25.936508,14.5415,22.796296,91.173354
GU,2020-02-03,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.793651,24.349206,27.301587,1.8415,23.055556,85.054637
GU,2020-02-04,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.833333,25.357143,28.809524,1.632857,23.777778,83.604053
GU,2020-02-05,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.079365,24.809524,29.087302,0.145143,22.944444,78.229497
GU,2020-02-06,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.119048,24.896825,29.809524,0.1016,22.62963,76.696203
GU,2020-02-07,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.738095,24.68254,29.349206,0.254,22.972222,79.94454
GU,2020-02-08,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.634921,24.126984,29.047619,0.0,22.398148,77.653506
GU,2020-02-09,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.333333,24.166667,28.84127,0.296333,22.740741,81.072378
GU,2020-02-10,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.285714,24.134921,28.81746,1.8796,21.907407,77.409764
GU,2020-02-11,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.753968,23.738095,27.896825,0.326571,19.240741,68.005247
GU,2020-02-12,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.468254,23.650794,27.619048,0.0,17.657407,62.578346
GU,2020-02-13,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.896825,23.547619,28.15873,0.127,18.731481,64.921388
GU,2020-02-14,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.952381,22.944444,28.095238,0.362857,19.157407,66.649657
GU,2020-02-15,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.34127,24.18254,28.412698,0.290286,19.722222,67.238369
GU,2020-02-16,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.52381,24.198413,29.047619,0.0,19.962963,67.426153
GU,2020-02-17,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.47619,24.095238,28.785714,0.254,20.277778,68.817371
GU,2020-02-18,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.087302,23.738095,28.68254,1.397,20.527778,71.612204
GU,2020-02-19,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.214286,23.277778,29.103175,0.108857,20.333333,70.130023
GU,2020-02-20,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.388889,23.936508,28.904762,0.616857,20.351852,69.526986
GU,2020-02-21,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.865079,24.436508,28.849206,0.3048,21.62963,73.03318
GU,2020-02-22,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.960317,24.65873,29.460317,0.338667,21.62037,72.636207
GU,2020-02-23,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.206349,24.142857,28.634921,0.4445,21.398148,75.227106
GU,2020-02-24,ChIJ7yQPk_92H2cRpuWzxZGucVU,Q16635,country/GUM,GU,Guam,GU,GUM,0,0,0,,0,0,,168783,85140,83643,8601,158693,312.561,26980,27161,27031,21835,19936,20164,14331,7781,3564,5920000000,35712,1152532,13.5,144.8,540,33,515,79.859,18.7,79.819,39.075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.190476,23.436508,28.833333,0.635,20.87037,72.819746
