location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
TN,2020-01-11,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.844444,8.133333,13.666667,2.3622,7.644444,86.528107
TN,2020-01-12,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.1,7.594444,14.027778,2.2352,7.416667,83.692889
TN,2020-01-13,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.222222,7.888889,13.155556,9.8552,7.633333,84.333308
TN,2020-01-14,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.005556,6.733333,15.344444,3.4036,8.083333,82.583837
TN,2020-01-15,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.055556,5.005556,16.35,0.7112,6.366667,78.05495
TN,2020-01-16,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.311111,3.888889,16.15,0.0,5.116667,75.356036
TN,2020-01-17,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.1,3.388889,16.083333,0.0254,4.122222,71.231816
TN,2020-01-18,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.166667,4.261111,16.594444,0.0,4.216667,66.849082
TN,2020-01-19,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.222222,5.094444,15.983333,0.0254,3.438889,63.116585
TN,2020-01-20,ChIJ4aQWg0SVVRIR75sBqjozhDo,Q948,country/TUN,TN,Tunisia,TN,TUN,0,0,0,,0,0,,,,,,,,11818618,5860752,5957866,3595658,8099061,2327822,2327822,76.072,0.735,2017759,1639938,1725346,1914064,1572471,1361506,962594,424106,200834,38797709923,3317,0.508,192757,34.0,10.0,163610,144635,9897,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.85,7.561111,18.738889,0.0,5.188889,60.782847
