location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
SR,2020-09-12,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,50,0,,4579,93,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,3,2,4,2,3,2,4,1,2,0,0,2,2,1,0,0,4,0,100.0,28.986111,23.625,34.319444,0.0,24.166667,75.312498
SR,2020-09-13,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,3,0,33,4582,93,4502,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,3,2,4,2,3,2,4,1,2,0,0,2,2,1,0,0,4,0,100.0,28.185185,23.648148,34.240741,0.0,23.740741,77.01497
SR,2020-09-14,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,29,2,,4611,95,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,3,2,4,2,3,2,4,1,2,0,0,2,2,1,0,0,4,0,100.0,28.148148,23.888889,33.537037,0.0,24.12963,78.905487
SR,2020-09-15,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,182,4625,95,4684,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.877778,23.777778,33.5,0.1016,24.2,76.149025
SR,2020-09-16,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,20,0,105,4645,95,4789,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.033333,24.066667,32.988889,0.4064,23.766667,77.870264
SR,2020-09-17,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,26,0,,4671,95,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,27.522222,24.222222,33.155556,0.508,24.044444,81.591469
SR,2020-09-18,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,20,1,,4691,96,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.847222,23.902778,34.222222,1.778,23.555556,73.520581
SR,2020-09-19,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,18,1,,4709,97,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,29.069444,23.333333,34.777778,0.0,23.25,71.136304
SR,2020-09-20,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,54,4723,97,4843,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,29.277778,24.347222,34.875,0.0,23.888889,72.997966
SR,2020-09-21,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,17,0,98,4740,97,4941,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,29.277778,24.933333,33.822222,0.0,24.444444,75.469581
SR,2020-09-22,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,19,3,120,4759,100,5061,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.763889,23.861111,34.625,1.27,23.944444,75.528182
SR,2020-09-23,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,20,1,,4779,101,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,29.422222,23.966667,34.477778,0.0,23.6,71.233523
SR,2020-09-24,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,10,1,,4789,102,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.577778,24.822222,33.677778,0.0,24.055556,76.705504
SR,2020-09-25,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,28,0,,4817,102,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.366667,24.266667,32.633333,3.4036,23.877778,77.282581
SR,2020-09-26,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,145,4831,102,5206,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.472222,24.527778,32.583333,3.302,24.208333,77.824026
SR,2020-09-27,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,4,0,66,4835,102,5272,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,4,1,2,0,0,2,2,1,0,0,4,0,70.37,28.296296,24.37037,32.833333,0.169333,23.648148,76.018715
SR,2020-09-28,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,1,0,,4836,102,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,67.59,29.347222,24.222222,33.902778,12.827,23.986111,73.058669
SR,2020-09-29,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,27,2,,4863,104,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,67.59,29.736111,25.152778,33.416667,1.27,23.583333,69.884876
SR,2020-09-30,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,125,4877,104,5397,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,3,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,67.59,30.277778,26.25,34.5,0.0,23.055556,65.502107
SR,2020-10-01,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,1,241,4891,105,5638,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,60.19,29.236111,24.791667,33.180556,0.0,23.902778,73.138156
SR,2020-10-02,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,8,0,,4899,105,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,60.19,28.958333,24.861111,32.486111,1.8415,23.583333,72.875347
SR,2020-10-03,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,25,1,,4924,106,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,60.19,28.805556,25.055556,32.708333,0.508,23.736111,74.334496
SR,2020-10-04,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,17,0,,4941,106,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,60.19,27.962963,24.537037,32.87037,2.286,24.018519,79.261187
SR,2020-10-05,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,13,0,,4954,106,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,3,1,2,0,0,2,2,1,0,0,4,0,60.19,26.388889,23.5,31.0,2.032,23.861111,86.205956
SR,2020-10-06,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,11,0,,4965,106,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,29.069444,24.805556,33.472222,2.9845,24.013889,74.391009
SR,2020-10-07,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,,4979,106,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.583333,24.805556,32.138889,0.084667,23.944444,76.084374
SR,2020-10-08,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,25,0,191,5004,106,5829,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,27.62963,23.851852,33.240741,0.0,23.740741,79.399475
SR,2020-10-09,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,,5018,106,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,29.25,24.75,32.805556,5.0165,24.166667,74.407266
SR,2020-10-10,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,17,1,,5035,107,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.87037,23.703704,33.259259,1.439333,23.62963,73.47969
SR,2020-10-11,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,16,0,,5051,107,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.648148,24.203704,33.740741,0.0,23.37037,73.350414
SR,2020-10-12,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,7,0,,5058,107,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,29.722222,24.569444,33.847222,0.0,23.736111,70.481272
SR,2020-10-13,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,14,0,,5072,107,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,,,,,,
SR,2020-10-14,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,11,1,208,5083,108,6037,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,31.333333,26.0,33.888889,0.0,24.0,65.133177
SR,2020-10-15,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,11,1,294,5094,109,6331,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,31.5,25.5,33.222222,0.0,24.166667,65.167546
SR,2020-10-16,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,19,0,,5113,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,31.222222,25.777778,33.388889,0.0,24.388889,67.093381
SR,2020-10-17,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,10,0,,5123,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,31.166667,24.111111,33.222222,0.0,23.5,63.805046
SR,2020-10-18,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,7,0,53,5130,109,6384,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,31.222222,25.777778,33.888889,0.0,24.722222,68.444659
SR,2020-10-19,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,3,0,,5133,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,31.555556,25.611111,33.888889,0.0,24.277778,65.396462
SR,2020-10-20,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,11,0,,5144,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,30.5,25.0,33.388889,0.0,25.0,72.518506
SR,2020-10-21,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,6,0,,5150,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,30.740741,27.407407,33.407407,0.0,23.351852,64.926446
SR,2020-10-22,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,4,0,,5154,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.425926,24.037037,33.407407,1.016,23.925926,76.814858
SR,2020-10-23,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,1,0,,5155,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,29.458333,24.625,33.347222,2.54,24.263889,73.837409
SR,2020-10-24,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,11,0,,5166,109,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,29.074074,24.962963,33.407407,4.995333,24.481481,76.499788
SR,2020-10-25,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,4,0,141,5170,109,6525,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.425926,23.703704,33.462963,5.334,23.851852,76.541955
SR,2020-10-26,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,10,1,,5180,110,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.351852,24.574074,32.37037,0.169333,24.148148,78.023387
SR,2020-10-27,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,7,1,165,5187,111,6690,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,28.972222,24.347222,32.597222,6.6675,24.347222,76.344914
SR,2020-10-28,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,5,0,147,5192,111,6837,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,1,2,2,4,0,2,0,2,1,2,0,0,2,2,1,0,0,4,0,57.41,29.240741,24.925926,33.666667,3.979333,24.185185,74.422003
