location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
BO,2020-10-25,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,74,18,872,140853,8645,326587,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-41,-26,-27,-39,-7,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,29.811111,22.844444,35.555556,0.0,,19.966667,55.943002
BO,2020-10-26,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,99,13,944,140952,8658,327531,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-33,-14,-29,-30,-18,13,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,24.938272,18.820988,32.253086,3.781778,,16.925926,62.258451
BO,2020-10-27,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,172,14,969,141124,8672,328500,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-27,-12,-26,-32,-19,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,25.791667,17.625,32.784722,2.286,,16.131944,56.042103
BO,2020-10-28,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,197,22,935,141321,8694,329435,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-31,-14,-26,-27,-14,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,25.37037,16.493827,31.67284,0.0,,15.679012,56.810985
BO,2020-10-29,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,163,11,919,141484,8705,330354,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-32,-13,-30,-25,-17,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,22.907407,15.87037,30.833333,6.307667,,12.592593,58.091343
BO,2020-10-30,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,147,10,898,141631,8715,331252,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-32,-7,-30,-24,-16,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,21.537037,15.765432,27.648148,9.652,,10.925926,52.207193
BO,2020-10-31,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,126,10,848,141757,8725,332100,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-38,-16,-26,-30,-17,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,25.395833,18.451389,30.118056,0.0,,10.826389,40.406216
BO,2020-11-01,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,76,6,806,141833,8731,332906,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-41,-24,-27,-41,-9,9,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,26.777778,20.347222,32.402778,0.0,,9.708333,35.176645
BO,2020-11-02,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,34,10,842,141867,8741,333748,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-49,-38,-41,-45,-68,19,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,25.569444,16.604167,30.930556,0.0,,9.201389,37.121711
BO,2020-11-03,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,69,10,898,141936,8751,334646,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-31,-16,-32,-32,-23,10,3,2,2,4,2,2,2,1,1,0,584000000,0,2,1,1,0,0,3,0,81.48,24.950617,14.604938,30.358025,0.0,,8.722222,37.086778
BO,2020-11-04,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,126,7,911,142062,8758,335557,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-31,-12,-28,-28,-15,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,23.851852,13.657407,30.166667,0.0,,7.388889,36.336267
BO,2020-11-05,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,139,10,914,142201,8768,336471,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-30,-7,-28,-26,-16,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,22.244444,15.611111,32.822222,0.0,,9.822222,46.313993
BO,2020-11-06,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,142,13,811,142343,8781,337282,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-49,-33,-34,-38,-34,20,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,24.444444,14.851852,31.398148,0.0,,9.861111,41.408375
BO,2020-11-07,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,84,9,775,142427,8790,338057,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-37,-18,-33,-33,-10,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,29.547619,19.468254,35.769841,0.0,,17.595238,49.391535
BO,2020-11-08,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,48,5,813,142475,8795,338870,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-38,-24,-24,-37,-4,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,29.87037,21.833333,36.288889,0.0,,17.953704,49.982198
BO,2020-11-09,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,86,7,1002,142561,8802,339872,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-30,-13,-28,-28,-17,12,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,23.2,16.994444,30.994444,4.445,,15.188889,62.017044
BO,2020-11-10,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,103,6,1011,142664,8808,340883,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-26,-10,-26,-29,-19,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,23.1,16.672222,27.888889,0.6096,,14.033333,60.864024
BO,2020-11-11,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,112,10,1011,142776,8818,341894,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-28,-11,-26,-23,-13,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,23.261111,16.183333,28.361111,2.5654,,16.088889,65.173953
BO,2020-11-12,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,113,7,1079,142889,8825,342973,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-29,-11,-27,-25,-15,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,22.233333,16.1,27.561111,3.175,,14.377778,66.406523
BO,2020-11-13,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,180,10,916,143069,8835,343889,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-28,-8,-26,-25,-13,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,24.366667,15.805556,29.072222,7.0612,,16.05,61.010491
BO,2020-11-14,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,112,6,868,143181,8841,344757,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-31,-16,-29,-30,-8,8,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,25.783951,17.388889,31.104938,1.636889,,16.222222,57.73395
BO,2020-11-15,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,65,8,929,143246,8849,345686,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-32,-20,-23,-31,-3,8,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,29.185185,21.601852,34.37037,0.0,,19.509259,57.186497
BO,2020-11-16,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,125,10,936,143371,8859,346622,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-29,-12,-28,-27,-16,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,22.064815,15.944444,28.490741,0.423333,,11.62963,53.154734
BO,2020-11-17,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,102,7,1186,143473,8866,347808,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-27,-12,-27,-30,-17,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,23.544444,16.211111,29.483333,5.08,,15.833333,63.498493
BO,2020-11-18,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,96,9,1276,143569,8875,349084,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-31,-15,-29,-27,-16,12,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,20.598765,12.771605,28.493827,8.664222,,12.95679,65.011795
BO,2020-11-19,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,187,14,1455,143756,8889,350539,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-27,-10,-26,-22,-14,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,81.48,20.82716,13.32716,28.41358,11.938,,9.845679,51.617842
BO,2020-11-20,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,98,11,785,143854,8900,351324,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-27,-8,-25,-24,-12,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,23.986111,17.430556,32.25,0.3175,,13.513889,53.188826
BO,2020-11-21,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,68,4,671,143922,8904,351995,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-31,-16,-28,-29,-7,7,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,25.037037,15.472222,32.12037,0.0,,12.25,45.220539
BO,2020-11-22,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,56,3,1075,143978,8907,353070,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-33,-20,-23,-32,-2,7,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,28.680556,21.680556,35.708333,0.0,,15.875,46.689884
BO,2020-11-23,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,56,9,1132,144034,8916,354202,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-30,-14,-28,-26,-16,11,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,27.322222,16.927778,32.105556,0.0,,14.866667,47.022697
BO,2020-11-24,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,113,12,1147,144147,8928,355349,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-26,-11,-25,-27,-16,9,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,28.105556,17.361111,33.244444,0.0254,,15.372222,46.582248
BO,2020-11-25,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,129,5,1133,144276,8933,356482,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-28,-13,-26,-25,-11,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,27.382716,17.555556,33.148148,0.0,,15.462963,49.552542
BO,2020-11-26,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,114,6,1123,144390,8939,357605,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-27,-11,-26,-22,-12,9,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,25.290123,17.833333,31.185185,0.0,,15.660494,56.274686
BO,2020-11-27,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,104,4,985,144494,8943,358590,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-25,-8,-26,-24,-11,9,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,21.936508,16.436508,28.563492,9.440333,,14.373016,65.249583
BO,2020-11-28,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,98,6,979,144592,8949,359569,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-28,-14,-26,-27,-5,7,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,24.987654,16.660494,30.388889,5.418667,,17.197531,62.659566
BO,2020-11-29,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,30,3,1036,144622,8952,360605,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-30,-19,-21,-32,-1,7,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,29.511111,21.388889,34.833333,0.0,,19.266667,54.879131
BO,2020-11-30,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,86,5,1051,144708,8957,361656,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-27,-11,-27,-24,-14,10,3,2,2,4,2,2,2,1,1,0,0,0,2,1,1,0,0,3,0,84.26,25.588889,18.505556,31.361111,0.1016,,17.455556,62.051526
BO,2020-12-01,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,102,6,1365,144810,8963,363021,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-22,-7,-24,-25,-15,9,3,2,1,0,0,1,1,1,1,0,0,0,2,1,1,0,0,3,0,47.22,21.527778,16.633333,29.283333,18.908889,,16.344444,73.569674
BO,2020-12-02,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,184,9,1182,144994,8972,364203,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-23,-7,-22,-21,-9,8,3,2,1,0,0,1,1,1,1,0,0,0,2,1,1,0,0,3,0,47.22,24.544444,15.694444,29.55,2.9464,,16.277778,60.561559
BO,2020-12-03,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,192,10,1128,145186,8982,365331,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-23,-5,-23,-18,-10,8,3,2,1,0,0,1,1,1,1,0,0,0,2,1,1,0,0,3,0,47.22,24.35,16.944444,29.616667,1.3716,,16.811111,64.054589
BO,2020-12-04,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,139,5,1157,145325,8987,366488,,,,,,,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-23,-2,-23,-21,-10,8,3,2,1,0,0,1,1,1,1,0,0,0,2,1,1,0,0,3,0,47.22,22.666667,17.361111,29.183333,6.4262,,17.361111,73.979863
