location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
KZ,2020-05-06,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,69,0,17363,4578,30,353843,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-38,-18,-9,-28,-44,13,3,3,2,4,2,3,2,4,1,1,0,0,2,3,2,0,0,1,0,89.35,12.509259,4.472222,19.314815,0.0,,-1.453704,38.31434
KZ,2020-05-07,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,344,1,17283,4922,31,371126,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-35,-13,-2,-26,-60,16,3,3,2,4,2,3,2,4,1,1,0,0,2,3,2,0,0,1,0,89.35,14.324074,4.361111,22.37963,0.0,,-0.888889,35.496936
KZ,2020-05-08,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,134,0,13978,5056,31,385104,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-41,-20,-7,-32,-58,17,3,3,2,4,2,3,2,4,1,1,0,0,2,3,2,0,0,1,0,89.35,18.527778,9.342593,25.981481,0.0,,2.611111,35.523206
KZ,2020-05-09,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,82,0,13307,5138,31,398411,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-49,-29,-8,-32,-40,9,3,3,2,4,2,3,2,4,1,1,0,0,2,3,2,0,0,1,0,89.35,18.455556,12.977778,24.844444,0.0,,8.222222,52.434888
KZ,2020-05-10,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,69,1,10302,5207,32,408713,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-46,-28,-11,-30,-18,6,3,3,2,4,2,3,2,4,1,1,0,0,2,3,2,0,0,1,0,89.35,18.388889,12.377778,25.377778,0.0,,10.077778,59.086433
KZ,2020-05-11,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,210,0,13298,5417,32,422011,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-32,-15,0,-21,-37,12,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,20.877778,11.6,28.2,0.0,,8.666667,45.523804
KZ,2020-05-12,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,154,1,17484,5571,33,439495,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-29,-11,7,-14,-36,11,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,21.111111,12.188889,29.133333,0.0,,10.622222,51.721969
KZ,2020-05-13,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,118,1,20241,5689,34,459736,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-29,-13,5,-14,-36,9,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,20.222222,13.666667,28.311111,0.0,,12.366667,61.252075
KZ,2020-05-14,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,161,0,23500,5850,34,483236,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-30,-13,3,-15,-35,10,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,15.203704,11.416667,19.277778,0.0,,10.564815,74.296146
KZ,2020-05-15,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,307,0,21980,6157,34,505216,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-30,-12,2,-15,-32,9,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,16.5,10.472222,22.462963,0.0,,8.981481,61.742837
KZ,2020-05-16,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,283,0,22224,6440,34,527440,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-30,-9,8,-8,-19,4,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,17.990741,10.731481,23.768519,0.1016,,8.574074,54.636242
KZ,2020-05-17,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,311,1,13268,6751,35,540708,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-30,-11,8,-7,-8,2,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,81.94,18.425926,12.333333,24.425926,0.0,,9.675926,56.922111
KZ,2020-05-18,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,218,0,12354,6969,35,553062,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-26,-12,2,-12,-29,9,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,13077568,0,2,0,83.8,15.259259,10.324074,21.453704,0.0,,10.398148,74.080912
KZ,2020-05-19,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,265,0,18485,7234,35,571547,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-27,-13,0,-13,-30,9,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,83.8,12.675926,8.490741,17.861111,0.0,,5.592593,62.455418
KZ,2020-05-20,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,363,0,19955,7597,35,591502,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-25,-11,4,-8,-30,8,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,83.8,12.566667,6.322222,19.488889,0.0,,5.322222,61.698641
KZ,2020-05-21,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,322,0,21495,7919,35,612997,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-21,-7,10,-5,-29,8,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,83.8,12.25,5.305556,17.342593,0.0,,2.601852,52.212317
KZ,2020-05-22,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,403,0,22715,8322,35,635712,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-21,-5,10,-5,-25,7,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,83.8,18.472222,10.648148,25.953704,0.0,,6.833333,47.661359
KZ,2020-05-23,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,209,0,21502,8531,35,657214,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-22,-3,15,-1,-13,3,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,83.8,22.766667,11.788889,30.933333,0.0,,9.844444,44.896456
KZ,2020-05-24,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,438,0,14560,8969,35,671774,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-22,-8,27,4,-3,-2,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,2,0,83.8,25.416667,15.314815,34.046296,0.0,,8.444444,34.40153
KZ,2020-05-25,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,335,2,15493,9304,37,687267,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-13,-5,21,-1,-25,5,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,26.555556,16.592593,35.185185,0.0,,8.490741,32.419609
KZ,2020-05-26,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,272,0,23085,9576,37,710352,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-13,-5,18,-1,-24,4,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,27.277778,17.75,35.537037,0.0,10.16,8.722222,31.660824
KZ,2020-05-27,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,356,0,24921,9932,37,735273,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-13,-5,15,-1,-25,4,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,21.388889,14.212963,27.861111,0.0,10.16,6.351852,38.293807
KZ,2020-05-28,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,450,0,26454,10382,37,761727,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-10,-2,21,1,-23,4,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,19.842593,11.055556,27.805556,0.0,10.16,2.666667,32.978343
KZ,2020-05-29,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,476,1,26562,10858,38,788289,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-10,-2,20,-1,-21,4,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,21.481481,11.157407,30.537037,0.0,,2.675926,29.83284
KZ,2020-05-30,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,450,3,24592,11308,41,812881,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-13,-2,23,3,-9,0,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,24.555556,12.925926,32.842593,0.0,10.16,4.898148,28.908093
KZ,2020-05-31,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,263,0,15496,11571,41,828377,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-13,-3,22,3,5,-2,3,2,2,4,2,2,2,4,0,1,0,0,2,3,2,0,0,3,0,83.8,27.175926,15.077778,35.898148,0.0,,5.648148,26.023181
KZ,2020-06-01,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,225,3,15249,11796,44,843626,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,1,4,36,6,-21,2,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,27.555556,16.583333,35.814815,0.0,,7.148148,28.311316
KZ,2020-06-02,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,271,4,23660,12067,48,867286,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-3,3,24,10,-21,2,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,25.018519,17.037037,31.398148,0.0,10.16,8.657407,36.429255
KZ,2020-06-03,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,245,0,24815,12312,48,892101,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-2,4,24,11,-22,1,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,21.766667,16.122222,28.233333,0.0,,9.277778,47.91809
KZ,2020-06-04,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,199,4,23803,12511,52,915904,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-1,6,23,13,-22,2,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,18.768519,11.787037,25.203704,0.0,10.16,2.685185,34.706908
KZ,2020-06-05,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,183,2,26672,12694,54,942576,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-2,7,19,12,-20,2,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,14.935185,7.861111,21.62037,0.0,,-2.435185,30.55402
KZ,2020-06-06,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,165,2,22513,12859,56,965089,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-4,8,28,19,-9,-2,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,17.287037,7.898148,24.324074,0.0,10.16,-0.490741,30.381321
KZ,2020-06-07,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,215,2,16284,13074,58,981373,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-2,8,33,20,5,-5,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,20.092593,11.138889,27.046296,0.0,,1.277778,29.053114
KZ,2020-06-08,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,245,3,17183,13319,61,998556,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,0,4,25,13,-21,2,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,22.287037,15.194444,28.194444,0.0,,2.138889,26.881531
KZ,2020-06-09,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,240,6,24861,13559,67,1023417,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-1,6,25,15,-21,1,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,23.622222,15.444444,30.311111,0.0,,3.455556,27.259581
KZ,2020-06-10,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,313,0,26681,13872,67,1050098,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,0,7,26,15,-23,1,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,24.287037,15.583333,30.75,0.0,10.16,5.12963,29.456196
KZ,2020-06-11,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,366,3,28441,14238,70,1078539,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,3,9,32,18,-23,1,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,25.033333,15.722222,32.055556,0.0,,6.422222,30.639002
KZ,2020-06-12,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,258,3,30380,14496,73,1108919,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,1,9,33,16,-21,1,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,26.092593,16.796296,33.037037,0.0,10.16,6.703704,29.366979
KZ,2020-06-13,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,313,4,27275,14809,77,1136194,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-7,3,35,16,-10,-3,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,26.759259,16.425926,34.055556,0.0,10.16,6.472222,27.740524
KZ,2020-06-14,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,383,4,24582,15192,81,1160776,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,-7,2,30,16,4,-4,3,2,2,4,2,2,1,4,0,1,0,0,2,3,2,0,0,3,0,81.02,23.12037,15.453704,29.722222,0.0,,6.916667,36.53079
