location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
KI,2020-01-11,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.888889,25.305556,34.111111,0.0,24.944444,84.072933
KI,2020-01-12,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.888889,25.055556,32.194444,13.589,24.833333,78.785698
KI,2020-01-13,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.388889,25.194444,31.861111,19.558,25.277778,83.278414
KI,2020-01-14,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.194444,24.805556,31.805556,35.052,25.055556,83.123379
KI,2020-01-15,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.666667,23.944444,30.388889,5.588,24.388889,87.352589
KI,2020-01-16,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.305556,23.138889,31.527778,50.8,25.861111,81.7527
KI,2020-01-17,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.574074,26.296296,32.296296,1.27,25.574074,79.142904
KI,2020-01-18,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.861111,23.944444,31.75,0.0,24.833333,83.634237
KI,2020-01-19,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.972222,26.638889,32.25,24.765,25.944444,79.061592
KI,2020-01-20,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.333333,26.194444,32.25,0.0,25.861111,81.622409
KI,2020-01-21,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.37037,26.703704,32.092593,0.338667,25.537037,79.915681
KI,2020-01-22,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.055556,25.944444,32.888889,6.223,25.138889,79.459891
KI,2020-01-23,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.083333,26.5,33.0,0.0,25.111111,74.784296
KI,2020-01-24,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.944444,28.055556,33.111111,10.795,25.555556,77.384243
KI,2020-01-25,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.166667,26.305556,33.0,0.254,25.527778,80.798897
KI,2020-01-26,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.916667,25.888889,32.638889,0.0,25.277778,80.766209
KI,2020-01-27,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.083333,25.444444,31.0,3.175,25.138889,84.076319
KI,2020-01-28,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.638889,25.638889,28.888889,40.767,24.833333,89.848244
KI,2020-01-29,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.916667,25.055556,30.138889,28.448,25.194444,85.177143
KI,2020-01-30,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.5,26.111111,31.888889,1.143,25.138889,77.448018
KI,2020-01-31,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.055556,26.555556,32.055556,0.0,25.416667,76.259482
KI,2020-02-01,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,29.722222,25.805556,32.583333,0.0,25.416667,77.735475
KI,2020-02-02,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,26.194444,24.305556,31.194444,22.098,24.277778,89.220054
KI,2020-02-03,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,29.277778,26.194444,31.444444,32.512,24.944444,77.541879
KI,2020-02-04,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.972222,24.861111,33.416667,1.905,23.0,74.436514
KI,2020-02-05,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,29.944444,25.555556,31.277778,0.0,24.944444,74.623093
KI,2020-02-06,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,29.888889,28.805556,31.861111,0.0,25.611111,77.887309
KI,2020-02-07,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,28.194444,25.444444,32.555556,0.0,25.555556,85.633183
KI,2020-02-08,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.305556,24.861111,31.694444,30.353,24.75,85.972792
KI,2020-02-09,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.722222,25.462963,30.907407,68.241333,24.777778,84.199601
KI,2020-02-10,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,29.027778,27.138889,32.25,0.0,25.305556,80.38099
KI,2020-02-11,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.203704,25.203704,31.0,2.201333,24.981481,87.686697
KI,2020-02-12,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.833333,24.333333,31.638889,31.369,24.972222,84.47654
KI,2020-02-13,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,KI,KIR,0,0,0,0,0,,,,,,,119446,58744,60702,53117,64489,147.464,0.612,29463,23632,20524,16604,11173,9988,5141,2330,591,194647201,1655,0.479,571178,1.466667,173.033333,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,171.41748,0.192364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.194444,24.805556,29.5,70.485,24.888889,87.255178
