location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
LR,2020-06-17,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,39,0,586,36,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,25.972222,21.555556,30.944444,7.112,24.25,90.254071
LR,2020-06-18,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,20,0,606,36,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,24.805556,21.388889,29.638889,0.0,23.0,89.713147
LR,2020-06-19,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,25,1,631,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,25.805556,22.75,29.5,0.0,23.444444,86.896649
LR,2020-06-20,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,24,0,655,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,26.018519,23.0,30.0,0.338667,23.222222,84.797481
LR,2020-06-21,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,2,0,657,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,27.027778,22.0,31.944444,1.524,23.888889,83.058648
LR,2020-06-22,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,10,0,667,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,26.388889,22.944444,29.75,0.0,23.916667,86.320293
LR,2020-06-23,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,19,0,686,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,26.027778,23.694444,30.055556,0.254,23.944444,88.317905
LR,2020-06-24,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,3,0,689,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,26.583333,23.361111,30.138889,0.0,23.944444,85.467271
LR,2020-06-25,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,40,0,729,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,25.648148,23.259259,29.0,1.016,23.407407,87.656785
LR,2020-06-26,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,39,0,768,37,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,25.527778,22.361111,29.805556,7.874,23.75,89.918567
LR,2020-06-27,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,2,2,770,39,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,24.805556,22.5,27.444444,35.052,23.166667,90.690789
LR,2020-06-28,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,10,0,780,39,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,3,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,79.63,25.583333,23.361111,29.055556,1.524,23.472222,88.18806
LR,2020-06-29,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,24,1,804,40,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,25.166667,22.611111,28.111111,29.972,23.527778,90.653731
LR,2020-06-30,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,15,0,819,40,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,24.583333,22.888889,27.861111,0.0,23.222222,92.155814
LR,2020-07-01,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,14,0,833,40,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,25.388889,22.361111,28.694444,0.0,23.361111,88.586044
LR,2020-07-02,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,33,0,866,40,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,25.416667,23.361111,28.25,0.127,23.666667,90.063291
LR,2020-07-03,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,5,0,871,40,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,24.944444,23.194444,27.5,7.112,23.638889,92.492144
LR,2020-07-04,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,17,2,888,42,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,24.666667,22.944444,26.611111,0.0,23.361111,92.458958
LR,2020-07-05,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,26,3,914,45,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,25.055556,22.361111,28.694444,45.974,22.916667,87.962114
LR,2020-07-06,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,9,0,923,45,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,25.888889,22.861111,30.75,0.0,23.055556,84.410929
LR,2020-07-07,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,31,1,954,46,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,25.722222,22.75,29.194444,0.0,23.583333,88.011242
LR,2020-07-08,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,6,5,960,51,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,3,0,0,0,0,2,1,1,0,0,3,0,75.93,24.833333,23.277778,27.611111,0.0,23.722222,93.556414
LR,2020-07-09,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,35,0,995,51,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.222222,22.888889,26.361111,2.032,22.722222,91.417066
LR,2020-07-10,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,12,4,1007,55,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.277778,23.055556,25.888889,3.048,22.416667,89.685502
LR,2020-07-11,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,14,0,1021,55,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.194444,23.111111,26.0,1.524,22.138889,88.575944
LR,2020-07-12,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,14,14,1035,69,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,25.194444,22.638889,27.638889,0.0,22.888889,87.142262
LR,2020-07-13,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,18,1,1053,70,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.805556,23.0,27.25,0.762,23.361111,91.728567
LR,2020-07-14,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,14,2,1067,72,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.25,22.888889,26.361111,4.064,22.555556,90.495417
LR,2020-07-15,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,15,1,1082,73,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.638889,22.694444,27.694444,0.381,22.111111,85.937815
LR,2020-07-16,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,3,1,1085,74,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,2,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,73.15,24.75,22.555556,28.0,0.254,22.222222,85.986566
LR,2020-07-17,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,3,0,1088,74,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,67.59,24.5,22.611111,27.25,0.0,22.833333,90.468453
LR,2020-07-18,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,16,1,1104,75,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,67.59,24.944444,22.694444,28.194444,2.032,23.277778,90.532978
LR,2020-07-19,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,1,0,1105,75,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,67.59,24.833333,22.861111,27.888889,7.112,23.361111,91.594161
LR,2020-07-20,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,6,0,1111,75,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,67.59,25.083333,22.861111,27.861111,49.022,23.583333,91.403932
LR,2020-07-21,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,3,0,1114,75,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,67.59,25.814815,22.62963,30.092593,0.0,22.462963,82.500657
LR,2020-07-22,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,18,1,1132,76,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,4,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,67.59,24.685185,22.166667,28.166667,8.001,22.777778,89.160669
LR,2020-07-23,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,13,0,1145,76,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,24.907407,21.907407,28.907407,0.0,22.611111,87.130434
LR,2020-07-24,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,7,1,1152,77,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,25.138889,23.25,27.861111,0.0,23.361111,89.90417
LR,2020-07-25,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,12,1,1164,78,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,23.518519,22.037037,26.481481,18.923,22.37037,93.305705
LR,2020-07-26,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,10,0,1174,78,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,25.527778,23.194444,28.055556,5.461,22.694444,84.529299
LR,2020-07-27,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,2,0,1176,78,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,24.388889,22.0,27.805556,6.096,22.555556,89.569178
LR,2020-07-28,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,2,1,1178,79,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,24.194444,22.055556,27.138889,3.048,22.694444,91.375497
LR,2020-07-29,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,5,2,1183,81,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,24.444444,22.305556,27.388889,0.0,22.666667,89.985997
LR,2020-07-30,ChIJwfyp1AP4CQ8Rc2PRMmso038,Q1014,country/LBR,LR,Liberia,LR,LBR,0,3,0,1186,81,,,,,,,,5057677,2542539,2515138,2388948,2548426,1467026,1467026,52.509,0.435,1418816,1175025,840853,629808,444196,283828,168470,76455,20226,3070518100,621,0.319,192780,6.533333,-9.75,111370,95634,434,63.73,9.8,2.4,53.5,247.482,207.08,170.2,17.6,0.5321,0.0376,56.59903,25.756157,2,2,1,3,1,2,2,2,0,0,0,0,2,1,1,0,0,3,0,64.81,24.759259,22.111111,27.962963,2.54,22.740741,88.779257
