location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,cumulative_confirmed,cumulative_deceased,cumulative_recovered,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,adult_male_mortality_rate,adult_female_mortality_rate,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MO,2020-09-29,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,27.253086,25.191358,29.024691,4.064,24.438272,84.941257
MO,2020-09-30,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,27.0,24.561728,30.407407,6.19125,24.395062,85.820044
MO,2020-10-01,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,26.802469,24.524691,29.475309,36.491333,22.098765,75.684975
MO,2020-10-02,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,27.611111,24.728395,30.450617,0.056444,22.598765,74.401447
MO,2020-10-03,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,27.975309,25.191358,31.123457,0.0,23.154321,75.357206
MO,2020-10-04,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,28.191358,25.685185,31.407407,0.0,24.117284,78.837845
MO,2020-10-05,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,27.179012,24.314815,30.518519,8.255,22.95679,78.054508
MO,2020-10-06,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.074074,22.679012,27.845679,3.781778,19.666667,72.195951
MO,2020-10-07,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.160494,22.148148,26.308642,0.0,17.975309,68.571204
MO,2020-10-08,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.191358,22.185185,26.969136,0.0,17.333333,65.718279
MO,2020-10-09,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.790123,21.87037,27.907407,0.0,17.524691,64.196039
MO,2020-10-10,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.444444,22.432099,28.765432,0.0,18.950617,67.630993
MO,2020-10-11,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,26.635802,23.530864,30.030864,0.0,20.703704,70.359512
MO,2020-10-12,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,27.722222,23.925926,30.839506,0.15875,21.0,67.648198
MO,2020-10-13,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.962963,23.425926,27.604938,7.5565,21.925926,83.547059
MO,2020-10-14,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.919753,24.074074,27.240741,13.998222,21.592593,77.250211
MO,2020-10-15,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,26.635802,24.401235,29.592593,0.169333,20.549383,69.471907
MO,2020-10-16,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,26.475309,22.950617,30.296296,0.0,20.0,67.893883
MO,2020-10-17,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.246914,21.080247,27.82716,0.381,18.518519,70.674053
MO,2020-10-18,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.228395,20.950617,27.703704,0.479778,17.759259,67.438934
MO,2020-10-19,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.475309,20.740741,26.938272,0.112889,16.679012,65.84482
MO,2020-10-20,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.67284,20.41358,27.259259,0.0,16.58642,64.62709
MO,2020-10-21,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.654321,20.753086,26.5,0.0,15.512346,60.432988
MO,2020-10-22,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.901235,21.074074,26.820988,0.0,13.802469,53.526715
MO,2020-10-23,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.475309,21.259259,25.203704,0.0,10.253086,43.937017
MO,2020-10-24,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.401235,20.709877,25.685185,0.084667,12.938272,52.351337
MO,2020-10-25,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.351852,21.197531,27.697531,0.056444,17.450617,65.835814
MO,2020-10-26,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.808642,21.888889,28.950617,0.0,19.030864,71.143573
MO,2020-10-27,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.641975,22.537037,29.969136,0.0,18.938272,67.041477
MO,2020-10-28,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.882716,21.765432,27.549383,1.2065,20.074074,79.759457
MO,2020-10-29,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.567901,22.0,25.685185,5.08,19.895062,80.013603
MO,2020-10-30,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.808642,21.734568,26.740741,0.141111,19.469136,76.827831
MO,2020-10-31,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.833333,20.592593,26.17284,0.0,17.697531,72.956582
MO,2020-11-01,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.598765,20.425926,27.308642,0.0,18.320988,72.604025
MO,2020-11-02,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.32716,20.407407,28.493827,0.0,16.691358,62.662893
MO,2020-11-03,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,52610000,2,0,23.15,23.061728,20.074074,25.987654,0.028222,16.32716,66.321262
MO,2020-11-04,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.688889,19.766667,25.838889,0.1524,16.122222,66.735448
MO,2020-11-05,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.9,20.161111,26.155556,0.0,16.711111,68.324337
MO,2020-11-06,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.916667,20.811111,28.555556,0.0508,17.322222,63.148517
MO,2020-11-07,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,26.133333,22.905556,29.55,0.0,16.427778,55.561041
MO,2020-11-08,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.822222,22.038889,27.711111,0.0,14.205556,53.198125
MO,2020-11-09,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.305556,21.066667,26.894444,0.0,12.072222,50.647684
MO,2020-11-10,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.166667,19.538889,24.777778,0.0,12.411111,54.857488
MO,2020-11-11,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,21.722222,18.283333,25.755556,0.0,13.755556,61.409229
MO,2020-11-12,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.1,18.361111,26.561111,0.0,12.572222,55.80274
MO,2020-11-13,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.203704,19.697531,25.895062,0.0,13.487654,55.171705
MO,2020-11-14,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.074074,20.450617,24.833333,0.028222,15.820988,67.860971
MO,2020-11-15,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,22.506173,20.228395,25.648148,0.28575,18.5,78.203355
MO,2020-11-16,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.209877,20.969136,28.04321,0.028222,19.333333,74.324871
MO,2020-11-17,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,24.62963,22.395062,27.154321,0.0,20.018519,75.642976
MO,2020-11-18,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.111111,22.851852,28.691358,0.112889,21.623457,81.160681
MO,2020-11-19,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.067901,22.932099,28.574074,0.15875,22.493827,85.787377
MO,2020-11-20,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,25.54321,22.808642,29.734568,0.056444,22.401235,82.926147
MO,2020-11-21,ChIJ88g14uB6ATQR9qyFtCzje8Y,Q14773,country/MAC,MO,Macau,MO,MAC,0,,,,,,,,,,,,,649342,312100,337242,0,640445,642090,21717.124,68817,46834,88332,129802,93402,99615,78994,29881,13665,53859116535,84096,0.759,1867188,22.166667,113.55,22,30,11,17,84.118,4.3,58.271,24.487,1,0,0,0,0,0,0,3,1,2,0,0,2,3,2,0,0,2,0,23.15,23.975309,22.648148,26.302469,0.254,21.030864,83.809718
