location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,adult_male_mortality_rate,adult_female_mortality_rate,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
AW,2020-10-08,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,17,0,,4150,31,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-24,-8,16,-53,-26,12,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.6,23.255556,33.2,0.3556,23.833333,75.506443
AW,2020-10-09,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4150,31,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-20,-6,26,-49,-23,10,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.366667,23.677778,32.844444,0.3048,23.488889,74.950724
AW,2020-10-10,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4150,31,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,0,18,-61,-14,8,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.333333,23.888889,32.844444,0.0,22.922222,72.567116
AW,2020-10-11,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,44,1,,4194,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-26,-11,18,-60,-19,7,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.855556,24.5,33.455556,0.0,23.277778,71.917966
AW,2020-10-12,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,3,0,,4197,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-9,26,-49,-15,9,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.455556,24.833333,33.022222,0.0,23.244444,73.446833
AW,2020-10-13,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,32,0,,4229,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-10,13,-53,-14,9,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,27.766667,23.5,32.0,0.0508,22.244444,72.429788
AW,2020-10-14,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,26,0,,4255,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-24,-9,4,-52,-14,10,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.1,24.366667,34.022222,0.0,23.266667,75.133841
AW,2020-10-15,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,30,0,,4285,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-26,-8,4,-52,-13,10,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.2,24.511111,32.6,0.0,23.233333,74.541453
AW,2020-10-16,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4285,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-21,-5,11,-47,-11,8,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,29.222222,24.655556,33.144444,0.0,23.211111,70.156875
AW,2020-10-17,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4285,32,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-24,-3,6,-60,-15,10,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.888889,25.544444,32.566667,0.0,24.044444,75.30929
AW,2020-10-18,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,37,2,,4322,34,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-28,-11,20,-60,-17,8,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,28.977778,24.944444,33.844444,0.0,23.522222,72.491713
AW,2020-10-19,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,12,0,,4334,34,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-25,-9,17,-51,-13,9,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,29.211111,25.733333,33.855556,0.0,22.966667,69.43971
AW,2020-10-20,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,21,0,,4355,34,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-37,-24,-15,-59,-15,13,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,27.066667,22.1,31.2,0.0,23.088889,79.02485
AW,2020-10-21,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,14,1,,4369,35,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-22,-6,4,-52,-12,8,2,2,2,4,0,2,0,1,1,2,0,0,2,1,1,0,0,3,0,54.17,27.355556,22.255556,32.822222,11.3284,23.222222,78.406962
AW,2020-10-22,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,20,1,,4389,36,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-21,-5,8,-53,-11,8,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,29.188889,25.855556,33.6,0.0,23.955556,73.546705
AW,2020-10-23,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4389,36,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-14,3,23,-47,-7,5,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,29.222222,25.744444,33.355556,0.0,23.533333,71.56993
AW,2020-10-24,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4389,36,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-16,7,21,-58,-12,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.333333,24.4,33.1,1.9685,23.7,76.081845
AW,2020-10-25,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,31,0,,4420,36,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-26,-8,9,-59,-19,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.033333,23.777778,31.177778,0.1524,23.488889,76.531717
AW,2020-10-26,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,2,0,,4422,36,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-17,-5,24,-52,-13,7,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,29.155556,23.4,33.133333,7.7216,22.433333,67.346191
AW,2020-10-27,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,15,0,,4437,36,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-17,-6,19,-53,-15,7,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.366667,23.4,33.277778,0.1016,22.455556,70.573687
AW,2020-10-28,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,18,1,,4455,37,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-16,-5,9,-51,-10,7,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.666667,24.633333,33.044444,0.0,22.9,71.075065
AW,2020-10-29,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,17,0,,4472,37,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-17,-3,12,-49,-11,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.622222,24.333333,32.633333,1.3335,22.433333,69.671083
AW,2020-10-30,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4472,37,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-10,3,26,-42,-8,3,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.033333,23.722222,32.422222,2.286,23.677778,77.35875
AW,2020-10-31,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4472,37,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-9,8,25,-56,-12,4,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.022222,23.044444,31.888889,10.922,23.955556,83.353772
AW,2020-11-01,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,47,1,,4519,38,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-22,-8,18,-52,-17,5,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.2,23.1,30.133333,3.4925,24.011111,82.853161
AW,2020-11-02,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,5,0,,4524,38,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-14,-2,25,-44,-12,5,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.322222,23.722222,31.3,0.5588,23.688889,80.616886
AW,2020-11-03,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,14,0,,4538,38,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-18,-5,13,-53,-10,5,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.711111,23.544444,31.666667,3.4925,23.355556,77.399841
AW,2020-11-04,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,15,1,,4553,39,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-20,-6,5,-48,-10,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,28.144444,24.466667,31.611111,0.0508,22.688889,72.558618
AW,2020-11-05,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,11,0,,4564,39,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-21,-6,4,-53,-10,7,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.244444,23.622222,29.944444,2.0828,22.955556,77.613099
AW,2020-11-06,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4564,39,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-14,-2,26,-46,-8,4,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.633333,24.855556,31.355556,2.413,23.0,75.95408
AW,2020-11-07,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4564,39,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-17,1,20,-54,-11,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,27.944444,24.3,31.544444,0.0,23.522222,76.963312
AW,2020-11-08,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,36,1,,4600,40,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-9,13,-57,-17,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,26.8,23.6,30.577778,0.423333,24.077778,85.405197
AW,2020-11-09,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,6,1,,4606,41,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-19,-8,23,-53,-10,6,2,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,40.74,26.477778,23.277778,30.422222,8.8392,23.688889,84.72501
AW,2020-11-10,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,16,1,,4622,42,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-19,-7,18,-53,-8,5,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,26.977778,23.366667,31.044444,5.5372,23.944444,83.573402
AW,2020-11-11,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,9,1,,4631,43,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-18,-7,13,-48,-9,6,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,27.766667,23.977778,31.922222,0.9652,24.044444,80.262774
AW,2020-11-12,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,8,0,,4639,43,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-22,-7,7,-54,-8,7,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,26.155556,22.477778,30.6,17.1704,23.366667,84.680003
AW,2020-11-13,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4639,43,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-10,3,-47,-6,6,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,26.322222,22.833333,30.477778,5.7912,23.588889,84.981915
AW,2020-11-14,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4639,43,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-20,0,16,-56,-10,6,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,26.777778,22.577778,30.866667,5.842,23.677778,83.184051
AW,2020-11-15,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,23,1,,4662,44,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-12,16,-56,-15,5,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,27.322222,23.7,31.844444,2.4765,23.8,81.140499
AW,2020-11-16,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,6,0,,4668,44,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-11,16,-50,-9,7,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,25.955556,22.744444,30.077778,3.81,23.644444,87.144051
AW,2020-11-17,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,8,0,,4676,44,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-23,-13,13,-53,-7,6,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,25.855556,22.3,28.788889,20.8915,23.755556,88.269526
AW,2020-11-18,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,9,1,,4685,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-22,-9,9,-52,-8,6,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,37.04,25.855556,21.933333,29.688889,28.2956,22.922222,83.953004
AW,2020-11-19,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,8,0,,4693,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-21,-10,15,-49,-6,6,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,35.19,27.011111,23.077778,31.277778,0.4572,23.166667,79.58844
AW,2020-11-20,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4693,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-12,-3,19,-49,-4,3,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,35.19,27.422222,23.822222,31.022222,0.3556,22.855556,76.249152
AW,2020-11-21,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4693,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-15,-2,16,-53,-9,5,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,35.19,27.411111,23.211111,31.288889,0.3556,23.111111,77.476315
AW,2020-11-22,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,38,0,,4731,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-18,-7,12,-56,-13,4,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,35.19,27.544444,23.777778,31.477778,0.1524,23.422222,78.303005
AW,2020-11-23,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,6,0,,4737,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-11,0,36,-48,-9,4,1,0,2,4,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,35.19,27.711111,24.722222,32.022222,0.0,23.633333,78.614053
AW,2020-11-24,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,14,0,,4751,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-9,0,30,-50,-8,3,1,0,1,3,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,26.85,28.233333,25.011111,31.5,0.0,23.388889,75.120553
AW,2020-11-25,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,27,0,,4778,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-7,1,22,-49,-9,4,1,0,1,3,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,26.85,27.655556,23.922222,31.3,0.1016,22.588889,73.974149
AW,2020-11-26,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,13,0,,4791,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,-6,3,30,-52,-7,2,1,0,1,3,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,26.85,27.288889,23.377778,31.0,0.8128,22.266667,74.109528
AW,2020-11-27,ChIJ23da4s84hY4RL4yBiT6KavE,Q21203,country/ABW,AW,Aruba,AW,ABW,0,0,0,,4791,45,,,,,,,,106766,50642,56124,60019,46295,593.144,11757,14010,14980,11244,14271,17205,13754,6958,2587,3056424581,29007,1231749,12.511063,-69.974224,31,180,9,172,76.152,11.6,110.63,68.514,7,6,66,-49,-7,0,1,0,1,3,0,0,0,1,1,2,0,0,2,1,1,0,0,2,0,26.85,26.611111,23.2,30.533333,6.0325,22.766667,79.573209
