location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
MT,2020-05-15,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,7,0,,553,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-50,-10,4,-34,-47,22,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,24.030864,18.993827,28.808642,0.0,,15.462963,61.529236
MT,2020-05-16,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,5,0,,558,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-54,-12,1,-31,-30,13,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,24.462963,19.839506,29.993827,0.0,,14.506173,58.089566
MT,2020-05-17,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,11,0,,569,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-61,-22,-1,-35,-30,12,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,24.679012,19.296296,30.493827,0.0,,13.469136,52.778419
MT,2020-05-18,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,15,0,,584,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-44,-15,-17,-35,-44,20,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,21.685185,18.660494,25.623457,0.0,,15.808642,71.213949
MT,2020-05-19,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,15,0,,599,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-41,-15,-21,-35,-43,20,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,20.691358,17.864198,24.506173,0.028222,,15.864198,74.157055
MT,2020-05-20,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,600,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-41,-14,-5,-32,-43,20,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,19.549383,17.12963,22.783951,0.112889,,15.679012,78.883171
MT,2020-05-21,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,9,0,,609,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-41,-12,-8,-33,-42,20,3,2,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,87.04,19.62963,16.246914,23.734568,2.50825,,15.512346,77.271067
MT,2020-05-22,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,610,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-39,-7,13,-30,-42,20,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.222222,15.17284,24.32716,0.0,,14.17284,68.560436
MT,2020-05-23,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,611,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-43,-9,15,-26,-22,11,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.432099,14.993827,25.018519,0.0,,14.024691,67.115092
MT,2020-05-24,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,611,6,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-49,-21,14,-29,-20,9,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.944444,15.308642,26.074074,0.028222,,12.87037,60.939714
MT,2020-05-25,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,1,,612,7,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-32,-12,15,-30,-41,17,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.592593,15.339506,24.82716,0.0,,14.802469,69.892623
MT,2020-05-26,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,4,0,,616,7,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-30,-13,0,-30,-38,17,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.117284,15.567901,24.209877,0.028222,,13.623457,66.63623
MT,2020-05-27,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,1,,616,8,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-40,-19,-18,-35,-40,19,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,18.308642,14.611111,22.469136,0.254,,13.191358,72.211127
MT,2020-05-28,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,2,1,,618,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-29,-7,13,-27,-38,17,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,19.305556,13.840278,23.597222,6.7945,,12.479167,64.935292
MT,2020-05-29,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,618,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-31,-4,19,-26,-39,18,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,19.645833,14.638889,23.583333,0.0,,12.527778,63.605999
MT,2020-05-30,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,619,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-41,-7,-22,-30,-14,11,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,19.590278,14.798611,23.055556,1.4605,,15.402778,77.00632
MT,2020-05-31,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,620,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-41,-18,18,-25,-8,7,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.0,15.520833,23.916667,0.1905,,15.944444,77.718196
MT,2020-06-01,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,2,0,,622,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-27,-9,14,-27,-37,16,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.083333,15.444444,23.520833,0.0,,14.944444,72.513964
MT,2020-06-02,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,622,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-25,-11,2,-27,-35,15,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,20.319444,15.479167,23.805556,0.0,,15.104167,72.120847
MT,2020-06-03,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,3,0,,625,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-25,-10,25,-24,-35,15,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,21.083333,16.493056,24.541667,0.0,,15.145833,69.182717
MT,2020-06-04,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,2,0,,627,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-25,-8,13,-27,-35,16,3,1,2,4,1,2,2,4,2,1,,,2,3,2,,0,2,0,83.33,21.4375,15.777778,25.513889,0.0,,16.729167,74.941792
MT,2020-06-05,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,2,0,,629,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-27,-4,-3,-27,-34,16,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,21.319444,18.076389,23.965278,1.778,,17.173611,77.63949
MT,2020-06-06,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,630,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-28,-4,0,-23,-9,8,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,21.402778,17.097222,25.361111,0.0,,15.263889,68.398915
MT,2020-06-07,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,2,0,,632,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-34,-19,17,-24,-6,5,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,21.715278,16.215278,26.930556,0.0,,15.645833,68.944808
MT,2020-06-08,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,3,0,,635,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-23,-9,17,-25,-32,13,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,22.159722,18.583333,26.618056,0.0,,17.083333,73.658009
MT,2020-06-09,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,5,0,,640,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-20,-12,5,-25,-30,13,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,22.118056,17.986111,25.791667,0.0,,17.194444,74.125477
MT,2020-06-10,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,5,0,,645,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-20,-8,23,-22,-30,12,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,21.541667,17.006944,25.652778,0.0,,14.291667,63.794385
MT,2020-06-11,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,646,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-19,-7,22,-24,-31,12,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,21.444444,15.881944,25.618056,0.0,,13.243056,60.197956
MT,2020-06-12,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,3,0,,649,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-20,-2,33,-23,-31,12,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,22.465278,16.722222,26.548611,0.0,,14.034722,59.964123
MT,2020-06-13,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,650,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-25,-4,29,-20,-6,4,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.666667,18.111111,28.569444,0.0,,14.506944,57.559173
MT,2020-06-14,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,6,0,,656,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-31,-18,21,-26,-1,3,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.930556,18.833333,28.069444,0.0,,16.111111,62.594841
MT,2020-06-15,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,6,0,,662,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-19,-8,10,-25,-30,12,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.444444,19.472222,27.902778,0.0,,15.9375,63.060331
MT,2020-06-16,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,663,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-14,-7,-1,-24,-28,12,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,22.673611,18.381944,26.479167,0.0,,15.597222,64.861928
MT,2020-06-17,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,663,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-14,-6,28,-20,-28,11,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,22.901235,17.62963,28.166667,0.0,,14.425926,59.262712
MT,2020-06-18,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,664,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-14,-7,28,-23,-29,11,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.116667,18.238889,27.261111,0.0,,16.938889,69.216668
MT,2020-06-19,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,1,0,,665,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-14,-1,31,-21,-30,10,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,24.472222,19.488889,29.322222,0.0,,16.544444,63.895485
MT,2020-06-20,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,665,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-17,-1,26,-19,-4,3,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,24.672222,20.405556,28.95,0.0,,14.938889,56.371068
MT,2020-06-21,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,665,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-24,-15,5,-24,4,3,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.320988,18.067901,27.802469,0.0,,14.876543,59.656725
MT,2020-06-22,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,665,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-15,-7,23,-24,-30,10,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.05,18.594444,27.138889,0.0,,16.261111,65.93439
MT,2020-06-23,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,3,0,,668,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-11,-8,18,-21,-28,10,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.344444,18.655556,27.772222,0.0,,16.933333,67.545054
MT,2020-06-24,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,2,0,,670,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-11,-8,35,-19,-27,9,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,23.872222,19.344444,28.116667,0.0,,18.238889,71.043334
MT,2020-06-25,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,670,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-10,-5,32,-20,-27,9,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,24.05,19.911111,27.9,0.0,,18.7,72.654444
MT,2020-06-26,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,670,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-10,1,44,-16,-30,8,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,24.655556,19.766667,28.85,0.0,,17.311111,64.489188
MT,2020-06-27,ChIJxUeGHShFDhMROUK-NmHYgvU,Q233,country/MLT,MT,Malta,MT,MLT,0,0,0,,670,9,,,,,,,,493559,251836,241723,26751,475902,1548.3,0.839,46307,43517,75568,81203,65167,58962,59304,42685,20846,14606972200,30090,0.701,365307,35.883333,14.5,320,30,293,82.5,25.5,8.3,6.1,63.699,35.056,20.2,10.8,9.4833,2.8598,2585.563965,898.581482,-16,-2,40,-16,-7,1,3,0,1,1,1,0,0,4,2,1,,,2,3,2,,0,2,0,47.22,24.677778,19.955556,29.383333,0.0,,18.505556,69.708501
