location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index
SS,2020-07-19,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2211,47,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-20,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,10,0,,2221,47,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-21,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,18,0,,2239,47,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-22,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,19,0,,2258,47,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-23,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,4,0,,2262,47,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-24,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,24,0,,2286,47,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-25,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,19,1,,2305,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-26,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,8,0,,2313,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-27,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,9,0,,2322,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-28,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2322,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-29,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,59,0,,2381,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-30,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,37,0,,2418,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-07-31,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,11,0,,2429,48,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-08-01,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,8,1,,2437,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-08-02,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2437,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-08-03,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,13,0,,2450,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-08-04,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2450,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-08-05,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,13,0,,2463,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,1,1,4,1,0,0,0,2,1,2,0,0,3,0,80.56
SS,2020-08-06,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,7,0,,2470,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-07,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2471,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-08,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2472,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-09,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2472,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-10,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,6,0,,2478,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-11,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2478,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-12,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,3,0,,2481,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-13,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,7,0,,2488,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-14,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2489,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-15,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2490,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-16,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2490,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-17,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,4,0,,2494,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-18,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2494,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,2,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,81.48
SS,2020-08-19,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,3,0,,2497,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-20,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,2,0,,2499,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-21,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,5,0,,2504,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-22,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,3,0,,2507,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-23,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,3,0,,2510,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-24,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,4,0,,2514,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-25,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2515,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-26,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,4,0,,2519,49,19433,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-27,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,5,0,,2524,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-28,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2525,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-29,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,2,0,,2527,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-30,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,4,0,,2531,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-08-31,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2532,49,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,3,1,0,0,0,2,1,2,0,0,3,0,77.78
SS,2020-09-01,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,1,0,,2533,49,20794,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-02,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,3,0,219,2536,49,21013,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-03,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,8,1,434,2544,50,21447,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-04,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2544,50,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-05,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,2,0,,2546,50,21952,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-06,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,6,0,150,2552,50,22102,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-07,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,3,0,116,2555,50,22218,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-08,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,0,0,,2555,50,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
SS,2020-09-09,ChIJGTE-PbUwGRcRl7y2fmND8Ns,Q958,country/SSD,SS,South Sudan,SS,SSD,0,21,0,,2576,50,,,,,,,,11193729,5603014,5590715,8860863,2201250,385765,18.322,0.388,3245682,2581901,1962952,1334153,896837,595525,344937,182626,49116,11997800760,1119,0.302,1656678,7.0,30.0,619745,57.604,10.2,63.7,350.689,300.898,165.1,19.8,22.888573,4.392962,3,1,2,3,2,2,1,2,1,0,0,0,2,1,1,0,0,3,0,75.0
