location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
CY,2020-01-01,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.048611,8.159722,16.0,3.175,,8.347222,78.263415
CY,2020-01-02,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.791667,8.354167,14.75,5.68325,,8.416667,80.009618
CY,2020-01-03,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.138889,8.659722,13.625,8.98525,10.16,8.361111,83.249105
CY,2020-01-04,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.104167,6.618056,15.666667,5.969,,7.208333,72.33128
CY,2020-01-05,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.277778,8.930556,16.951389,1.3335,,7.715278,69.428081
CY,2020-01-06,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.347222,9.645833,16.555556,5.08,10.16,9.541667,73.046081
CY,2020-01-07,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.597222,8.965278,13.784722,17.4625,20.32,7.909722,78.423039
CY,2020-01-08,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.569444,7.881944,13.694444,14.31925,10.16,7.777778,83.2196
CY,2020-01-09,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.333333,8.534722,15.451389,19.84375,,5.756944,64.52931
CY,2020-01-10,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.736111,6.284722,15.819444,0.4445,,3.444444,57.142349
CY,2020-01-11,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.069444,5.131944,16.173611,0.0,,4.798611,65.778506
CY,2020-01-12,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.479167,7.763889,16.520833,0.0,,7.256944,70.845882
CY,2020-01-13,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.979167,9.111111,17.902778,0.0,,8.055556,67.93826
CY,2020-01-14,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.958333,8.3125,17.020833,0.22225,,8.652778,75.4392
CY,2020-01-15,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.013889,7.972222,16.548611,0.0,,8.243056,73.069505
CY,2020-01-16,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.020833,9.090278,15.770833,2.612571,,6.944444,66.958968
CY,2020-01-17,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.715278,9.965278,13.472222,11.1125,10.16,8.159722,79.089305
CY,2020-01-18,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.590278,7.680556,14.229167,2.9845,,6.236111,70.529001
CY,2020-01-19,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.951389,8.652778,13.777778,2.25425,10.16,6.881944,76.268998
CY,2020-01-20,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.097222,6.777778,12.902778,2.06375,,4.027778,66.445438
CY,2020-01-21,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.055556,7.5625,13.923611,0.635,,-0.520833,45.051202
CY,2020-01-22,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.368056,4.541667,14.375,0.0,,0.090278,49.514964
CY,2020-01-23,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.833333,5.173611,17.25,0.0,,5.138889,59.978643
CY,2020-01-24,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.506944,6.131944,12.013889,0.85725,,-3.027778,41.385251
CY,2020-01-25,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.465278,2.729167,15.006944,0.0,,-0.027778,52.168159
CY,2020-01-26,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.430556,5.340278,16.1875,0.0,,5.034722,65.305537
CY,2020-01-27,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.104167,8.1875,17.229167,0.0,,8.284722,72.765813
CY,2020-01-28,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.479167,9.0,16.923611,0.47625,,8.833333,78.617073
CY,2020-01-29,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.236111,7.75,17.5,3.2385,,8.548611,73.49495
CY,2020-01-30,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.020833,7.444444,18.145833,0.3175,,8.659722,70.740503
CY,2020-01-31,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.444444,8.743056,14.680556,3.1115,,1.229167,46.458299
CY,2020-02-01,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.784722,7.118056,16.75,0.03175,,4.951389,59.268051
CY,2020-02-02,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.166667,6.25,17.194444,0.0,,4.3125,59.199255
CY,2020-02-03,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.666667,7.131944,17.881944,0.0,,5.805556,63.600097
CY,2020-02-04,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.479167,8.152778,18.104167,0.0635,,9.5625,72.65397
CY,2020-02-05,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.138889,12.347222,18.625,0.15875,,10.868056,71.360868
CY,2020-02-06,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.736111,11.430556,19.916667,1.55575,,10.256944,70.070371
CY,2020-02-07,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.611111,7.506944,15.381944,4.54025,,5.666667,67.122414
CY,2020-02-08,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.340278,5.347222,12.486111,8.763,,-0.090278,51.923077
CY,2020-02-09,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.083333,3.138889,8.194444,0.03175,,-4.708333,46.10815
CY,2020-02-10,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.222222,1.597222,11.368056,0.0,,-1.458333,54.459756
CY,2020-02-11,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.131944,1.944444,10.979167,0.217714,,3.763889,74.370933
CY,2020-02-12,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.534722,9.243056,13.388889,1.0795,,9.576389,87.868802
CY,2020-02-13,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.875,9.861111,15.736111,0.889,,10.5625,85.950311
CY,2020-02-14,ChIJVU1JymcX3hQRbhTEf4A8TDI,Q229,country/CYP,CY,Cyprus,CY,CYP,0,0,0,,0,0,,,,,,,,875899,427831,448068,397867,800708,94.4,0.85,95734,94326,137873,139859,110212,108417,93559,63906,32013,24942615800,28674,0.751,307787,35.0,33.0,9250,6949,2280,82.9,36.4,9.0,1.9,64.711,32.883,20.1,11.3,5.2512,1.9509,1731.694458,772.890503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.631944,8.555556,13.930556,0.0635,,6.486111,70.986426
