location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,diabetes_prevalence,adult_male_mortality_rate,adult_female_mortality_rate,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
CW,2020-05-20,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,16,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.730159,23.198413,32.619048,0.0,20.246032,64.887033
CW,2020-05-21,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,16,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.293651,24.460317,32.97619,0.0,21.365079,67.385828
CW,2020-05-22,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,16,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.0,24.634921,32.603175,0.0,22.063492,70.953679
CW,2020-05-23,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,17,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.269841,25.055556,32.769841,0.0,21.18254,66.561577
CW,2020-05-24,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,17,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.569444,25.1875,32.763889,0.0,20.958333,64.861024
CW,2020-05-25,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,18,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.368056,24.902778,32.423611,0.0,21.361111,66.83014
CW,2020-05-26,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,18,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.416667,24.319444,33.152778,0.0,21.840278,68.233656
CW,2020-05-27,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,2,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.680556,23.6875,30.493056,0.0,22.131944,76.565406
CW,2020-05-28,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.791667,23.923611,31.388889,0.0,22.131944,76.172639
CW,2020-05-29,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.131944,23.826389,31.861111,0.0,21.881944,73.315064
CW,2020-05-30,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.597222,24.576389,31.875,0.0,21.674603,70.899861
CW,2020-05-31,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.791667,23.722222,30.6875,0.0,22.395833,77.062442
CW,2020-06-01,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.579365,23.388889,30.603175,0.0,22.287037,76.061096
CW,2020-06-02,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,20,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.944444,23.0,31.388889,0.0,20.953704,70.030786
CW,2020-06-03,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,21,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.015873,22.857143,32.333333,0.0,21.037037,70.132168
CW,2020-06-04,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,21,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.706349,24.079365,32.571429,0.0,21.111111,68.206859
CW,2020-06-05,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,21,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.284722,24.576389,32.25,0.0,21.479167,67.250328
CW,2020-06-06,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,21,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.972222,24.020833,32.729167,0.0,21.958333,70.323339
CW,2020-06-07,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,21,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.993056,23.840278,30.6875,0.0,23.006944,79.11363
CW,2020-06-08,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,21,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.388889,23.972222,32.423611,0.0,22.309524,73.223225
CW,2020-06-09,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.381944,23.4375,32.0625,0.0,22.349206,74.20591
CW,2020-06-10,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.652778,23.090278,31.125,0.0,22.174603,76.067538
CW,2020-06-11,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.694444,23.125,30.652778,0.072571,22.325397,76.253815
CW,2020-06-12,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.375,23.048611,32.284722,0.0,21.31746,69.178629
CW,2020-06-13,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.493056,23.486111,32.375,0.0,21.81746,71.207893
CW,2020-06-14,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.652778,23.6875,32.576389,0.0,21.928571,71.162703
CW,2020-06-15,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,22,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.904762,23.944444,30.753968,0.0,22.5,76.715704
CW,2020-06-16,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.659722,22.958333,30.923611,0.108857,22.34127,76.61193
CW,2020-06-17,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.138889,22.326389,30.868056,0.108857,21.412698,75.771767
CW,2020-06-18,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.706349,23.515873,30.714286,0.0508,22.527778,77.175719
CW,2020-06-19,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.81746,23.428571,31.555556,0.036286,22.324074,76.102901
CW,2020-06-20,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.865079,23.071429,31.444444,1.088571,22.657407,76.926267
CW,2020-06-21,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.381944,24.840278,30.576389,0.15875,22.738095,76.194271
CW,2020-06-22,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,24,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.909722,24.861111,30.9375,0.0,22.666667,73.957035
CW,2020-06-23,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,24,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.819444,24.506944,31.986111,0.0,22.31746,72.343795
CW,2020-06-24,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,24,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.715278,23.798611,31.8125,0.0,21.674603,69.555424
CW,2020-06-25,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,-1,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.150794,24.5,31.388889,0.0,22.185185,73.438198
CW,2020-06-26,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,29.185185,26.12037,31.87037,0.1016,22.712963,68.805485
CW,2020-06-27,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,23,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.7,25.144444,30.622222,0.338667,23.388889,77.623474
CW,2020-06-28,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,24,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.088889,24.722222,31.477778,6.5405,23.288889,75.666703
CW,2020-06-29,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,28.111111,25.277778,31.755556,0.3556,23.211111,75.066971
CW,2020-06-30,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.833333,25.144444,31.8,0.0,22.766667,74.177026
CW,2020-07-01,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.968254,23.539683,30.865079,0.036286,22.055556,74.767988
CW,2020-07-02,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.5,24.02381,32.198413,0.0,22.527778,74.32422
CW,2020-07-03,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.412698,23.968254,31.730159,0.0,22.87037,76.672948
CW,2020-07-04,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.230159,23.269841,32.0,0.0,22.0,73.556933
CW,2020-07-05,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.666667,23.84127,32.15873,0.0,21.972222,71.514721
CW,2020-07-06,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.206349,23.277778,32.142857,0.084667,21.740741,72.344827
CW,2020-07-07,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,25.84127,23.111111,29.857143,0.169333,22.842593,82.213059
CW,2020-07-08,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.236111,23.034722,31.861111,2.612571,21.833333,72.343969
CW,2020-07-09,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.354167,23.125,32.215278,0.0,21.603175,70.977305
CW,2020-07-10,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.145833,23.277778,31.854167,0.0,21.793651,72.83141
CW,2020-07-11,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,25,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.534722,23.847222,31.715278,0.0,22.261905,73.195675
CW,2020-07-12,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,26,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.763889,22.944444,31.013889,1.27,22.333333,77.056633
CW,2020-07-13,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,26,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.097222,22.923611,31.576389,1.27,22.769841,77.154653
CW,2020-07-14,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,26,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.1875,23.75,31.888889,0.072571,22.555556,75.6918
CW,2020-07-15,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,26,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.166667,23.347222,32.104167,0.15875,22.253968,73.726677
CW,2020-07-16,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,2,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.652778,23.25,31.0,0.0,21.833333,73.875892
CW,2020-07-17,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.923611,23.423611,31.590278,0.0,21.777778,72.415822
CW,2020-07-18,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.770833,23.576389,31.013889,0.0,22.111111,75.355829
CW,2020-07-19,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.857143,23.373016,30.84127,0.0,22.731481,76.440254
CW,2020-07-20,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.715278,23.805556,30.5625,0.0,22.5,76.114141
CW,2020-07-21,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,26.444444,23.965278,31.0625,0.145143,22.420635,77.392439
CW,2020-07-22,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,0,0,,28,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.375,23.416667,32.361111,0.1905,21.698413,70.426306
CW,2020-07-23,ChIJx_3HYr6dhI4RI0fG2yiSf_w,Q25279,country/CUW,CW,Curaçao,CW,CUW,0,1,0,,29,1,,,,,,,,164100,75469,88631,17175,140363,369.595,0.89,19331,21574,19538,18723,20281,24426,20705,13005,6517,3127908044,19573,2867318,12.166667,-68.966667,39,444,78.017073,11.6,130.145,63.365,27.090278,23.75,31.395833,0.0,21.784722,72.927331
