location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
LS,2020-05-10,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,10.626984,1.484127,23.404762,0.072571,2.222222,56.302099
LS,2020-05-11,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,10.833333,1.642857,23.412698,0.0,1.97619,54.788691
LS,2020-05-12,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,11.087302,1.563492,22.904762,0.0,2.626984,56.188347
LS,2020-05-13,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,10.468254,3.02381,22.039683,0.036286,2.650794,58.769998
LS,2020-05-14,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.690476,0.253968,19.253968,0.072571,1.642857,66.869998
LS,2020-05-15,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.563492,0.706349,20.373016,0.036286,-0.857143,48.759113
LS,2020-05-16,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.547619,-0.936508,20.428571,0.036286,-0.912698,56.773437
LS,2020-05-17,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,8.428571,-1.15873,21.47619,0.072571,-1.587302,50.420672
LS,2020-05-18,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.444444,0.436508,22.285714,0.0,-1.992063,45.145309
LS,2020-05-19,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,10.069444,2.118056,21.736111,0.0,0.930556,53.887322
LS,2020-05-20,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,1,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,11.015873,2.301587,22.484127,0.0,1.02381,50.643949
LS,2020-05-21,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,1,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.520833,1.706349,22.404762,0.0,-1.277778,54.263453
LS,2020-05-22,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,10.75,3.465278,21.645833,0.0,1.229167,51.97327
LS,2020-05-23,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.75,1.805556,21.229167,0.0,0.604167,53.271309
LS,2020-05-24,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.75,1.229167,20.270833,0.0,0.076389,51.258935
LS,2020-05-25,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,12.861111,5.381944,20.381944,0.0,-0.701389,39.503254
LS,2020-05-26,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.229167,-0.111111,19.930556,0.0,-4.486111,45.11502
LS,2020-05-27,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,2.738095,-3.396825,11.595238,0.0,-6.690476,50.190325
LS,2020-05-28,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,5.680556,-3.354167,16.993056,0.0,-5.493056,45.235352
LS,2020-05-29,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,8.604167,0.777778,19.104167,0.0,-1.048611,51.370705
LS,2020-05-30,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,2,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,8.409722,0.3125,20.486111,0.0,0.819444,59.27221
LS,2020-05-31,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,2,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.006944,0.201389,22.006944,0.0,-1.298611,50.022483
LS,2020-06-01,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.777778,0.326389,23.5625,0.0,-3.027778,42.501397
LS,2020-06-02,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.645833,0.395833,24.52381,0.0,-3.097222,42.192234
LS,2020-06-03,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,9.243056,0.4375,23.340278,0.0,-3.541667,41.813079
LS,2020-06-04,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.722222,0.145833,21.256944,0.0635,-1.194444,54.779086
LS,2020-06-05,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,8.604167,-0.118056,21.256944,0.03175,-0.902778,52.447769
LS,2020-06-06,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.595238,-0.944444,20.404762,0.0,-1.746032,52.410277
LS,2020-06-07,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,6.833333,-1.246032,19.833333,0.0,-2.103175,53.818634
LS,2020-06-08,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,6.785714,-1.349206,19.873016,0.036286,-2.944444,50.436745
LS,2020-06-09,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.930556,-0.777778,19.027778,0.0,-2.833333,47.098363
LS,2020-06-10,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,11.930556,3.347222,20.354167,0.0,-1.083333,40.835867
LS,2020-06-11,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,7.868056,2.611111,19.666667,0.0635,-4.131944,44.318554
LS,2020-06-12,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,2.458333,-3.270833,12.590278,0.0,-7.423611,49.368661
LS,2020-06-13,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,1.152778,-6.611111,13.777778,0.0,-9.819444,44.450613
LS,2020-06-14,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,2.0625,-6.5,14.277778,0.0,-11.243056,37.95368
LS,2020-06-15,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,2.708333,-5.909722,15.3125,0.0,-9.659722,39.992138
LS,2020-06-16,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,3.857143,-3.198413,14.333333,0.0,-4.84127,53.636887
LS,2020-06-17,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,4.243056,-1.881944,13.506944,0.1905,-1.208333,68.313941
LS,2020-06-18,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,5.159722,0.0,13.604167,0.5715,0.75,73.754011
LS,2020-06-19,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,4,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,5.729167,-2.277778,16.75,0.0635,-0.131944,66.110638
LS,2020-06-20,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,8,0,,12,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,2,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,62.04,6.680556,-1.833333,18.444444,0.0,-1.479167,56.532467
LS,2020-06-21,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,0,0,,12,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,0,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,54.63,7.743056,-0.513889,18.291667,0.03175,-3.791667,44.556486
LS,2020-06-22,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,5,0,,17,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,0,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,54.63,5.840278,-2.326389,17.611111,0.0,-3.368056,51.960794
LS,2020-06-23,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,2,0,,19,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,0,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,54.63,5.784722,-2.444444,18.236111,0.0,-4.944444,47.133763
LS,2020-06-24,ChIJ64xf1idIjB4Rsx7ReLhXLSM,Q1013,country/LSO,LS,Lesotho,LS,LSO,0,1,0,,20,19,,,,,,,,2142252,1056950,1085302,1517760,607508,70.562,0.52,478748,428821,395192,327281,210251,140771,96813,48309,16066,2460072443,1157,0.371,2093234,-29.55,28.25,30360,53.705,26.7,4.5,65.7,545.675,419.363,177.6,26.6,3.2567,104.552795,17.400345,0,1,1,3,1,1,1,4,0,2,0,0,2,1,1,0,0,1,0,54.63,6.298611,-2.9375,21.0625,0.03175,-6.9375,40.167401
