location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
GT,2020-01-12,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.333333,16.142857,26.285714,0.0,15.404762,69.632731
GT,2020-01-13,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.674603,15.857143,26.428571,0.0,14.904762,70.257497
GT,2020-01-14,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.587302,17.142857,25.857143,0.0,15.460317,69.062328
GT,2020-01-15,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.714286,15.857143,25.285714,0.0,14.603175,69.124388
GT,2020-01-16,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.47619,13.285714,24.142857,0.0,14.087302,72.145233
GT,2020-01-17,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.769841,17.285714,25.0,0.0,15.587302,73.06197
GT,2020-01-18,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.18254,16.142857,26.142857,0.0,15.777778,72.18494
GT,2020-01-19,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.373016,16.142857,24.428571,0.0,15.515873,74.318973
GT,2020-01-20,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.960317,16.428571,23.285714,0.0,14.84127,73.952407
GT,2020-01-21,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,17.896825,13.857143,21.285714,0.0,13.031746,74.463593
GT,2020-01-22,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,17.960317,12.571429,24.428571,0.0,12.039683,69.078826
GT,2020-01-23,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,19.690476,10.0,28.0,0.0,12.349206,63.540636
GT,2020-01-24,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.15873,12.285714,27.0,0.0,13.007937,64.503599
GT,2020-01-25,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.325397,14.0,25.714286,0.0,13.809524,66.761729
GT,2020-01-26,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.952381,12.857143,28.0,0.0,13.468254,63.525232
GT,2020-01-27,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,21.396825,14.428571,27.714286,0.0,14.777778,67.002027
GT,2020-01-28,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,22.277778,14.428571,29.0,0.0,15.396825,66.040946
GT,2020-01-29,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,22.428571,15.285714,29.285714,0.0,15.087302,64.07259
GT,2020-01-30,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,22.261905,16.428571,28.285714,0.0,16.222222,69.55213
GT,2020-01-31,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,22.595238,14.857143,30.142857,0.0,15.809524,66.439706
GT,2020-02-01,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,21.761905,17.571429,26.857143,0.0,16.468254,73.384238
GT,2020-02-02,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,19.571429,16.142857,24.285714,0.0,14.269841,72.394459
GT,2020-02-03,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,19.68254,13.0,27.0,0.0,13.230159,67.027241
GT,2020-02-04,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,21.357143,14.714286,29.0,0.0,14.920635,67.325743
GT,2020-02-05,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,23.071429,14.428571,30.428571,0.0,15.206349,62.202995
GT,2020-02-06,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,23.325397,13.571429,31.0,0.0,13.928571,57.103493
GT,2020-02-07,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,22.563492,14.857143,29.142857,0.0,15.333333,64.554542
GT,2020-02-08,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,22.571429,16.0,28.714286,0.0,15.571429,65.447908
GT,2020-02-09,ChIJa1DnNlATiIURu9WEWzcrmDU,Q774,country/GTM,GT,Guatemala,GT,GTM,0,0,0,,0,0,,,,,,,,17915567,8827109,9088458,8063081,8540945,2891230,2891230,167.185,0.627,4047467,3871605,3413159,2532064,1701993,1053817,718852,382507,194103,76710385879,4619,0.46,1521463,15.5,-90.25,108890,103568,4132,74.063,10.0,22.1,201.48,111.16,73.8,14.9,0.0737,0.3549,259.935028,140.713516,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,11.11,20.960317,13.428571,26.142857,0.0,13.436508,63.088712
