location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,facial_coverings,vaccination_policy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
KM,2020-06-14,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,106,2,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,27.222222,24.638889,29.5,0.0,19.5,62.765902
KM,2020-06-15,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,21,1,127,3,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.361111,23.5,30.638889,0.0,18.777778,63.122561
KM,2020-06-16,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,127,3,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.361111,23.138889,29.638889,2.54,20.527778,70.360824
KM,2020-06-17,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,13,2,140,5,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.361111,24.194444,28.861111,0.762,20.333333,69.71507
KM,2020-06-18,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,140,5,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.694444,23.638889,29.138889,0.0,18.638889,61.349592
KM,2020-06-19,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,37,0,177,5,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.777778,22.916667,29.194444,0.0,20.166667,67.121915
KM,2020-06-20,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,177,5,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,24.694444,22.444444,27.194444,2.413,21.138889,80.64832
KM,2020-06-21,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,177,5,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.194444,23.111111,29.0,3.937,21.888889,77.378471
KM,2020-06-22,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,18,2,195,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.722222,24.833333,30.25,4.445,22.0,75.442257
KM,2020-06-23,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,195,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,27.222222,23.5,29.666667,0.0,21.833333,72.435783
KM,2020-06-24,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,7,0,202,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.75,22.111111,29.638889,0.0,21.222222,71.759272
KM,2020-06-25,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,202,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.694444,23.861111,29.305556,0.0,21.333333,72.606381
KM,2020-06-26,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,21,0,223,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.277778,22.138889,29.5,0.0,21.111111,73.268844
KM,2020-06-27,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,223,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.694444,21.25,30.0,0.0,21.111111,71.562708
KM,2020-06-28,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,223,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.527778,21.638889,29.861111,0.0,21.25,72.880379
KM,2020-06-29,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,10,0,233,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.527778,22.444444,29.638889,0.0,21.5,74.046377
KM,2020-06-30,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,233,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.916667,22.861111,30.0,0.0,21.305556,71.411905
KM,2020-07-01,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,6,0,239,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.888889,22.833333,29.5,0.0,20.138889,66.642437
KM,2020-07-02,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,239,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.166667,21.5,29.111111,0.0,19.75,67.807962
KM,2020-07-03,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,2,0,241,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.0,21.305556,28.75,3.556,20.027778,73.983665
KM,2020-07-04,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,241,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.25,21.805556,29.416667,0.0,20.416667,70.313638
KM,2020-07-05,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,241,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.638889,22.583333,29.444444,0.0,20.805556,70.388169
KM,2020-07-06,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,2,0,243,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.416667,22.638889,29.055556,0.0,20.75,71.109326
KM,2020-07-07,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,243,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.416667,23.194444,29.555556,0.127,21.833333,75.998524
KM,2020-07-08,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,1,0,244,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.861111,23.75,29.638889,0.0,22.277778,76.020087
KM,2020-07-09,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,244,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.472222,23.555556,29.75,2.032,21.166667,72.675766
KM,2020-07-10,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,3,0,247,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.75,21.888889,29.861111,0.0,20.194444,71.438821
KM,2020-07-11,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,247,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.472222,20.75,29.0,0.0,20.333333,73.266863
KM,2020-07-12,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,247,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.722222,21.0,29.638889,0.0,20.611111,73.461209
KM,2020-07-13,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,4,0,251,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.972222,22.25,30.25,0.0,20.444444,71.629439
KM,2020-07-14,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,251,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.638889,20.5,29.944444,0.0,19.805556,70.277288
KM,2020-07-15,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,7,0,258,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.027778,20.305556,30.694444,0.127,19.277778,66.777365
KM,2020-07-16,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,258,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.25,23.25,27.638889,0.508,19.888889,72.281518
KM,2020-07-17,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,6,0,264,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.472222,23.0,28.305556,0.762,19.166667,68.165958
KM,2020-07-18,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,264,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,24.777778,22.555556,27.055556,0.0,18.916667,70.100123
KM,2020-07-19,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,264,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.222222,21.444444,28.111111,0.0,17.861111,63.729601
KM,2020-07-20,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,3,0,267,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.75,23.25,28.75,0.0,18.361111,63.795203
KM,2020-07-21,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,267,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.805556,22.333333,29.361111,0.0,18.666667,64.772632
KM,2020-07-22,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,3,0,270,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.222222,22.305556,28.388889,0.0,17.472222,62.188744
KM,2020-07-23,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,270,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,24.638889,21.888889,26.861111,0.0,17.305556,63.734002
KM,2020-07-24,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,14,0,284,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.388889,22.638889,28.694444,0.0,17.972222,63.543407
KM,2020-07-25,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,284,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.555556,22.75,28.305556,0.0,18.388889,64.60483
KM,2020-07-26,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,284,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.722222,23.388889,28.194444,0.0,18.888889,66.081695
KM,2020-07-27,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,24,0,308,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,23.888889,20.888889,27.111111,3.937,19.138889,75.065748
KM,2020-07-28,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,308,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.027778,21.388889,28.194444,8.001,19.555556,71.774291
KM,2020-07-29,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,4,0,312,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.055556,23.305556,27.5,0.0,21.694444,81.662222
KM,2020-07-30,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,312,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.75,23.0,28.944444,0.254,21.916667,79.428893
KM,2020-07-31,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,4,0,316,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.722222,22.5,28.305556,0.0,19.777778,69.770302
KM,2020-08-01,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,316,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.555556,21.75,29.0,0.0,20.472222,73.537493
KM,2020-08-02,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,316,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.694444,21.694444,28.416667,0.0,19.694444,69.502907
KM,2020-08-03,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,2,0,318,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.055556,22.861111,28.611111,0.0,19.055556,65.432566
KM,2020-08-04,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,318,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,26.074074,23.462963,28.333333,0.0,18.666667,64.04852
KM,2020-08-05,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,8,0,326,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.611111,21.194444,29.0,0.0,19.111111,67.395009
KM,2020-08-06,ChIJjaQIZAPjmBgR29Tf5L5_Cvc,Q970,country/COM,KM,Comoros,KM,COM,0,0,0,326,7,,,,,,,,869595,438653,430942,602734,248152,467.273,0.503,237638,191268,150845,117377,77036,50892,29656,11659,3224,1185728676,1393,0.409,535790,-12.23333,44.44553,1861,1478,196,64.118,14.0,12.3,51.3,245.527,194.435,172.4,22.9,0.6285,0.2715,58.760929,43.863342,2,0,25.111111,19.694444,29.194444,0.0,18.888889,68.545471
