location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MW,2020-09-01,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,0,167,5579,175,45789,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,3,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,59.26,20.277778,14.611111,25.0,0.0,10.277778,52.614087
MW,2020-09-02,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,14,0,247,5593,175,46036,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,3,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,59.26,18.333333,11.5,26.222222,0.0,10.666667,60.942144
MW,2020-09-03,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,15,0,375,5608,175,46411,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,3,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,59.26,17.277778,14.0,22.0,0.0,10.944444,66.343441
MW,2020-09-04,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,0,73,5611,175,46484,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,3,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,59.26,17.555556,7.777778,24.611111,0.0,7.444444,51.503208
MW,2020-09-05,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,0,152,5614,175,46636,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,3,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,59.26,15.055556,11.0,22.5,0.0,8.111111,63.197129
MW,2020-09-06,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,7,1,114,5621,176,46750,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,3,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,59.26,17.0,8.0,22.0,0.0,8.277778,56.456303
MW,2020-09-07,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,9,0,107,5630,176,46857,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,17.888889,7.888889,26.0,0.0,8.666667,54.799666
MW,2020-09-08,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,23,0,494,5653,176,47351,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,17.166667,8.777778,22.0,0.0,8.166667,55.444189
MW,2020-09-09,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,,5655,176,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,16.666667,11.0,22.0,0.0,8.055556,56.799367
MW,2020-09-10,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,14,1,,5669,177,47820,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,19.722222,16.0,25.222222,0.0,7.888889,46.357967
MW,2020-09-11,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,7,0,293,5676,177,48113,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,19.055556,11.111111,24.777778,0.0,9.333333,53.280134
MW,2020-09-12,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,14,0,443,5690,177,48556,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,19.444444,15.0,25.5,0.0,10.777778,57.279433
MW,2020-09-13,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,7,1,,5697,178,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,273000000,0,3,0,55.56,21.055556,11.777778,27.722222,0.0,11.111111,53.012098
MW,2020-09-14,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,4,0,,5701,178,48816,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,21.777778,12.5,27.0,0.0,11.666667,52.61741
MW,2020-09-15,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,0,147,5704,178,48963,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,22.444444,13.5,31.0,0.0,10.0,45.225316
MW,2020-09-16,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,7,1,378,5711,179,49341,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,22.611111,13.777778,29.611111,0.0,11.277778,48.744308
MW,2020-09-17,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,5,0,,5716,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,4,0,1,0,2,2,0,0,0,2,1,2,0,0,3,0,55.56,22.944444,14.0,30.5,0.0,11.333333,47.94523
MW,2020-09-18,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,,5718,179,50051,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,20.611111,12.611111,28.611111,0.0,10.0,50.595043
MW,2020-09-19,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,13,0,532,5731,179,50583,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,20.388889,12.5,29.0,0.0,8.888889,47.603092
MW,2020-09-20,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,37,5733,179,50620,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,,,,,,
MW,2020-09-21,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,6,0,369,5739,179,50989,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.777778,19.0,28.0,0.0,10.722222,43.781325
MW,2020-09-22,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,7,0,,5746,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,21.833333,14.0,27.0,0.0,9.055556,44.05606
MW,2020-09-23,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,1,0,,5747,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,18.166667,15.0,23.0,0.0,12.0,67.265701
MW,2020-09-24,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,17,0,,5764,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,21.055556,12.0,27.0,0.0,9.555556,47.785659
MW,2020-09-25,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,,5766,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,22.444444,19.0,27.0,0.0,10.444444,46.587785
MW,2020-09-26,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,,5768,179,52730,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.222222,16.0,29.0,0.0,10.0,43.143219
MW,2020-09-27,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,,5770,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,25.722222,22.0,27.0,0.0,12.0,42.420399
MW,2020-09-28,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,,5772,179,52852,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,20.166667,16.0,26.0,0.0,12.0,59.38488
MW,2020-09-29,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,1,0,205,5773,179,53057,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.166667,14.0,28.0,0.0,10.888889,45.931056
MW,2020-09-30,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,6,0,,5779,179,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,24.222222,20.0,28.0,0.0,10.944444,43.262191
MW,2020-10-01,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,4,0,,5783,179,54015,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,22.333333,13.111111,29.0,0.0,10.722222,47.779282
MW,2020-10-02,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,231,5783,179,54246,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,24.222222,20.0,31.722222,0.0,10.888889,43.102852
MW,2020-10-03,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,0,105,5786,179,54351,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.888889,14.611111,30.0,0.0,10.944444,44.136801
MW,2020-10-04,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,8,1,121,5794,180,54472,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,26.944444,14.777778,30.0,0.0,11.222222,37.490953
MW,2020-10-05,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,94,5796,180,54566,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,25.333333,20.0,31.388889,0.0,11.722222,42.623752
MW,2020-10-06,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,7,0,161,5803,180,54727,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,22.055556,14.722222,31.277778,0.0,15.666667,67.096034
MW,2020-10-07,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,6,0,761,5809,180,55488,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,20.944444,17.0,26.0,0.0,16.166667,74.148939
MW,2020-10-08,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,4,0,,5813,180,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,21.277778,17.0,27.0,0.0,16.222222,72.904721
MW,2020-10-09,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,8,0,,5821,180,56034,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.111111,15.388889,28.222222,,16.555556,66.602054
MW,2020-10-10,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,101,5821,180,56135,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.944444,15.722222,31.0,7.112,16.833333,64.465983
MW,2020-10-11,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,0,161,5824,180,56296,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.833333,14.888889,30.0,1.016,15.611111,60.035002
MW,2020-10-12,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,3,1,224,5827,181,56520,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,1,0,2,0,0,0,0,2,1,2,0,0,1,0,54.63,23.777778,19.0,28.0,0.0,15.833333,61.098439
MW,2020-10-13,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,2,0,189,5829,181,56709,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,2,2,2,3,0,0,0,2,1,0,0,0,2,2,2,0,0,3,0,50.93,20.277778,14.611111,25.611111,9.906,17.333333,83.19655
