location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MW,2020-01-11,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.833333,16.888889,23.0,,18.222222,85.023643
MW,2020-01-12,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.277778,18.0,27.0,,18.555556,89.84367
MW,2020-01-13,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.111111,18.0,24.0,,18.111111,88.279379
MW,2020-01-14,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.777778,18.0,24.0,,18.722222,93.638895
MW,2020-01-15,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.666667,17.0,20.0,,18.0,95.905996
MW,2020-01-16,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.222222,16.111111,24.0,10.922,18.666667,85.360567
MW,2020-01-17,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.5,20.888889,28.0,0.0,19.166667,81.458652
MW,2020-01-18,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,18.0,23.0,,18.555556,85.933561
MW,2020-01-19,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.0,18.0,20.0,,18.666667,97.939418
MW,2020-01-20,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.222222,22.0,24.0,0.0,19.777778,80.990019
MW,2020-01-21,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,19.0,23.0,0.0,18.833333,87.439207
MW,2020-01-22,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-01-23,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.333333,16.0,22.0,0.0,14.0,71.265731
MW,2020-01-24,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-01-25,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-01-26,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.777778,18.0,24.0,0.0,18.388889,81.084113
MW,2020-01-27,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-01-28,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.0,19.0,22.0,,19.0,93.974509
MW,2020-01-29,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-01-30,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.277778,21.0,23.0,0.0,20.0,86.952571
MW,2020-01-31,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-02-01,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-02-02,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.833333,18.0,25.0,0.0,17.833333,82.970736
MW,2020-02-03,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.5,19.0,31.0,,18.722222,89.548458
MW,2020-02-04,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-02-05,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-02-06,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-02-07,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.222222,17.0,23.0,0.0,18.888889,92.051008
MW,2020-02-08,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
MW,2020-02-09,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.0,17.388889,26.0,0.0,18.5,71.36732
MW,2020-02-10,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.722222,18.0,24.0,0.0,18.5,81.928115
MW,2020-02-11,ChIJ18ATk91b2BgRQ4VmKRcuo0Q,Q1020,country/MWI,MW,Malawi,MW,MWI,0,0,0,,3,1,,,,,,,,19129955,9434037,9695918,15429446,3199301,1074695,1074695,202.906,0.477,5662519,4738053,3377518,2286023,1436741,846148,480248,244242,58463,7666704427,411,0.407,195290,-13.0,34.0,118480,92909,1815,63.798,14.5,4.5,35.3,325.106,212.388,115.0,16.4,0.4386,0.0358,32.259384,3.416394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,,,,,,
