location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
ID,2020-07-18,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1752,59,1434,,84882,4016,43268,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-19,-4,-21,-36,-11,10,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.805556,23.768519,30.694444,8.212667,23.87037,84.216213
ID,2020-07-19,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1639,127,2133,,86521,4143,45401,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-21,-6,-18,-38,0,9,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.990741,23.398148,31.62037,13.5255,23.935185,78.913294
ID,2020-07-20,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1693,96,1576,,88214,4239,46977,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-16,-4,-17,-37,-22,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.740741,23.796296,31.268519,4.656667,23.814815,79.487033
ID,2020-07-21,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1655,81,1489,,89869,4320,48466,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-18,-6,-18,-36,-23,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,28.0,23.796296,31.472222,2.794,24.388889,80.944991
ID,2020-07-22,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1882,139,1789,,91751,4459,50255,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-18,-6,-17,-37,-22,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.703704,24.324074,31.351852,7.069667,24.296296,82.019032
ID,2020-07-23,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1906,117,1909,,93657,4576,52164,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-19,-5,-18,-37,-22,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.731481,24.185185,29.759259,15.324667,23.972222,85.254738
ID,2020-07-24,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1761,89,1781,,95418,4665,53945,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-19,-6,-19,-37,-20,13,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.527778,23.768519,31.185185,1.0668,23.305556,78.15883
ID,2020-07-25,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1868,49,1409,,97286,4714,55354,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-18,-2,-20,-33,-12,10,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.796296,23.87963,30.222222,12.0396,23.351852,81.879179
ID,2020-07-26,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1492,67,1301,,98778,4781,56655,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-21,-5,-18,-37,0,10,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.222222,24.046296,29.157407,3.683,23.194444,83.854532
ID,2020-07-27,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1525,57,1518,,100303,4838,58173,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-16,-3,-15,-36,-22,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.490741,24.055556,30.953704,1.566333,23.796296,80.592662
ID,2020-07-28,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1748,63,2366,,102051,4901,60539,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-16,-1,-15,-33,-23,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.87037,23.814815,31.62963,0.592667,23.601852,77.863965
ID,2020-07-29,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2381,74,1599,,104432,4975,62138,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-14,3,-12,-30,-24,12,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.712963,24.027778,31.703704,0.338667,23.333333,77.3038
ID,2020-07-30,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1904,83,2154,,106336,5058,64292,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-7,18,-2,-20,-26,9,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.055556,24.194444,30.074074,2.286,23.481481,81.187887
ID,2020-07-31,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2040,73,1615,,108376,5131,65907,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-29,-13,-2,-45,-62,18,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.527778,24.203704,29.583333,1.566333,23.657407,84.606642
ID,2020-08-01,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1560,62,2012,,109936,5193,67919,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-22,-2,-8,-37,-26,10,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.12963,24.203704,30.546296,3.6576,23.722222,81.968012
ID,2020-08-02,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1519,43,1056,,111455,5236,68975,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-20,-1,-8,-29,-5,7,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.611111,24.064815,29.027778,3.471333,24.0,85.854817
ID,2020-08-03,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1679,66,1262,,113134,5302,70237,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-13,2,-6,-31,-24,11,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.101852,23.888889,31.537037,11.895667,23.935185,83.065608
ID,2020-08-04,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1922,86,1813,,115056,5388,72050,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-14,2,-9,-31,-24,11,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,26.981481,24.027778,30.916667,5.2324,24.111111,84.488288
ID,2020-08-05,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1815,64,1839,,116871,5452,73889,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-13,2,-8,-32,-24,11,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.990741,23.972222,32.055556,0.8128,24.231481,80.246223
ID,2020-08-06,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1882,69,1756,,118753,5521,75645,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-13,3,-8,-32,-24,11,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.240741,23.722222,31.166667,0.127,23.462963,80.142619
ID,2020-08-07,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2473,72,1912,,121226,5593,77557,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-15,-1,-11,-33,-21,11,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,28.101852,24.157407,31.518519,2.243667,24.222222,79.826361
ID,2020-08-08,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2277,65,1749,,123503,5658,79306,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-15,1,-12,-29,-12,8,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,28.555556,24.787037,32.138889,7.958667,24.490741,78.885885
ID,2020-08-09,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1893,65,1646,,125396,5723,80952,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-17,-2,-10,-32,-1,7,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,27.25,24.453704,31.546296,4.614333,24.509259,85.125667
ID,2020-08-10,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1687,42,1284,,127083,5765,82236,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-11,2,-6,-32,-22,10,2,2,2,4,0,2,1,4,0,1,0,0,2,1,1,0,0,4,0,62.5,28.231481,24.287037,33.064815,0.508,23.972222,78.044848
ID,2020-08-11,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1693,59,1474,,128776,5824,83710,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-15,-2,-12,-32,-23,11,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.37037,23.453704,31.898148,4.487333,23.87037,81.592074
ID,2020-08-12,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1942,79,2088,,130718,5903,85798,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-12,1,-7,-32,-23,10,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.12037,24.037037,32.231481,5.037667,23.990741,83.153417
ID,2020-08-13,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2098,65,1760,,132816,5968,87558,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-15,-2,-9,-33,-23,11,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,28.333333,23.657407,32.833333,0.338667,24.268519,78.743396
ID,2020-08-14,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2307,53,2060,,135123,6021,89618,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-14,-1,-12,-31,-21,11,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,28.305556,23.564815,32.305556,2.1844,24.092593,78.191366
ID,2020-08-15,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2345,50,1703,,137468,6071,91321,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-14,2,-11,-24,-12,7,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.75,23.527778,31.416667,16.002,23.416667,77.779209
ID,2020-08-16,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2081,79,1782,,139549,6150,93103,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-15,0,0,-30,-1,7,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.055556,24.277778,31.018519,7.831667,23.787037,82.519957
ID,2020-08-17,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1821,57,1355,,141370,6207,94458,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-11,-2,32,-37,-57,16,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.5,23.601852,30.87963,5.799667,23.638889,79.795586
ID,2020-08-18,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1673,70,1848,,143043,6277,96306,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-14,0,-5,-31,-22,10,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.583333,23.657407,32.194444,1.354667,22.407407,73.902572
ID,2020-08-19,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1902,69,2351,,144945,6346,98657,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-11,4,0,-28,-22,9,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.212963,22.824074,31.231481,8.001,22.592593,76.318836
ID,2020-08-20,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2266,72,2017,,147211,6418,100674,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-12,1,18,-33,-53,16,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,28.175926,22.990741,32.611111,0.0,22.935185,73.49677
ID,2020-08-21,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2197,82,2317,,149408,6500,102991,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-15,-3,0,-38,-37,14,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,27.916667,24.092593,32.157407,0.127,23.592593,77.63692
ID,2020-08-22,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2090,94,2207,,151498,6594,105198,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-18,-5,-6,-33,-13,9,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,28.638889,24.194444,33.25,3.81,23.851852,75.686659
ID,2020-08-23,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,2037,86,2302,,153535,6680,107500,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-21,-7,-9,-32,1,8,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,28.324074,23.944444,32.851852,1.5748,23.166667,73.891349
ID,2020-08-24,ChIJtwRkSdcHTCwRhfStG-dNe-M,Q252,country/IDN,ID,Indonesia,ID,IDN,0,1877,79,3560,,155412,6759,111060,,,,,,,,273523621,137717861,135805760,119115844,151509724,10638689,36532764,150.987,0.694,47956446,46303005,43571426,41166622,37846725,29155099,17531211,7574475,2418612,1119190780752,4135,0.535,304751,-2.0,118.0,1913580,1838682,42076,71.509,39.4,6.3,21.1,177.539,125.668,112.4,26.4,1.2,2.4149,0.4269,114.971786,39.786812,-14,-3,-8,-33,-20,11,2,2,2,4,0,2,1,3,0,1,0,0,2,1,1,0,0,4,0,59.72,28.277778,23.666667,32.231481,0.592667,23.472222,75.483818
