location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
JM,2020-01-01,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.611111,22.222222,31.259259,0.0,22.092593,76.322591
JM,2020-01-02,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.648148,22.222222,31.037037,0.0,21.722222,74.499975
JM,2020-01-03,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.574074,22.259259,31.222222,0.0,21.166667,72.275646
JM,2020-01-04,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.777778,22.962963,31.037037,0.0,21.148148,71.32379
JM,2020-01-05,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.87037,22.703704,31.592593,0.0,21.851852,74.1005
JM,2020-01-06,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.388889,23.37037,31.0,0.084667,21.148148,73.250749
JM,2020-01-07,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.12963,22.740741,30.296296,0.508,21.166667,74.291798
JM,2020-01-08,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.333333,23.740741,30.203704,0.0,21.62963,75.444146
JM,2020-01-09,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.851852,23.5,30.833333,0.169333,21.259259,71.50182
JM,2020-01-10,ChIJnXHPxhsq2o4R-g4StcDRoFk,Q766,country/JAM,JM,Jamaica,JM,JAM,0,0,0,,0,0,,,,,,,,2961161,1469641,1491520,1297685,1650594,589849,273.422,0.732,464789,466600,515496,443383,357430,320533,214541,119521,58868,16458071067,5582,0.544,7117041,18.18,-77.4,10990,8015,3000,74.368,16.8,11.3,12.4,175.464,104.39,25.4,14.7,0.8068,1.3061,307.196045,52.928936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.0,23.055556,31.833333,1.185333,21.351852,71.589503
