location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
CV,2020-08-29,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,74,1,131,3852,40,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-37,10,3,2,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,65.28,28.291667,25.652778,31.277778,0.0,23.527778,75.565166
CV,2020-08-30,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,32,0,385,3884,40,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,,,3,2,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,65.28,28.533333,26.522222,30.811111,0.4064,22.255556,69.228683
CV,2020-08-31,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,86,0,376,3970,40,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-35,11,3,2,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,65.28,27.9,25.9,30.4,0.0,20.222222,63.41973
CV,2020-09-01,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,78,1,398,4048,41,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-38,11,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,26.833333,23.861111,29.388889,0.0,19.944444,66.047402
CV,2020-09-02,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,77,0,521,4125,41,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-38,12,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.0,24.458333,30.166667,0.0,20.625,68.311208
CV,2020-09-03,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,75,0,515,4200,41,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-39,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.361111,24.777778,30.777778,0.0,21.916667,72.326038
CV,2020-09-04,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,75,1,524,4275,42,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-38,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.203704,25.407407,31.037037,0.508,24.666667,81.205972
CV,2020-09-05,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,55,0,124,4330,42,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-41,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.055556,25.5,30.907407,0.0,24.203704,79.640395
CV,2020-09-06,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,28,0,365,4358,42,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,,,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.0,25.097222,31.569444,11.4935,22.736111,73.242184
CV,2020-09-07,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,42,0,405,4400,42,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-38,12,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.922222,25.866667,30.944444,0.0,22.955556,74.724547
CV,2020-09-08,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,73,1,510,4473,43,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-43,15,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,26.907407,22.944444,29.574074,13.589,24.12963,84.79082
CV,2020-09-09,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,84,0,455,4557,43,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-38,11,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.277778,26.5,30.888889,0.0,24.722222,81.156891
CV,2020-09-10,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,94,1,665,4651,44,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,,,,,-40,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.981481,25.166667,31.462963,0.0,24.296296,80.424407
CV,2020-09-11,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,60,0,481,4711,44,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-25,-21,-34,-56,-40,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.125,25.152778,32.041667,1.9685,23.597222,76.618943
CV,2020-09-12,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,102,0,224,4813,44,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-45,-43,-45,-67,-53,18,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.0,25.305556,30.5,,24.666667,82.166349
CV,2020-09-13,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,26,1,300,4839,45,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-52,-46,-55,-71,-46,,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,26.236111,24.194444,29.25,33.528,24.407407,88.279914
CV,2020-09-14,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,65,1,492,4904,46,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-27,-21,-33,-55,-40,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,26.847222,24.847222,28.875,18.372667,23.416667,82.036191
CV,2020-09-15,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,74,1,543,4978,47,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-25,-22,-31,-59,-41,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.388889,24.0,30.5,0.0,23.703704,80.356618
CV,2020-09-16,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,85,2,398,5063,49,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-23,-20,-24,-56,-39,12,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.740741,24.537037,31.111111,0.0,23.444444,77.502848
CV,2020-09-17,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,123,1,469,5186,50,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-26,-22,-28,-57,-39,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.166667,26.0,31.611111,0.0,24.166667,78.950526
CV,2020-09-18,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,0,0,474,5186,50,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-28,-23,-31,-55,-39,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.958333,25.527778,30.444444,0.0,23.611111,77.289775
CV,2020-09-19,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,71,1,189,5257,51,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-27,-20,-30,-67,-40,12,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.388889,25.87037,31.462963,0.0,22.555556,70.724029
CV,2020-09-20,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,24,1,300,5281,52,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-36,-32,-41,-70,-38,,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.833333,25.625,30.527778,0.762,23.375,76.882597
CV,2020-09-21,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,56,0,506,5337,52,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-24,-17,-26,-49,-37,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.037037,25.240741,30.759259,0.0,23.555556,76.673969
CV,2020-09-22,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,75,2,514,5412,54,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-32,-21,-27,-57,-40,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.958333,24.722222,31.222222,0.0,23.763889,78.037731
CV,2020-09-23,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,67,1,447,5479,55,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-31,-18,-19,-54,-40,12,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.907407,24.666667,31.203704,0.0,23.722222,78.037958
CV,2020-09-24,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,149,0,511,5628,55,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-32,-19,-23,-55,-40,14,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,27.916667,25.333333,31.333333,0.0,23.194444,75.615588
CV,2020-09-25,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,73,1,475,5701,56,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-32,-18,-24,-52,-41,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.188889,25.355556,30.9,0.0,22.633333,71.951776
CV,2020-09-26,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,70,1,208,5771,57,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-31,-18,-25,-61,-42,11,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.861111,27.0,32.611111,0.0,23.638889,73.454868
CV,2020-09-27,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,46,2,370,5817,59,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-40,-28,-27,-65,-41,11,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,68.98,28.240741,25.259259,31.296296,0.0,24.148148,78.55078
CV,2020-09-28,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,83,0,545,5900,59,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-29,-14,-23,-46,-38,13,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,28.916667,26.0,32.444444,0.0,23.305556,71.865892
CV,2020-09-29,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,124,1,606,6024,60,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-30,-16,-24,-53,-40,12,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.527778,26.0,30.611111,0.0,20.416667,65.229333
CV,2020-09-30,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,102,1,555,6126,61,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-30,-14,-19,-56,-41,6,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.430556,24.625,30.805556,0.127,21.055556,68.318352
CV,2020-10-01,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,79,1,457,6205,62,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-32,-17,-23,-58,-41,3,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,28.180556,25.347222,30.777778,0.0,22.291667,70.470821
CV,2020-10-02,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,91,0,566,6296,62,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-32,-13,-21,-59,-42,3,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.811111,25.066667,31.122222,0.0,22.466667,72.754457
CV,2020-10-03,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,64,3,181,6360,65,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-34,-15,-29,-68,-44,4,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.322222,25.244444,29.922222,0.0,21.433333,70.334785
CV,2020-10-04,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,73,3,470,6433,68,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-44,-25,-30,-70,-44,4,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,26.955556,24.5,29.8,0.0,19.266667,62.931552
CV,2020-10-05,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,85,1,533,6518,69,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-29,-9,-17,-48,-39,2,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,26.655556,22.833333,30.155556,0.0,19.833333,66.269805
CV,2020-10-06,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,106,2,493,6624,71,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-31,-14,-22,-58,-41,3,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,26.555556,22.777778,30.266667,0.0,20.544444,69.6888
CV,2020-10-07,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,93,0,530,6717,71,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-32,-15,-19,-59,-39,6,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.055556,22.488889,30.9,0.0,21.688889,72.553812
CV,2020-10-08,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,92,2,525,6809,73,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-35,-20,-25,-57,-39,10,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.25,25.111111,30.819444,0.0,22.763889,76.578757
CV,2020-10-09,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,104,1,648,6913,74,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-33,-16,-27,-56,-38,10,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,28.347222,25.625,31.652778,0.0,23.083333,73.22905
CV,2020-10-10,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,159,1,310,7072,75,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-34,-19,-29,-70,-40,10,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.777778,25.907407,30.592593,0.0,23.148148,75.964241
CV,2020-10-11,ChIJMVERWSGPNQkRH-oY-TbyGms,Q1011,country/CPV,CV,Cape Verde,CV,CPV,0,83,0,479,7155,75,,,,,,,555988,279117,276871,185906,364029,137.962,0.654,105076,99937,97845,98286,64906,47912,26373,9056,6597,1981845740,3603,535774,15.916667,-24.083333,4030,3913,180,72.782,9.1,2.4,16.7,182.203,85.514,99.5,17.2,1.2983,0.7814,167.589615,48.427498,-42,-28,-33,-68,-40,9,3,3,2,4,0,1,0,4,1,2,0,0,2,3,2,0,0,4,0,67.13,27.366667,25.166667,30.244444,0.0,21.388889,69.959915
