location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
KH,2020-01-11,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.388889,23.740741,31.925926,0.338667,22.814815,76.307382
KH,2020-01-12,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.888889,23.148148,33.166667,0.084667,23.222222,75.858169
KH,2020-01-13,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.759259,22.907407,32.907407,0.0,20.611111,65.676832
KH,2020-01-14,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.962963,22.574074,32.407407,0.0,20.296296,67.257985
KH,2020-01-15,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.62963,21.666667,32.166667,0.0,20.388889,68.75358
KH,2020-01-16,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.203704,22.166667,33.0,0.0,20.87037,68.618876
KH,2020-01-17,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.5,21.796296,33.0,0.0,21.851852,71.546057
KH,2020-01-18,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.62963,22.666667,32.759259,0.0,21.796296,70.735743
KH,2020-01-19,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.555556,23.537037,32.666667,0.0,21.185185,68.414817
KH,2020-01-20,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.518519,23.074074,32.5,0.0,20.259259,65.145173
KH,2020-01-21,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.833333,22.185185,33.666667,0.0,20.962963,66.528355
KH,2020-01-22,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.166667,22.833333,33.925926,0.0,21.888889,68.998137
KH,2020-01-23,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.259259,23.166667,33.5,0.846667,22.296296,70.354541
KH,2020-01-24,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.981481,23.240741,33.407407,0.0,21.759259,69.46898
KH,2020-01-25,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,0,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.981481,23.0,33.037037,0.0,21.814815,69.286322
KH,2020-01-26,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,1,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.092593,22.703704,33.425926,0.0,22.185185,70.396818
KH,2020-01-27,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.925926,23.074074,33.074074,0.0,21.722222,69.141187
KH,2020-01-28,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.814815,22.666667,33.166667,0.0,21.277778,67.745784
KH,2020-01-29,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.962963,22.833333,33.074074,0.0,21.314815,67.379482
KH,2020-01-30,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.333333,21.796296,32.5,28.363333,21.314815,69.903355
KH,2020-01-31,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.574074,21.592593,27.5,0.0,19.203704,72.215352
KH,2020-02-01,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.87037,21.333333,31.333333,0.0,18.888889,65.504306
KH,2020-02-02,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.944444,20.833333,32.092593,0.0,19.12963,66.543827
KH,2020-02-03,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.240741,20.851852,31.87037,0.0,19.685185,67.817086
KH,2020-02-04,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.074074,21.796296,32.925926,0.0,19.833333,64.949257
KH,2020-02-05,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.981481,21.62963,32.074074,0.0,20.666667,68.762095
KH,2020-02-06,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.018519,21.703704,30.962963,0.0,19.481481,68.219521
KH,2020-02-07,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.185185,21.092593,33.5,0.0,19.759259,64.704762
KH,2020-02-08,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,1,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.5,22.0,33.0,0.0,19.62963,63.217988
