location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
KH,2020-04-18,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-42,-29,-29,-57,-33,11,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.185185,25.666667,34.907407,1.27,23.592593,68.243379
KH,2020-04-19,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-42,-29,-28,-57,-22,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.074074,26.740741,35.962963,0.0,23.907407,66.336327
KH,2020-04-20,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-36,-24,-26,-53,-27,11,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.388889,26.296296,36.166667,0.0,24.111111,65.701407
KH,2020-04-21,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-36,-24,-25,-51,-27,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.685185,26.796296,36.074074,0.169333,24.722222,67.297695
KH,2020-04-22,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-35,-25,-24,-53,-27,12,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.574074,27.666667,36.166667,0.0,24.388889,66.435099
KH,2020-04-23,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-36,-26,-24,-53,-26,12,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.722222,26.259259,35.333333,0.762,23.814815,67.196125
KH,2020-04-24,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-35,-24,-24,-54,-26,12,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,29.722222,25.333333,34.0,1.143,23.537037,69.974122
KH,2020-04-25,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-35,-24,-27,-53,-25,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,28.611111,24.0,33.37037,26.416,23.296296,74.23186
KH,2020-04-26,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-35,-25,-25,-53,-17,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,29.388889,24.055556,34.833333,0.0,23.481481,70.907332
KH,2020-04-27,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-33,-23,-25,-52,-23,11,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,29.259259,25.925926,34.5,8.509,23.666667,73.009729
KH,2020-04-28,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-33,-21,-24,-49,-24,9,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,29.740741,26.203704,34.574074,4.826,23.222222,68.74896
KH,2020-04-29,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-31,-21,-18,-49,-24,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.407407,25.5,34.833333,0.169333,23.648148,67.640944
KH,2020-04-30,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-29,-20,-15,-49,-23,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.648148,26.074074,35.537037,0.0,23.907407,67.880466
KH,2020-05-01,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-31,-18,-10,-51,-48,14,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.722222,26.62963,35.87037,0.084667,24.203704,68.995337
KH,2020-05-02,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-33,-22,-17,-51,-29,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.185185,27.092593,35.666667,0.084667,24.074074,66.53464
KH,2020-05-03,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-33,-23,-20,-50,-13,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.074074,26.87037,36.166667,11.345333,24.796296,70.009952
KH,2020-05-04,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-30,-20,-22,-50,-22,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.574074,26.962963,36.37037,11.43,24.814815,71.85656
KH,2020-05-05,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-28,-17,-20,-47,-22,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.666667,27.074074,36.407407,0.0,25.055556,68.805658
KH,2020-05-06,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-27,-15,-11,-48,-44,14,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.166667,27.666667,36.333333,6.604,25.333333,71.582371
KH,2020-05-07,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-27,-18,-18,-47,-20,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.240741,27.592593,36.240741,0.0,25.092593,70.460145
KH,2020-05-08,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-26,-16,-18,-48,-20,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,32.0,27.537037,36.592593,0.338667,25.111111,67.626604
KH,2020-05-09,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-26,-15,-15,-45,-21,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,32.759259,27.407407,37.333333,0.0,24.907407,63.972386
KH,2020-05-10,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-26,-16,-9,-45,-12,7,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,32.555556,28.592593,36.907407,0.762,25.611111,67.759851
KH,2020-05-11,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-26,-14,-12,-45,-36,12,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,28.851852,25.62963,33.259259,3.048,24.055556,76.739558
KH,2020-05-12,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-25,-13,-17,-44,-20,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.296296,25.12963,36.5,0.0,23.574074,63.997936
KH,2020-05-13,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-24,-15,-14,-45,-21,9,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.388889,25.425926,35.833333,0.254,24.407407,70.937929
KH,2020-05-14,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-23,-12,-6,-46,-44,12,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.814815,25.425926,36.333333,9.059333,24.203704,68.608335
KH,2020-05-15,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-24,-14,-12,-46,-21,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.888889,26.62963,36.666667,1.354667,24.148148,68.058974
KH,2020-05-16,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-25,-16,-11,-43,-20,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.111111,26.962963,35.907407,1.185333,24.703704,69.355663
KH,2020-05-17,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-28,-19,-16,-46,-10,7,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,29.444444,26.407407,34.5,0.0,25.0,77.272366
KH,2020-05-18,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-24,-14,-15,-45,-17,9,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,31.12963,26.425926,36.666667,0.0,24.814815,69.614236
KH,2020-05-19,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,122,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-27,-17,-22,-46,-19,8,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.37037,26.259259,36.703704,2.794,25.092593,73.564544
KH,2020-05-20,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,1,0,,123,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-24,-14,-18,-46,-19,10,3,2,2,4,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,65.74,30.444444,26.166667,36.5,0.889,24.574074,71.460941
KH,2020-05-21,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,1,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-22,-13,-13,-45,-18,9,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,31.074074,26.037037,35.5,13.377333,24.592593,69.263432
KH,2020-05-22,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-24,-16,-17,-46,-17,9,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,31.444444,27.0,37.333333,0.0,25.018519,69.453451
KH,2020-05-23,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-25,-15,-16,-46,-18,8,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,28.555556,26.055556,33.833333,22.606,25.240741,82.75708
KH,2020-05-24,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-24,-15,-11,-43,-9,7,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,29.518519,26.333333,34.5,1.778,25.648148,79.860915
KH,2020-05-25,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-23,-13,-17,-45,-18,9,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,29.981481,26.537037,34.333333,0.254,25.537037,77.226315
KH,2020-05-26,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-25,-15,-22,-45,-18,8,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,29.740741,26.833333,35.240741,18.034,25.537037,78.451851
KH,2020-05-27,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,0,0,,124,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-22,-13,-14,-44,-17,9,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,29.648148,26.592593,34.703704,8.636,25.259259,77.764812
KH,2020-05-28,ChIJQzfc1L-HBzERUxL0ieC_t-Q,Q424,country/KHM,KH,Cambodia,KH,KHM,0,1,0,,125,0,,,,,,,,16718971,8162424,8556547,12561921,3924621,2014015,2014015,94.714,0.582,3530587,3100069,3117605,2889268,1429087,1387484,816776,352445,95650,27089389786,1643,0.493,49898,12.6,105.0,181040,176298,1152,69.57,17.2,6.4,24.0,199.971,132.376,149.8,21.1,0.8,0.6855,82.075867,49.603271,-22,-14,-15,-45,-17,9,3,2,2,4,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,65.74,30.351852,26.0,35.166667,0.127,25.166667,74.072926
