location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
CL,2020-07-12,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,3012,98,0,17467,315041,6979,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-69,-48,-72,-65,-30,22,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,87.5,11.588889,5.655556,18.4,0.0508,,7.166667,74.962933
CL,2020-07-13,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2616,45,0,12238,317657,7024,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-61,-42,-61,-63,-47,26,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,87.5,11.444444,4.766667,18.944444,0.0,,6.266667,71.300981
CL,2020-07-14,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1836,45,0,12209,319493,7069,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-60,-41,-60,-61,-47,26,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,87.5,11.677778,4.6,20.5,0.0,,5.466667,66.309145
CL,2020-07-15,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1712,117,0,17192,321205,7186,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-60,-35,-61,-60,-46,25,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,87.5,10.055556,3.888889,19.2,0.0508,,5.255556,73.53097
CL,2020-07-16,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2475,104,0,18699,323698,7290,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-75,-49,-72,-73,-71,35,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,87.5,9.366667,4.9,18.166667,0.0,,6.211111,81.667043
CL,2020-07-17,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2840,1057,0,17716,326539,8347,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-63,-39,-65,-64,-49,31,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,9.922222,5.988889,14.066667,0.0,,6.7,81.240298
CL,2020-07-18,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2185,98,0,15728,328846,8445,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-65,-41,-71,-62,-34,25,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,11.255556,7.788889,14.544444,0.889,,8.622222,84.888334
CL,2020-07-19,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2082,58,0,16343,330930,8503,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-70,-49,-73,-65,-30,22,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,12.455556,9.1,17.177778,0.0635,,9.355556,82.293823
CL,2020-07-20,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2099,130,0,12590,333029,8633,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-60,-40,-62,-62,-46,26,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,11.688889,7.044444,16.1,0.0,,8.211111,79.371845
CL,2020-07-21,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1656,44,0,12793,334683,8677,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-64,-45,-67,-66,-49,27,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,9.911111,8.255556,15.077778,3.302,,8.188889,89.073788
CL,2020-07-22,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1741,45,0,18867,336402,8722,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-61,-39,-61,-61,-45,26,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,8.355556,4.077778,12.677778,8.5852,10.16,5.633333,83.048848
CL,2020-07-23,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2371,116,0,21071,338759,8838,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-62,-41,-61,-62,-46,27,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,7.0,1.666667,12.955556,0.8636,10.16,3.866667,80.601541
CL,2020-07-24,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2545,76,0,19133,341304,8914,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-61,-39,-61,-62,-44,29,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,7.133333,0.733333,14.044444,0.0,,3.188889,76.21221
CL,2020-07-25,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2287,106,0,19709,343592,9020,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-63,-38,-68,-59,-30,23,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,7.733333,1.055556,15.322222,0.0,,2.522222,70.449036
CL,2020-07-26,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2198,92,0,21544,345790,9112,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-68,-47,-71,-63,-28,21,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,10.077778,4.811111,15.666667,0.0,,4.0,66.952454
CL,2020-07-27,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2133,75,0,17596,347923,9187,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-60,-40,-60,-61,-45,25,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,10.966667,7.122222,15.544444,0.0,,4.611111,65.527667
CL,2020-07-28,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1876,53,0,17130,349800,9240,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-58,-37,-56,-59,-45,24,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,8.4,1.5,16.277778,0.0,,2.8,68.055705
CL,2020-07-29,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1773,38,0,20295,351575,9278,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-57,-32,-56,-58,-44,24,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,9.455556,2.1,18.644444,0.0,,3.111111,65.399707
CL,2020-07-30,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1948,99,0,22874,353536,9377,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-60,-38,-60,-60,-46,26,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,9.166667,3.2,18.522222,0.0508,,4.477778,73.028043
CL,2020-07-31,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2123,80,0,24398,355667,9457,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-58,-32,-58,-58,-44,28,3,3,2,4,2,3,2,3,2,1,0,0,2,2,2,0,0,2,0,84.72,11.333333,2.851852,18.148148,0.0,,3.638889,60.934297
CL,2020-08-01,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1979,76,0,24899,357658,9533,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-60,-31,-66,-55,-30,22,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,11.588889,7.333333,18.088889,0.0,,6.211111,70.6749
CL,2020-08-02,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2081,75,0,24269,359731,9608,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-63,-38,-65,-56,-25,20,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,3435342491,2,0,87.5,11.444444,4.033333,19.266667,0.0,,5.5,68.821918
CL,2020-08-03,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1762,99,0,18857,361493,9707,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-56,-33,-57,-58,-44,24,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,11.277778,6.122222,18.566667,0.0508,,7.022222,77.038992
CL,2020-08-04,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1462,38,0,21398,362962,9745,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-56,-32,-56,-57,-44,24,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,12.546296,4.092593,20.944444,0.042333,,5.675926,67.964685
CL,2020-08-05,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1781,47,0,22802,364723,9792,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-58,-33,-58,-58,-44,24,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,12.855556,7.244444,20.755556,0.4064,,9.288889,79.525978
CL,2020-08-06,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1947,97,0,25243,366671,9889,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-58,-35,-56,-58,-44,25,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,12.155556,7.811111,16.444444,0.1016,,6.677778,69.758047
CL,2020-08-07,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2149,69,0,27037,368825,9958,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-56,-31,-55,-56,-42,26,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,10.811111,3.788889,17.6,0.0,,5.033333,68.278227
CL,2020-08-08,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2201,53,0,28460,371023,10011,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-57,-29,-61,-51,-27,21,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,12.344444,4.877778,20.655556,0.0,,5.355556,63.567636
CL,2020-08-09,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2036,66,0,26012,373056,10077,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-63,-38,-67,-56,-24,19,3,3,2,4,2,3,2,4,2,1,0,0,2,2,2,0,0,2,0,87.5,12.644444,8.155556,21.111111,0.0,,6.966667,70.472924
CL,2020-08-10,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1988,62,0,22249,375044,10139,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-52,-31,-54,-56,-43,22,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,11.455556,4.955556,18.077778,0.0508,,4.511111,64.693279
CL,2020-08-11,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1566,39,0,19348,376616,10178,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-52,-30,-53,-54,-43,22,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,8.955556,1.166667,16.566667,0.0,,-0.266667,53.767162
CL,2020-08-12,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1540,27,0,23628,378168,10205,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-52,-27,-54,-54,-42,22,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,7.322222,-0.133333,15.411111,0.0,,0.088889,62.492593
CL,2020-08-13,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1852,94,0,27618,380034,10299,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-51,-26,-54,-53,-43,22,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,8.544444,0.944444,15.822222,0.0,,1.966667,66.24375
CL,2020-08-14,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2077,41,0,28499,382111,10340,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-49,-22,-52,-51,-41,24,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,9.433333,2.766667,15.622222,0.0508,,3.522222,69.780413
CL,2020-08-15,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1777,55,0,30882,383902,10395,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-55,-24,-59,-48,-36,20,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,9.277778,1.811111,16.944444,0.1016,,2.233333,62.764953
CL,2020-08-16,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,2086,57,0,25289,385946,10452,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-57,-31,-62,-48,-18,17,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,9.2,0.944444,17.466667,0.0,,1.244444,58.908768
CL,2020-08-17,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1556,61,0,23199,387502,10513,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-47,-28,-51,-51,-41,20,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,9.222222,1.188889,17.211111,0.0,,1.455556,61.149797
CL,2020-08-18,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1336,33,0,19275,388855,10546,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-49,-29,-52,-51,-41,20,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,8.733333,3.422222,16.266667,0.0,,3.688889,74.425802
CL,2020-08-19,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,1233,32,0,26278,390037,10578,,0,,,,,,,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-49,-27,-51,-51,-40,21,3,3,2,3,2,3,2,4,2,2,0,0,2,2,2,0,0,2,0,81.94,9.188889,4.955556,14.122222,0.0,,4.3,71.957277
