location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MR,2020-09-23,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,8,0,,7433,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,1,0,0,2,2,2,0,0,3,0,21.3,,,,,,
MR,2020-09-24,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,24,0,,7457,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,1,0,0,2,2,2,0,0,3,0,21.3,,,,,,
MR,2020-09-25,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,5,0,,7462,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-09-26,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,2,0,,7464,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-09-27,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,10,0,,7474,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-09-28,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,14,0,,7488,308,79835,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-09-29,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,14,0,216,7502,308,80051,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-09-30,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,3,0,311,7505,308,80362,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-01,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,6,0,,7511,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-02,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,6,0,,7517,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-03,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,3,0,,7520,308,80832,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-04,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,3,0,288,7523,308,81120,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-05,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,25,0,,7548,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-06,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7548,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-07,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7548,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-08,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7548,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-09,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,2,0,,7550,308,82007,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-10,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,91,7550,308,82098,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-11,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,4,0,,7554,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-12,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,11,0,,7565,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-13,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,15,0,,7580,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-14,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,5,0,,7585,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-15,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,18,0,,7603,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-16,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,4,0,,7607,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-17,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1,0,,7608,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-18,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,13,0,,7621,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-19,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,13,0,,7634,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-20,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,4,0,,7638,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-21,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,12,0,,7650,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-22,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,12,0,,7662,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-23,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1,0,,7663,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-24,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1,0,,7664,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-25,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,53,0,,7717,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-26,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7717,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-27,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7717,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-28,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7717,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-29,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7717,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-30,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7717,308,87552,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-10-31,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1,0,81,7718,308,87633,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-01,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,7,0,677,7725,308,88310,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-02,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1,0,,7726,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-03,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7726,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-04,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7726,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-05,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,7726,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-06,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,88,0,,7814,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,33.777778,26.0,38.0,0.0,15.5,33.488171
MR,2020-11-07,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,6,0,,7820,308,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
MR,2020-11-08,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,13,2,,7833,310,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3,0,21.3,,,,,,
