location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MR,2021-04-25,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,25,1,,18282,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-04-26,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,32,0,,18314,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-04-27,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,32,0,,18346,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-04-28,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,31,0,,18377,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-04-29,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,25,0,,18402,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-04-30,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,27,0,,18429,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-01,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,19,0,,18448,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-02,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,28,0,,18476,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-03,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,27,0,,18503,455,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-04,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,39,1,,18542,456,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-05,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,34,0,,18576,456,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-06,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,37,0,,18613,456,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-07,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,23,0,,18636,456,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-08,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,31,0,,18667,456,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-09,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,24,0,,18691,456,,8623,15661,,,8623,15661,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-10,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,33,1,,18724,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-11,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,21,0,,18745,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-12,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,22,0,,18767,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-13,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,14,0,,18781,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-14,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,25,0,,18806,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-15,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,22,0,,18828,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-16,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,30,0,,18858,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-17,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,47,0,,18905,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,1,1,0,1,1,1,1,0,0,0,2,3,1,0,0,3,2,31.48,,,,,,
MR,2021-05-18,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,52,0,,18957,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-19,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,54,0,,19011,457,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-20,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,38,1,,19049,458,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-21,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,65,0,,19114,458,,3807,19468,,6273,10080,25741,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-22,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,35,0,,19149,458,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-23,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,46,2,,19195,460,,2641,22109,0,6273,2641,28382,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-24,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,56,0,,19251,460,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-25,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,36,1,,19287,461,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-26,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,57,1,,19344,462,,251,22360,137,6410,388,28770,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-27,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,63,0,,19407,462,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-28,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,56,1,,19463,463,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-29,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,31,0,,19494,463,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-30,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,0,0,,19494,463,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-05-31,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,104,0,,19598,463,,8201,30561,360,6770,8561,37331,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-01,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,52,1,,19650,464,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-02,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,45,2,,19695,466,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-03,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,57,0,,19752,466,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-04,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,33,0,,19785,466,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-05,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,32,2,,19817,468,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-06,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,36,2,,19853,470,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-07,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,42,0,,19895,470,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-08,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,28,0,,19923,470,,0,,0,,6276,43607,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-09,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,36,2,,19959,472,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
MR,2021-06-10,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,46,1,,20005,473,,7165,37726,132,6902,1021,44628,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,0,2,4,0,1,0,1,1,0,0,0,2,3,1,0,0,3,3,39.81,,,,,,
