location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
ER,2021-06-16,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,86,2,5194,19,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-17,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,91,0,5285,19,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-18,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,51,0,5336,19,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-19,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,26,0,5362,19,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-20,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,59,0,5421,19,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-21,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,87,2,5508,21,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-22,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,95,0,5603,21,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-23,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,61,0,5664,21,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-24,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,56,0,5720,21,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-25,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,60,0,5780,21,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-26,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,5780,21,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-27,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,104,1,5884,22,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,4,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,64.81,,,,,,
ER,2021-06-28,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,52,1,5936,23,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-06-29,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,73,0,6009,23,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-06-30,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,19,2,6028,25,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-01,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,23,0,6051,25,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-02,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,23,0,6074,25,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-03,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,14,0,6088,25,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-04,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,39,0,6127,25,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-05,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,61,0,6188,25,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-06,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,36,2,6224,27,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-07,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,18,1,6242,28,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-08,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,17,1,6259,29,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-09,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,18,0,6277,29,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-10,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,7,0,6284,29,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-11,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,20,0,6304,29,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-12,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,23,1,6327,30,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-13,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,20,0,6347,30,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-14,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,35,0,6382,30,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-15,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,20,0,6402,30,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-16,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,6402,30,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-17,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,6402,30,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-18,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,40,2,6442,32,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-19,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,8,0,6450,32,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-20,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,23,0,6473,32,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-21,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,7,0,6480,32,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-22,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,11,1,6491,33,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-23,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,4,0,6495,33,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-24,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,6495,33,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-25,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,11,0,6506,33,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-26,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,11,0,6517,33,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-27,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,22,1,6539,34,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-28,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,5,0,6544,34,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-29,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,1,0,6545,34,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-30,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,2,1,6547,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-07-31,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,6547,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-01,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,12,0,6559,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-02,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,5,0,6564,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-03,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,4,0,6568,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-04,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,5,0,6573,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-05,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,3,0,6576,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-06,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,6576,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-07,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,6576,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-08,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,13,0,6589,35,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
ER,2021-08-09,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,1,6589,36,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,0,0,2,3,1,1,2,4,0,0,0,0,2,3,1,0,0,3,0,62.04,,,,,,
