location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
HN,2020-01-31,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.694444,18.861111,32.0,0.0,19.494444,69.41435
HN,2020-02-01,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.617284,18.061728,32.074074,0.0,19.691358,70.639593
HN,2020-02-02,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.364198,18.783951,30.444444,8.255,20.308642,79.45626
HN,2020-02-03,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.005556,19.183333,28.111111,10.3886,19.488889,81.767061
HN,2020-02-04,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.283333,18.566667,30.072222,0.508,19.488889,75.554485
HN,2020-02-05,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.9,17.788889,31.25,0.0,18.761111,69.663499
HN,2020-02-06,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.338889,17.038889,32.311111,0.0,18.744444,67.573073
HN,2020-02-07,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.222222,16.816667,32.277778,0.0,19.544444,71.703115
HN,2020-02-08,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.95679,17.975309,31.864198,0.0,19.209877,67.652252
HN,2020-02-09,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,0,0,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.277778,19.320988,31.037037,0.0,19.123457,69.461746
