location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
HN,2020-09-13,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,653,14,67789,2079,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-55,-42,-32,-62,-22,8,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,27.061728,21.820988,31.401235,6.731,22.450617,76.390939
HN,2020-09-14,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,831,8,68620,2087,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-38,-19,-25,-47,-34,11,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,27.038889,21.794444,31.55,7.14375,22.5,76.629493
HN,2020-09-15,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,0,0,68620,2087,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-59,-45,-36,-67,-57,20,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,27.627778,21.511111,31.988889,0.705556,22.522222,73.954786
HN,2020-09-16,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,1040,15,69660,2102,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-38,-16,-23,-45,-35,11,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,27.783333,21.361111,32.466667,0.141111,22.422222,73.087849
HN,2020-09-17,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,460,20,70120,2122,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-42,-21,-26,-48,-36,12,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,28.044444,22.266667,32.055556,0.0,22.75,73.582753
HN,2020-09-18,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,491,24,70611,2146,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-43,-22,-28,-46,-33,13,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,27.644444,21.833333,32.233333,3.245556,22.4,73.688672
HN,2020-09-19,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,532,20,71143,2166,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-47,-28,-31,-52,-28,12,3,2,2,4,1,2,2,1,2,2,0,0,2,1,1,0,0,3,0,76.85,27.633333,22.105556,31.633333,0.254,22.655556,74.820955
HN,2020-09-20,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,473,18,71616,2184,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-53,-40,-29,-59,-20,9,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,28.141975,22.111111,32.024691,4.289778,22.271605,70.749795
HN,2020-09-21,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,459,20,72075,2204,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-39,-18,-26,-45,-34,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,28.0,21.416667,31.85,0.0,21.866667,69.545869
HN,2020-09-22,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,231,2,72306,2206,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-41,-18,-26,-47,-35,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,27.738889,21.95,32.05,0.846667,21.894444,70.892084
HN,2020-09-23,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,369,16,72675,2222,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-43,-18,-28,-44,-35,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,28.033333,21.3,32.011111,1.947333,22.138889,70.696694
HN,2020-09-24,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,518,27,73193,2249,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-46,-23,-32,-46,-36,14,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,27.494444,21.405556,32.094444,0.0,22.455556,74.417872
HN,2020-09-25,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,647,22,73840,2271,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-46,-22,-35,-43,-34,13,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.733333,22.172222,31.8,3.048,22.722222,79.059234
HN,2020-09-26,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,708,17,74548,2288,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-49,-27,-34,-48,-27,11,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,27.376543,21.530864,31.604938,6.039556,22.592593,75.516591
HN,2020-09-27,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,561,1,75109,2289,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-53,-37,-30,-55,-22,8,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,27.907407,21.666667,32.481481,0.169333,22.037037,70.81044
HN,2020-09-28,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,428,12,75537,2301,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-43,-21,-30,-46,-33,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,28.038889,20.661111,32.755556,0.3302,21.527778,68.190004
HN,2020-09-29,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,561,22,76098,2323,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-43,-20,-29,-44,-34,11,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,27.288889,20.927778,31.894444,6.716889,21.616667,71.375073
HN,2020-09-30,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,802,30,76900,2353,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-42,-15,-28,-39,-37,10,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.911111,20.405556,31.622222,3.7465,21.983333,74.725432
HN,2020-10-01,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,698,27,77598,2380,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-44,-18,-32,-43,-36,8,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,25.633333,20.911111,31.438889,3.160889,22.011111,80.631941
HN,2020-10-02,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,671,6,78269,2386,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-42,-16,-30,-38,-32,9,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,25.027778,20.961111,29.911111,14.0208,21.944444,83.302411
HN,2020-10-03,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,519,13,78788,2399,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-47,-23,-35,-43,-29,8,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.444444,22.006173,30.111111,6.801556,22.67284,80.272409
HN,2020-10-04,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,841,23,79629,2422,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-52,-34,-31,-51,-26,6,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,25.006173,21.919753,28.753086,49.671111,21.746914,82.802137
HN,2020-10-05,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,391,11,80020,2433,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-16,-28,-41,-34,8,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,25.944444,21.344444,29.133333,7.8232,20.477778,72.710874
HN,2020-10-06,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,642,14,80662,2447,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-17,-26,-41,-34,8,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.416667,21.494444,29.922222,1.0668,20.616667,71.502336
HN,2020-10-07,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,498,19,81160,2466,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-41,-17,-27,-42,-34,10,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.816667,20.75,31.261111,1.6764,20.716667,70.192027
HN,2020-10-08,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,512,11,81672,2477,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-42,-19,-30,-43,-34,11,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.094444,20.411111,30.788889,9.9695,22.2,79.636499
HN,2020-10-09,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,880,15,82552,2492,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-42,-18,-29,-37,-31,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.58642,21.432099,30.907407,2.88925,22.746914,79.861403
HN,2020-10-10,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,594,12,83146,2504,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-45,-25,-32,-46,-24,10,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.981481,22.098765,31.12963,3.697111,22.709877,77.881516
HN,2020-10-11,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,935,8,84081,2512,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-50,-35,-26,-53,-19,7,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,27.746914,21.160494,31.950617,2.737556,22.858025,75.055633
HN,2020-10-12,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,332,9,84413,2521,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-17,-29,-41,-32,11,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,28.111111,21.734568,32.271605,1.778,22.339506,71.128685
HN,2020-10-13,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,439,7,84852,2528,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-41,-20,-31,-43,-33,11,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.772222,20.877778,31.044444,5.983111,22.694444,78.535625
HN,2020-10-14,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,606,5,85458,2533,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-14,-30,-42,-32,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,25.85,21.288889,30.261111,6.2484,22.416667,81.59927
HN,2020-10-15,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,631,19,86089,2552,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-11,-30,-40,-32,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.872222,21.977778,30.627778,10.047111,22.327778,76.485228
HN,2020-10-16,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,602,4,86691,2556,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-39,-10,-32,-35,-29,12,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,25.788889,21.516667,30.283333,1.411111,22.072222,80.379674
HN,2020-10-17,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,903,7,87594,2563,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-43,-17,-33,-42,-24,11,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,26.355556,22.105556,29.75,2.159,21.872222,76.890677
HN,2020-10-18,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,841,5,88435,2568,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-49,-30,-31,-50,-20,8,3,2,2,4,1,2,2,1,1,2,0,0,2,1,1,0,0,3,0,78.7,24.894444,20.866667,29.027778,1.9304,21.666667,82.868634
HN,2020-10-19,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,946,8,89381,2576,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-15,-32,-41,-30,11,3,2,2,4,1,2,2,2,1,2,0,0,2,1,1,0,0,3,0,81.48,25.688889,21.038889,29.472222,12.2555,21.872222,79.735539
HN,2020-10-20,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,851,6,90232,2582,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-16,-29,-45,-31,11,3,2,2,4,1,2,2,2,1,2,0,0,2,1,1,0,0,3,0,81.48,26.35,21.294444,30.233333,5.4102,21.855556,76.82758
HN,2020-10-21,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,846,14,91078,2596,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-39,-13,-26,-45,-31,12,3,2,2,4,1,2,2,2,1,2,0,0,2,1,1,0,0,3,0,81.48,26.6,21.35,30.555556,15.494,21.911111,76.129543
HN,2020-10-22,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,431,8,91509,2604,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-40,-14,-26,-44,-31,12,3,2,2,4,1,2,2,2,1,2,0,0,2,1,1,0,0,3,0,81.48,26.572222,21.116667,30.522222,8.918222,22.155556,77.1938
HN,2020-10-23,ChIJzzG3cxp1ao8RZIL7toLe0X4,Q783,country/HND,HN,Honduras,HN,HND,0,373,8,91882,2612,,,,,,,9904608,4948880,4955728,4119684,5626433,1403162,1403162,88.521,0.606,2005992,2064638,1905418,1470937,1047736,680011,420078,205311,104487,25095395475,2574,0.49,287670,14.633333,-86.816667,112490,108150,3702,75.088,2.0,7.3,15.1,166.999,115.541,60.7,14.0,0.7357,0.3089,195.935745,95.423988,-39,-11,-25,-40,-28,11,3,2,2,4,1,2,2,2,1,2,0,0,2,1,1,0,0,3,0,81.48,27.066667,21.344444,31.111111,9.017,22.772222,77.952183
