location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,new_deceased_male,new_deceased_female,cumulative_deceased_male,cumulative_deceased_female,new_hospitalized_patients_male,new_hospitalized_patients_female,cumulative_hospitalized_patients_male,cumulative_hospitalized_patients_female,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
IN,2021-02-12,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,12194,92,743614,10904940,155642,205533398,462637,7967647,,,462637,7967647,,,1,1,1,5,4,5,1,,4238,8032,24235,24873,20353,16851,11340,5550,1792,270,,,0,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,0,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,14,4,78509,41280,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-21,20,-15,-7,-16,8,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,,,,,,
IN,2021-02-13,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,11649,90,697114,10916589,155732,206230512,77139,8044786,,7668,84807,8052454,,,,,1,,5,5,4,1,4238,8032,24235,24873,20354,16851,11345,5555,1796,271,,,,,0,,0,0,0,0,1,0,1,2,5,5,17,9,3,0,,,,,0,,0,0,0,0,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,10,78515,41290,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,16,-12,-6,-14,6,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,22.962963,18.138889,29.324074,0.0,12.685185,52.432554
IN,2021-02-14,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,9121,81,486122,10925710,155813,206716634,,,,,,,,,,,,,,,,,4238,8032,24235,24873,20354,16851,11345,5555,1796,271,,,,,,,,,,,1,0,1,2,5,5,17,9,3,0,,,,,,,,,,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,,,78515,41290,,,30,13,,,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-18,14,-4,0,-6,4,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,24.173611,15.118056,31.208333,0.0,12.541667,48.893252
IN,2021-02-15,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,11610,100,615664,10937320,155913,207332298,373867,8418653,90450,98118,464317,8516771,,,,,,,,,,,4238,8032,24235,24873,20354,16851,11345,5555,1796,271,,,,,,,,,,,1,0,1,2,5,5,17,9,3,0,,,,,,,,,,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,,,78515,41290,,,30,13,,,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-20,18,-9,-6,-20,7,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,24.444444,15.951389,31.090278,0.0,13.631944,51.563283
IN,2021-02-16,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,12881,101,644931,10950201,156014,207977229,222349,8641002,118221,216339,340570,8857341,,,,,,,,,,,4238,8032,24235,24873,20354,16851,11345,5555,1796,271,,,,,,,,,,,1,0,1,2,5,5,17,9,3,0,,,,,,,,,,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,,,78515,41290,,,30,13,,,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-21,14,-7,-6,-25,7,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,22.0625,16.298611,30.048611,1.27,14.902778,64.763464
IN,2021-02-17,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,13193,97,726562,10963394,156111,208703791,203639,8844641,125777,342116,329416,9186757,,,,,1,1,5,6,3,,4238,8032,24235,24873,20355,16852,11350,5561,1799,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,4,78527,41294,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,17,-14,-5,-17,7,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,19.395833,15.590278,23.194444,6.82625,15.548611,79.010848
IN,2021-02-18,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,13993,101,771071,10977387,156212,209474862,536950,9381591,122816,464932,659766,9846523,,,1,,1,4,1,4,3,,4238,8032,24236,24873,20356,16856,11351,5565,1802,271,,,0,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,0,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,3,78538,41297,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,16,-14,-6,-17,8,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,21.3125,14.090278,27.354167,0.943429,15.236111,68.784037
IN,2021-02-19,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,14264,90,786618,10991651,156302,210261480,311409,9693000,292010,756942,603419,10449942,,,,,,,2,,,,4238,8032,24236,24873,20356,16856,11353,5565,1802,271,,,,,,,0,,,,1,0,1,2,5,5,17,9,3,0,,,,,,,0,,,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,1,78539,41298,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,19,-14,-6,-17,8,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,21.962963,15.398148,27.333333,0.169333,15.027778,65.083785
IN,2021-02-20,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,14199,83,670050,11005850,156385,210931530,271383,9964383,116998,873940,388381,10838323,,,,,,,,,1,,4238,8032,24236,24873,20356,16856,11353,5565,1803,271,,,,,,,,,0,,1,0,1,2,5,5,17,9,3,0,,,,,,,,,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,,1,78539,41299,,0,30,13,,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,16,-12,-4,-6,6,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,,,,,,
IN,2021-02-21,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,10584,78,620216,11016434,156463,211551746,160148,10124531,86702,960642,246850,11085173,,,,,1,6,3,3,2,,4238,8032,24236,24873,20357,16862,11356,5568,1805,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,6,78548,41305,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-23,12,-7,-2,-6,5,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,21.208333,15.222222,28.25,0.0,13.361111,61.265394
IN,2021-02-22,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,13742,104,678685,11030176,156567,212230431,184021,10308552,154900,1115542,338921,11424094,,,1,,1,2,4,6,2,,4238,8032,24237,24873,20358,16864,11360,5574,1807,271,,,0,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,0,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,3,78561,41308,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,16,-11,-7,-17,7,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,24.076389,15.375,30.888889,0.0,12.479167,49.287037
IN,2021-02-23,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,16738,138,805844,11046914,156705,213036275,277205,10585757,206093,1321635,483298,11907392,,,,1,1,2,3,7,,,4238,8032,24237,24874,20359,16866,11363,5581,1807,271,,,,0,0,0,0,0,,,1,0,1,2,5,5,17,9,3,0,,,,0,0,0,0,0,,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,6,78569,41314,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,16,-11,-7,-18,8,3,2,2,4,0,3,0,3,0,2,0,0,2,3,2,0,0,4,2,61.57,24.680556,14.868056,32.111111,0.0,11.597222,44.642493
IN,2021-02-24,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,16577,120,793383,11063491,156825,213829658,299122,10884879,160119,1481754,459241,12366633,,,,,2,3,6,4,3,,4238,8032,24237,24874,20361,16869,11369,5585,1810,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,6,78581,41320,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-21,18,-14,-5,-14,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,2,63.43,25.305556,15.0,33.034722,0.0,11.819444,43.507512
IN,2021-02-25,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,16488,113,831807,11079979,156938,214661465,321309,11206188,379105,1860859,700414,13067047,,,,1,1,2,1,3,6,,4238,8032,24237,24875,20362,16871,11370,5588,1816,271,,,,0,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,0,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,2,78593,41322,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,17,-13,-6,-16,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,2,63.43,26.357143,15.928571,34.833333,0.0,12.968254,43.858413
IN,2021-02-26,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,16752,113,773918,11096731,157051,215435383,346669,11552857,343224,2204083,689893,13756940,,,,1,1,,4,6,2,,4238,8032,24237,24876,20363,16871,11374,5594,1818,271,,,,0,0,,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,0,0,,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,5,78602,41327,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,19,-14,-6,-16,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,2,63.43,27.270833,17.673611,35.0625,0.0,13.090278,42.091529
IN,2021-02-27,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,15510,106,795723,11112241,157157,216231106,235812,11788669,249795,2453878,485607,14242547,,,,,2,1,6,5,4,,4238,8032,24237,24876,20365,16872,11380,5599,1822,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,7,78613,41334,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-23,16,-12,-6,-11,7,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,2,63.43,27.5,16.715278,35.305556,0.0,11.923611,38.905914
IN,2021-02-28,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,12286,91,627668,11124527,157248,216858774,56406,11845075,2313,2456191,58719,14301266,,,,,1,,4,6,5,,4238,8032,24237,24876,20366,16872,11384,5605,1827,271,,,,,0,,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,5,78624,41339,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-23,13,-7,-3,-2,5,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,2,63.43,28.208333,17.597222,35.659722,0.0,12.840278,39.607861
IN,2021-03-01,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,14989,98,759283,11139516,157346,217618057,411262,12256337,141608,2597799,552870,14854136,,,,,1,2,7,3,1,,4238,8032,24237,24876,20367,16874,11391,5608,1828,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,3,78635,41342,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-21,20,-10,-7,-15,7,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,3,63.43,28.769841,18.785714,36.142857,0.0,13.412698,39.644745
IN,2021-03-02,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,17407,89,785220,11156923,157435,218403277,650434,12906771,116179,2713978,766613,15620749,,,,,1,3,3,6,4,,4238,8032,24237,24876,20368,16877,11394,5614,1832,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,5,78647,41347,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-22,18,-11,-7,-17,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,3,63.43,27.513889,18.833333,33.958333,0.0,11.368056,37.533899
IN,2021-03-03,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,16838,113,775631,11173761,157548,219178908,832350,13739121,162949,2876927,995299,16616048,,,1,,1,2,3,9,,,4238,8032,24238,24876,20369,16879,11397,5623,1832,271,,,0,,0,0,0,0,,,1,0,1,2,5,5,17,9,3,0,,,0,,0,0,0,0,,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,8,78655,41355,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-20,22,-13,-4,-13,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,3,63.43,26.111111,15.902778,32.819444,0.0,9.743056,36.438016
IN,2021-03-04,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,18327,108,761834,11192088,157656,219940742,1057714,14796835,331741,3208668,1389455,18005503,,,,,1,2,5,5,1,,4238,8032,24238,24876,20370,16881,11402,5628,1833,271,,,,,0,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,0,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,7,78662,41362,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-21,20,-12,-6,-14,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,3,63.43,26.547619,15.373016,35.111111,0.0,10.47619,37.272014
IN,2021-03-05,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,18711,100,751935,11210799,157756,220692677,1199848,15996683,292353,3501021,1492201,19497704,,,,,,1,7,6,2,,4238,8032,24238,24876,20370,16882,11409,5634,1835,271,,,,,,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,,,,,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,3,78675,41365,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-20,23,-13,-5,-14,8,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,3,63.43,27.52381,17.047619,35.626984,0.0,10.896825,36.636147
IN,2021-03-06,ChIJkbeSa_BfYzARphNChaFPjNc,Q668,country/IND,IN,India,IN,IND,0,18599,97,737830,11229398,157853,221430507,1171620,17168303,253020,3754041,1424640,20922344,,1,,,,1,4,6,4,,4238,8033,24238,24876,20370,16883,11413,5640,1839,271,,0,,,,0,0,0,0,,1,0,1,2,5,5,17,9,3,0,,0,,,,0,0,0,0,,78,194,463,508,362,283,208,59,13,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,9,78682,41374,0,0,30,13,0,0,3431,1712,1380004385,717100970,662903415,895386226,471031528,29399141,214179435,464.149,0.64,234861634,252201518,239902073,215636276,169660174,128132230,87150811,39175398,13284271,2875142314811,2104,0.44,304716,22.8,83.0,3287259,2980489,222688,69.416,11.5,10.4,29.9,203.623,147.161,184.3,23.3,1.7271,0.8571,69.293098,43.239937,-21,20,-12,-4,-4,6,2,2,2,4,0,3,1,3,0,2,0,0,2,3,2,0,0,4,3,63.43,27.333333,17.652778,34.576389,0.0,8.979167,32.670551
