location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
VE,2020-10-07,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,608,6,80404,671,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-28,-7,-24,-23,-26,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,25.544444,21.0,30.822222,0.0,21.472222,76.882236
VE,2020-10-08,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,615,7,81019,678,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-29,-7,-26,-25,-25,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,26.555556,22.2,31.4,0.0,21.694444,74.279578
VE,2020-10-09,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,677,6,81696,684,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-31,-9,-29,-28,-22,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,25.633333,21.8,30.4,0.0,21.972222,79.916403
VE,2020-10-10,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,757,7,82453,691,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-26,-3,-29,-24,0,11,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,25.433333,20.744444,31.2,0.0,21.111111,76.319625
VE,2020-10-11,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,684,6,83137,697,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-31,-10,-27,-30,-1,9,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,25.805556,21.930556,31.5,0.0,21.0,74.356053
VE,2020-10-12,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,619,7,83756,704,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-49,-25,-38,-51,-46,20,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.805556,22.25,30.75,0.0,21.12963,74.24357
VE,2020-10-13,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,635,6,84391,710,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-40,-16,-36,-40,-31,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.777778,21.5,30.0,0.0,20.592593,72.774235
VE,2020-10-14,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,614,4,85005,714,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-38,-11,-34,-36,-29,17,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.527778,20.972222,31.319444,0.0,20.759259,74.766196
VE,2020-10-15,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,464,6,85469,720,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-39,-8,-36,-35,-29,17,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.855556,22.777778,31.2,0.0,21.819444,77.834412
VE,2020-10-16,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,289,5,85758,725,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-39,-6,-36,-35,-25,17,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,21.546296,20.8,30.644444,0.0,20.513889,72.922805
VE,2020-10-17,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,531,6,86289,731,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-36,-1,-38,-31,-5,13,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,21.37037,21.4,30.0,0.0,21.740741,76.020589
VE,2020-10-18,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,347,5,86636,736,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-40,-8,-35,-33,-5,12,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,26.0,21.2,30.822222,0.0,20.763889,73.235334
VE,2020-10-19,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,525,5,87161,741,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-26,0,-24,-21,-21,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,26.955556,20.4,31.6,0.0,20.611111,68.661798
VE,2020-10-20,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,483,6,87644,747,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-26,0,-25,-24,-24,14,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,26.188889,21.4,31.4,0.0,21.083333,73.4554
VE,2020-10-21,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,391,6,88035,753,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-22,4,-18,-19,-21,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,26.477778,22.4,31.088889,0.0,21.361111,73.168037
VE,2020-10-22,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,381,6,88416,759,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-23,3,-18,-20,-22,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,26.688889,22.977778,31.0,0.0,20.027778,67.184523
VE,2020-10-23,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,88416,759,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-24,3,-18,-21,-17,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,27.011111,22.4,31.2,0.0,19.972222,65.39758
VE,2020-10-24,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,726,11,89142,770,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-22,5,-18,-17,2,10,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,21.416667,22.5,30.066667,0.0,20.736111,73.789165
VE,2020-10-25,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,423,3,89565,773,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-25,1,-15,-20,3,8,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,84.26,25.011111,22.0,28.0,0.0,20.361111,75.090737
VE,2020-10-26,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,482,4,90047,777,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-37,-9,-28,-36,-25,15,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,28.466667,23.566667,31.6,0.0,20.930556,64.24542
VE,2020-10-27,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,353,3,90400,780,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-34,-6,-28,-34,-27,15,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.527778,21.0,30.75,0.0,20.925926,76.410125
VE,2020-10-28,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,476,4,90876,784,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-34,-8,-28,-31,-26,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,20.322222,21.375,30.569444,0.0,20.648148,76.070522
VE,2020-10-29,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,404,5,91280,789,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-35,-8,-30,-31,-26,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.5,21.222222,31.5,0.0,21.259259,78.200237
VE,2020-10-30,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,309,4,91589,793,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-35,-5,-31,-29,-21,15,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,3,0,87.96,25.527778,21.25,31.0,0.0,21.37037,79.455662
VE,2020-10-31,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,424,5,92013,798,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-30,1,-31,-25,-1,13,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,26.166667,22.0,30.75,0.0,21.62963,77.205123
VE,2020-11-01,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,312,3,92325,801,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-38,-11,-34,-31,-6,12,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,24.236111,22.25,27.0,0.0,22.074074,87.124656
VE,2020-11-02,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,380,4,92705,805,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-22,1,-20,-16,-18,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,19.966667,21.680556,29.555556,0.0,21.555556,81.303607
VE,2020-11-03,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,395,5,93100,810,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-21,3,-20,-16,-21,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,25.819444,22.222222,30.25,0.0,21.166667,75.647843
VE,2020-11-04,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,380,4,93480,814,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-23,0,-22,-19,-21,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,25.208333,22.25,28.5,0.0,21.194444,78.52018
VE,2020-11-05,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,441,5,93921,819,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-22,1,-22,-16,-20,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,19.5,22.375,28.75,0.0,21.430556,83.709197
VE,2020-11-06,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,384,2,94305,821,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-23,1,-22,-17,-15,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,20.333333,22.0,30.75,0.0,21.388889,79.594264
VE,2020-11-07,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,393,3,94698,824,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-17,8,-19,-9,4,9,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,20.2,21.972222,30.5,0.0,21.888889,82.483796
VE,2020-11-08,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,185,2,94883,826,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-23,-2,-21,-17,0,9,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,25.766667,22.5,29.8,0.0,21.194444,75.645621
VE,2020-11-09,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,266,4,95149,830,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-35,-9,-31,-33,-23,15,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,24.277778,21.75,29.5,0.0,21.12963,82.028856
VE,2020-11-10,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,296,4,95445,834,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-32,-5,-31,-31,-25,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,24.541667,21.944444,29.0,0.0,21.648148,83.646117
VE,2020-11-11,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,305,4,95750,838,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-31,-3,-28,-28,-24,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,20.433333,22.138889,30.25,0.0,21.425926,78.737593
VE,2020-11-12,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,390,3,96140,841,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-32,-4,-30,-28,-24,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,25.347222,21.5,30.125,0.0,21.694444,80.364639
VE,2020-11-13,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,301,3,96441,844,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-32,-4,-32,-28,-19,16,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,20.066667,21.0,30.75,0.0,21.347222,79.809049
VE,2020-11-14,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,492,4,96933,848,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-27,2,-32,-23,2,12,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,19.666667,21.402778,31.0,0.0,21.296296,82.177326
VE,2020-11-15,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,419,3,97352,851,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-31,-3,-31,-25,2,11,3,3,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,87.96,25.486111,22.0,30.75,0.0,21.351852,78.305553
VE,2020-11-16,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,387,4,97739,855,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-20,2,-20,-14,-16,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,24.208333,21.402778,29.25,0.0,20.907407,81.327816
VE,2020-11-17,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,311,3,98050,858,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-21,1,-23,-15,-20,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,24.75,22.194444,27.847222,0.0,21.685185,83.575042
VE,2020-11-18,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,300,2,98350,860,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-20,4,-17,-13,-19,13,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,24.027778,21.694444,29.5,0.0,21.5,86.138837
VE,2020-11-19,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,315,3,98665,863,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,-18,6,-19,-8,-17,12,3,2,2,4,1,2,2,4,0,2,0,0,2,3,0,0,0,4,0,84.26,25.222222,20.930556,30.5,0.0,20.537037,76.556739
