location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
VE,2020-01-11,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.777778,23.666667,32.333333,0.0,21.537037,69.491489
VE,2020-01-12,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.592593,23.259259,32.333333,0.0,21.537037,66.556721
VE,2020-01-13,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.703704,23.12963,32.666667,0.0,21.314815,68.846712
VE,2020-01-14,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.648148,23.074074,32.462963,0.0,20.722222,62.988081
VE,2020-01-15,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.325397,21.452381,32.309524,0.0,19.420635,66.268119
VE,2020-01-16,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.261905,23.515873,31.611111,0.0508,21.222222,70.053055
VE,2020-01-17,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.452381,24.785714,31.357143,0.0,20.992063,64.701649
VE,2020-01-18,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.761905,21.912698,32.246032,0.0,20.865079,70.553705
VE,2020-01-19,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.698413,21.642857,32.674603,0.0,19.904762,66.873732
VE,2020-01-20,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.592593,24.0,32.0,0.0,22.277778,69.21406
VE,2020-01-21,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.555556,24.259259,33.462963,0.0,21.925926,64.67584
VE,2020-01-22,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.333333,24.592593,32.666667,0.0,22.351852,66.870794
VE,2020-01-23,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.75,24.805556,34.0,0.0,22.138889,64.725638
VE,2020-01-24,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.047619,21.119048,33.642857,0.0,18.412698,56.865362
VE,2020-01-25,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.198413,20.0,34.579365,0.0,17.666667,57.237282
VE,2020-01-26,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.992063,20.603175,33.65873,0.0,18.952381,62.234332
VE,2020-01-27,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.769841,21.396825,34.071429,0.0,19.452381,61.195175
VE,2020-01-28,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.174603,21.65873,34.515873,0.0,19.174603,58.962485
VE,2020-01-29,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.404762,20.428571,34.444444,0.0,18.150794,57.837636
VE,2020-01-30,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.214286,20.626984,34.285714,0.0,18.357143,59.0763
VE,2020-01-31,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.206349,22.055556,31.84127,0.0,20.34127,70.748318
VE,2020-02-01,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.349206,27.68254,34.079365,0.0,19.822222,54.118197
VE,2020-02-02,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.436508,21.714286,34.65873,0.0,18.357143,55.230031
VE,2020-02-03,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.84127,21.603175,33.809524,0.0,18.484127,57.385538
VE,2020-02-04,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.984127,20.944444,32.857143,0.0,17.857143,58.486484
VE,2020-02-05,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.420635,19.571429,33.992063,0.0,16.777778,56.197927
VE,2020-02-06,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.174603,21.007937,33.539683,0.0,17.396825,55.928953
VE,2020-02-07,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.18254,20.865079,33.65873,0.0,17.174603,55.196246
VE,2020-02-08,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.230159,20.34127,32.349206,0.0,16.714286,56.588064
VE,2020-02-09,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.714286,20.039683,31.642857,0.0,17.62037,58.512171
VE,2020-02-10,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,27.277778,20.571429,33.373016,0.0,17.087302,55.238132
VE,2020-02-11,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,27.365079,21.626984,33.325397,0.0,16.531746,52.624704
VE,2020-02-12,ChIJAdjLNstTKIwR003VfFjyoNw,Q717,country/VEN,VE,Venezuela,VE,VEN,0,0,0,0,0,,,,,,,28435943,13984932,14451011,3353461,25162368,2935501,9431165,32.238,0.761,5094599,5158568,4130339,4027921,3564974,3014983,2042555,989860,412144,272644,8.0,-67.0,912050,868222,34403,72.128,7.0,21.4,206.678,94.804,34.6,18.1,0.9416,94.229378,59.353085,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,27.230159,21.428571,33.428571,0.0,17.68254,56.859271
