location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
SY,2020-07-12,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,23,3,417,19,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.270833,24.034722,35.305556,0.0,,17.284722,49.615635
SY,2020-07-13,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,22,2,439,21,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.452381,23.698413,34.904762,0.0,,16.47619,47.390216
SY,2020-07-14,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,19,1,458,22,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.388889,23.990741,36.768519,0.0,,14.481481,40.846877
SY,2020-07-15,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,19,0,477,22,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.301587,23.142857,36.34127,0.0,,15.119048,44.719399
SY,2020-07-16,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,19,3,496,25,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.674603,23.039683,35.861111,0.0,,15.428571,46.088467
SY,2020-07-17,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,496,25,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.144444,22.755556,34.966667,0.0,,15.922222,45.915436
SY,2020-07-18,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,496,25,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,29.703704,21.648148,35.037037,0.0,,16.583333,47.869739
SY,2020-07-19,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,26,4,522,29,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.0,21.111111,36.486111,0.0,,16.777778,48.620985
SY,2020-07-20,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,18,2,540,31,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.230159,20.626984,37.936508,0.0,,14.34127,42.479047
SY,2020-07-21,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,21,1,561,32,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.952381,22.944444,37.071429,0.0,,15.809524,42.247726
SY,2020-07-22,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,23,3,584,35,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.960317,23.309524,36.880952,0.0,,14.095238,39.13745
SY,2020-07-23,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,24,0,608,35,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,32.055556,23.569444,37.548611,0.0,,16.201389,43.273752
SY,2020-07-24,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,19,1,627,36,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.854167,23.6875,37.076389,0.0,,16.819444,45.204423
SY,2020-07-25,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,23,2,650,38,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.365079,23.603175,35.174603,0.0,,18.920635,53.300902
SY,2020-07-26,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,24,2,674,40,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,31.375,22.222222,37.451389,0.0,,15.972222,41.998805
SY,2020-07-27,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,20,0,694,40,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,32.142857,22.880952,38.888889,0.0,,14.079365,38.459663
SY,2020-07-28,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,23,0,717,40,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,33.452381,25.18254,39.055556,0.0,,17.738095,45.243315
SY,2020-07-29,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,21,1,738,41,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,32.805556,24.231481,38.342593,0.0,,14.935185,39.80194
SY,2020-07-30,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,19,2,757,43,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,33.2,25.222222,37.9,0.0,,12.911111,36.275376
SY,2020-07-31,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,23,0,780,43,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,32.922222,26.2,37.444444,0.0,,13.2,36.542016
SY,2020-08-01,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,29,1,809,44,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,32.031746,25.690476,36.325397,0.0,,15.230159,42.239664
SY,2020-08-02,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,38,2,847,46,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,1,2,3,0,0,0,0,2,1,1,0,0,0,0,69.44,30.787037,25.65873,36.444444,0.0,,15.81746,47.30163
SY,2020-08-03,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,45,0,892,46,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,31.566667,25.566667,35.444444,0.0,,13.555556,39.704568
SY,2020-08-04,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,52,2,944,48,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,30.912698,24.380952,35.087302,0.0,,15.396825,45.000424
SY,2020-08-05,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,55,0,999,48,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,30.791667,24.236111,36.034722,0.0,,17.0625,48.007249
SY,2020-08-06,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,61,0,1060,48,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,32.111111,24.925926,36.851852,0.0,,15.398148,42.135323
SY,2020-08-07,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,65,2,1125,50,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,31.731481,23.75,36.425926,0.0,,14.509259,43.3571
SY,2020-08-08,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,63,2,1188,52,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,30.484127,23.333333,35.738095,0.0,,17.007937,48.986845
SY,2020-08-09,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,67,0,1255,52,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,29.12963,23.944444,33.435185,0.0,,17.37037,50.742757
SY,2020-08-10,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,72,1,1327,53,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,3,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,65.74,28.801587,23.698413,32.412698,0.0,,18.055556,53.717622
SY,2020-08-11,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,75,0,1402,53,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.361111,22.583333,33.8125,0.0,,17.951389,52.268797
SY,2020-08-12,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,30,2,1432,55,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,30.222222,23.388889,34.984127,0.0,,16.015873,46.734935
SY,2020-08-13,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,83,3,1515,58,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,30.706349,24.206349,35.5,0.0,,14.039683,44.036509
SY,2020-08-14,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,78,2,1593,60,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,30.935185,23.351852,35.537037,0.0,,12.324074,36.635945
SY,2020-08-15,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,84,4,1677,64,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,30.777778,22.979167,35.736111,0.0,,10.402778,33.017554
SY,2020-08-16,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,87,4,1764,68,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.611111,22.520833,34.868056,0.0,,10.736111,36.351347
SY,2020-08-17,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,80,5,1844,73,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.715278,22.75,35.222222,0.0,,12.631944,40.194925
SY,2020-08-18,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,83,5,1927,78,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.825397,22.825397,34.746032,0.0,,14.769841,45.269787
SY,2020-08-19,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,81,4,2008,82,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,31.101852,22.796296,35.444444,0.0,,14.583333,40.755323
SY,2020-08-20,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,65,1,2073,83,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.246032,22.031746,33.666667,0.0,,17.206349,50.276897
SY,2020-08-21,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,70,2,2143,85,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,28.666667,22.104167,33.833333,0.0,,17.784722,53.272365
SY,2020-08-22,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,74,4,2217,89,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.357143,23.02381,34.150794,0.0,,13.404762,41.265146
SY,2020-08-23,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,76,3,2293,92,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.333333,21.533333,33.944444,0.0,,8.422222,29.851423
SY,2020-08-24,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,72,3,2365,95,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.125,20.465278,35.020833,0.0,,10.0,33.688674
SY,2020-08-25,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,75,3,2440,98,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.3125,20.861111,35.763889,0.0,,11.284722,37.500441
SY,2020-08-26,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,64,2,2504,100,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,30.013889,21.381944,35.513889,0.0,,14.472222,42.57351
SY,2020-08-27,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,59,3,2563,103,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,2,2,2,3,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,62.04,29.9,22.544444,34.777778,0.0,,16.455556,47.40735
