location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
SY,2020-01-24,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.103175,1.960317,9.769841,2.032,,-6.904762,40.679604
SY,2020-01-25,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.777778,-0.063492,12.261905,0.0,,-7.079365,38.32627
SY,2020-01-26,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.37963,2.212963,15.203704,0.0,,0.990741,56.319783
SY,2020-01-27,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.159722,2.993056,14.75,0.0,,3.354167,68.398343
SY,2020-01-28,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.618056,4.423611,13.3125,0.036286,,4.319444,70.27184
SY,2020-01-29,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.685185,6.611111,13.555556,4.953,,5.935185,77.804525
SY,2020-01-30,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.111111,7.007937,12.380952,4.191,,7.928571,86.853583
SY,2020-01-31,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.62037,4.990741,12.138889,8.4328,10.16,1.314815,60.415685
SY,2020-02-01,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,8.138889,3.953704,11.814815,1.354667,,-3.305556,45.193839
SY,2020-02-02,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,9.349206,3.055556,14.587302,0.0,,0.579365,55.22897
SY,2020-02-03,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,8.37963,2.768519,13.037037,0.0,,1.361111,61.856064
SY,2020-02-04,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,9.412698,6.436508,11.984127,0.169333,,5.325397,75.906683
SY,2020-02-05,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,9.953704,6.907407,13.0,6.858,10.16,7.851852,87.521194
SY,2020-02-06,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,12.103175,6.825397,16.007937,1.312333,,6.777778,71.800482
SY,2020-02-07,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,9.253968,6.952381,11.595238,5.503333,,6.253968,81.917779
SY,2020-02-08,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,5.907407,1.833333,9.296296,9.5504,,-1.435185,59.863678
SY,2020-02-09,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,1.666667,-2.173611,4.583333,0.15875,,-11.909722,36.473095
SY,2020-02-10,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,-0.092593,-4.148148,3.675926,0.0,,-12.092593,41.556725
SY,2020-02-11,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,1.430556,-4.944444,5.597222,0.471714,,-8.270833,51.2054
SY,2020-02-12,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,1.811111,0.322222,3.455556,1.439333,,-3.6,67.71133
SY,2020-02-13,ChIJp8Y8QdzmGBURIPYqiPRGdYc,Q858,country/SYR,SY,Syria,SY,SYR,0,0,0,0,0,,,,,,,,17500657,8760065,8740592,7712116,9358019,2353637,5502085,95.304,0.536,3635903,3325125,3099983,2907193,1928901,1285346,822365,355547,140294,184840,35.216667,38.583333,185180,173463,11955,71.779,13.5,14.0,237.292,73.258,75.2,21.8,1.5406,1.2874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,1.861111,-0.166667,3.064815,5.334,13.546667,0.398148,90.092411
