location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MU,2020-09-17,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,1,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-15,-20,-24,-7,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.111111,17.513889,24.347222,0.381,14.527778,66.469533
MU,2020-09-18,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-13,-11,-22,-21,5,3,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.527778,17.805556,25.125,0.0635,14.486111,64.389712
MU,2020-09-19,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-7,-31,-28,19,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.458333,18.5,25.222222,0.381,14.430556,65.288141
MU,2020-09-20,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-6,-10,-21,-39,-20,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.819444,19.444444,25.0,0.762,15.777778,68.979499
MU,2020-09-21,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-13,-17,-27,-29,-10,4,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,22.208333,19.194444,25.583333,0.084667,15.152778,64.653087
MU,2020-09-22,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-12,-17,-19,-7,3,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.625,18.305556,25.25,0.0,15.152778,67.222001
MU,2020-09-23,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-14,-12,-23,-17,0,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,20.972222,16.652778,25.097222,0.0,14.458333,66.627665
MU,2020-09-24,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-15,-12,-23,-17,-5,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,20.708333,16.0,24.875,0.0,14.111111,66.210701
MU,2020-09-25,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-13,-8,-27,-17,7,3,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.527778,17.027778,25.375,0.0,15.805556,70.035845
MU,2020-09-26,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,367,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-6,2,-30,-21,22,1,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.708333,18.722222,25.875,0.127,15.166667,66.56803
MU,2020-09-27,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,3,0,370,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-6,-1,-25,-34,-18,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,21.847222,18.777778,25.152778,0.508,16.958333,74.53945
MU,2020-09-28,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,11,0,381,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-8,-2,-23,-18,-5,3,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,23.097222,19.875,26.152778,1.905,17.958333,73.049427
MU,2020-09-29,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,381,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-4,-1,-21,-13,-6,2,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,23.0,20.305556,26.458333,0.0,18.361111,75.572685
MU,2020-09-30,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,381,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-4,1,-24,-10,-2,-1,0,0,0,0,0,0,0,4,2,1,0,0,2,3,2,0,0,3,0,22.22,22.305556,19.222222,25.638889,0.508,17.777778,75.963655
MU,2020-10-01,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,381,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-7,1,-21,-9,-5,-3,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,22.402778,18.875,26.180556,0.0,17.486111,73.945049
MU,2020-10-02,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,4,0,385,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-5,2,-22,-6,4,-2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,22.416667,18.194444,26.472222,0.0,17.541667,74.035152
MU,2020-10-03,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,385,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-1,7,-24,-11,18,-5,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,23.013889,17.972222,27.180556,0.0,17.944444,73.164767
MU,2020-10-04,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,2,0,387,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,0,3,-9,-27,-20,-4,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,22.625,19.981481,26.972222,0.0,18.444444,77.446788
MU,2020-10-05,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,8,0,395,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-6,-5,-24,-21,-29,2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,18.652778,14.625,23.597222,1.693333,18.111111,84.07226
MU,2020-10-06,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,395,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-8,-7,-21,-12,-8,-1,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,21.902778,19.703704,25.694444,12.954,18.875,83.001717
MU,2020-10-07,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,395,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-11,-9,-25,-10,-1,-1,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,23.555556,19.972222,27.222222,0.0,20.111111,81.142183
MU,2020-10-08,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,395,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-11,-8,-22,-11,-4,1,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,23.986111,21.152778,27.25,0.3175,19.986111,78.374675
MU,2020-10-09,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,395,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-12,-10,-28,-11,8,1,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,24.111111,20.847222,27.472222,0.0635,19.652778,76.191314
MU,2020-10-10,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,395,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-8,-6,-22,-15,21,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,23.902778,20.597222,27.527778,0.0,19.819444,78.073469
MU,2020-10-11,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,9,0,404,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-4,-6,-9,-32,-18,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,24.027778,20.722222,27.333333,0.254,19.625,76.577177
MU,2020-10-12,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,3,0,407,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-12,-14,-30,-21,-7,2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,3,0,16.67,23.333333,20.25,26.680556,0.0,18.638889,75.47893
MU,2020-10-13,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,407,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-12,-19,-11,-6,2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.986111,21.194444,27.097222,2.4765,19.236111,75.175308
MU,2020-10-14,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,407,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-9,-22,-14,0,1,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,24.097222,20.569444,27.305556,1.397,19.166667,74.024042
MU,2020-10-15,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,407,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-12,-7,-22,-12,-5,2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.680556,20.0,27.305556,0.0,18.444444,72.562215
MU,2020-10-16,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,407,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-13,-6,-26,-12,6,3,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.541667,19.777778,27.527778,0.127,18.027778,71.449257
MU,2020-10-17,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,407,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-17,-7,-34,-22,20,3,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,22.25,15.555556,26.944444,0.0635,17.680556,75.772768
MU,2020-10-18,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,13,0,420,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-12,-5,-15,-33,-19,3,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.625,19.097222,27.305556,1.016,17.236111,67.445946
MU,2020-10-19,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,1,0,421,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-14,-9,-17,-24,-23,6,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.972222,20.777778,27.277778,0.0,17.680556,68.004495
MU,2020-10-20,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,421,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-12,-11,-9,-25,-23,5,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,24.194444,21.194444,27.402778,0.0,17.680556,67.260464
MU,2020-10-21,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,421,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-13,-12,-8,-24,-19,4,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,24.097222,21.097222,27.527778,0.0,17.513889,67.183355
MU,2020-10-22,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,14,0,435,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-13,-10,-6,-24,-23,4,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,24.013889,20.652778,27.430556,0.1905,17.847222,68.569112
MU,2020-10-23,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,435,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-16,-8,-10,-22,-12,5,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.680556,20.75,27.125,0.635,17.208333,67.248456
MU,2020-10-24,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,435,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-18,-9,-22,-28,19,2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.027778,19.305556,26.430556,0.127,16.888889,68.711242
MU,2020-10-25,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,4,0,439,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-15,-8,-20,-39,-21,3,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,22.597222,19.152778,25.666667,5.334,17.319444,72.80386
MU,2020-10-26,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,439,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-8,-21,-20,-5,2,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.138889,20.25,26.472222,2.370667,18.125,73.51015
MU,2020-10-27,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,2,0,441,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-4,-4,-10,-12,-6,1,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.388889,20.194444,26.694444,2.4765,18.180556,72.656803
MU,2020-10-28,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,441,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-2,3,-16,-11,-1,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,23.458333,19.555556,26.875,0.0,18.138889,72.309304
MU,2020-10-29,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,441,10,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-3,3,-22,-11,-9,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,0,0,1,0,16.67,22.097222,19.555556,26.25,0.0,16.361111,70.322161
