location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BW,2020-01-16,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,25.888889,19.75,31.25,0.0,17.166667,58.814382
BW,2020-01-17,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,26.222222,21.425926,30.333333,0.0,17.537037,59.923458
BW,2020-01-18,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,24.537037,17.666667,30.833333,1.143,17.472222,59.51188
BW,2020-01-19,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,30.944444,22.055556,35.611111,0.0,15.083333,38.264748
BW,2020-01-20,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,27.259259,20.796296,33.037037,0.0,17.685185,56.253274
BW,2020-01-21,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.0,19.703704,34.407407,0.0,16.555556,50.007718
BW,2020-01-22,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,32.222222,25.0,37.0,0.0,14.111111,33.419983
BW,2020-01-23,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,31.888889,25.0,36.0,0.0,14.666667,35.301735
BW,2020-01-24,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,27.333333,23.0,34.0,0.0,17.388889,54.609039
BW,2020-01-25,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.111111,22.0,31.0,0.0,18.444444,62.711291
BW,2020-01-26,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,,,,,,
BW,2020-01-27,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,30.444444,26.0,36.0,0.0,16.444444,42.952873
BW,2020-01-28,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,27.888889,23.0,33.0,0.0,18.111111,55.323622
BW,2020-01-29,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,28.111111,20.0,35.0,0.0,17.166667,51.454977
BW,2020-01-30,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,25.388889,20.0,33.0,0.0,17.333333,61.03545
BW,2020-01-31,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,26.722222,20.0,33.0,0.0,16.777778,54.45653
BW,2020-02-01,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,27.833333,20.0,34.0,0.0,15.111111,45.870648
BW,2020-02-02,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,28.5,20.0,35.0,0.0,14.166667,41.515658
BW,2020-02-03,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,28.888889,22.0,34.0,0.0,15.5,44.229813
BW,2020-02-04,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,27.277778,21.0,35.0,0.0,17.5,55.172799
BW,2020-02-05,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,24.805556,19.25,29.5,,18.888889,70.356276
BW,2020-02-06,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,26.625,20.194444,31.791667,1.143,18.375,60.700546
BW,2020-02-07,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,25.083333,20.0,29.75,3.556,20.25,74.66261
BW,2020-02-08,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,26.407407,20.296296,31.5,1.016,19.462963,67.658353
BW,2020-02-09,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,27.777778,20.148148,32.611111,0.0,19.12963,60.167362
BW,2020-02-10,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,27.666667,21.240741,33.12963,2.455333,18.796296,60.669745
BW,2020-02-11,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,25.296296,19.537037,30.925926,5.672667,19.277778,69.336428
BW,2020-02-12,ChIJESJF0SFDpB4Re68Vhyp8ZPE,Q963,country/BWA,BW,Botswana,BW,BWA,0,0,0,,3,1,,,,,,,,2351625,1139099,1212526,687147,1616550,4.149,0.717,539005,472033,402509,365289,261015,146583,104251,48558,12382,18340510789,7961,0.424,1889339,-22.2,23.7,581730,69.275,20.0,5.8,30.0,249.384,161.962,101.3,20.3,5.403,0.5269,465.929321,13.946393,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13.89,25.875,19.986111,30.875,0.0,17.486111,60.628876
