location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BJ,2020-01-11,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.092593,22.138889,34.287037,0.169333,17.851852,59.656967
BJ,2020-01-12,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.354167,22.194444,35.805556,0.0,19.520833,56.36446
BJ,2020-01-13,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.479167,23.569444,36.201389,0.0,15.625,46.844675
BJ,2020-01-14,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.805556,21.833333,35.041667,0.0,10.263889,36.467874
BJ,2020-01-15,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.284722,20.055556,36.583333,0.0,8.361111,30.315744
BJ,2020-01-16,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.423611,21.645833,36.173611,0.0,10.069444,33.596514
BJ,2020-01-17,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.930556,21.354167,35.944444,0.0,9.979167,34.558439
BJ,2020-01-18,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.423611,21.076389,34.958333,0.0,10.486111,36.686386
BJ,2020-01-19,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.5,20.736111,33.229167,0.0,7.902778,31.801729
BJ,2020-01-20,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.597222,19.875,34.208333,0.0,10.006944,36.021435
BJ,2020-01-21,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.256944,20.979167,35.645833,0.0,12.0,37.48251
BJ,2020-01-22,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.215278,22.916667,35.888889,0.0,11.263889,33.86451
BJ,2020-01-23,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.631944,22.5,35.965278,0.0,10.006944,33.661565
BJ,2020-01-24,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.069444,22.340278,35.840278,0.0,3.576389,22.469381
BJ,2020-01-25,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.569444,21.041667,35.326389,0.0,0.847222,18.943986
BJ,2020-01-26,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.930556,18.986111,35.291667,0.0,1.326389,20.188505
BJ,2020-01-27,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.722222,19.583333,35.208333,0.0,4.618056,25.522984
BJ,2020-01-28,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.708333,19.805556,34.534722,0.0,6.75,29.913751
BJ,2020-01-29,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.958333,20.201389,36.472222,0.0,5.083333,25.306902
BJ,2020-01-30,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.465278,20.854167,36.666667,0.0,2.986111,22.776292
BJ,2020-01-31,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.125,20.1875,36.25,0.0,7.104167,30.148797
BJ,2020-02-01,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,28.361111,21.381944,35.694444,0.0,6.916667,29.31607
BJ,2020-02-02,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.701389,20.930556,35.451389,0.0,2.638889,21.450894
BJ,2020-02-03,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,26.881944,19.125,35.319444,0.0,0.743056,19.567507
BJ,2020-02-04,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.333333,19.520833,35.409722,0.0,4.368056,24.92557
BJ,2020-02-05,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.277778,20.409722,34.736111,0.0,6.986111,30.153818
BJ,2020-02-06,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.881944,20.923611,35.493056,0.0,4.583333,24.641454
BJ,2020-02-07,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,28.326389,21.236111,35.895833,0.0,3.458333,21.472804
BJ,2020-02-08,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,28.826389,21.256944,36.319444,0.0,3.159722,20.434174
BJ,2020-02-09,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1,2,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,28.659722,22.215278,35.944444,0.0,8.166667,30.239476
