location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BJ,2020-07-05,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,86,2,1285,23,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-5,3,2,-7,6,4,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.597222,22.201389,29.986111,6.35,22.118056,81.19473
BJ,2020-07-06,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1285,23,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-4,3,8,-7,-9,4,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.930556,22.576389,30.923611,3.1115,22.722222,82.725657
BJ,2020-07-07,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1285,23,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-5,3,3,-13,-10,4,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,26.119048,22.936508,30.865079,2.8448,22.904762,82.80214
BJ,2020-07-08,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1285,23,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-8,1,4,-15,-6,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.854167,22.472222,30.375,4.2545,22.6875,82.834788
BJ,2020-07-09,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1285,23,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-10,2,0,-13,-9,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.479167,22.881944,29.708333,8.763,22.645833,84.513494
BJ,2020-07-10,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,93,3,1378,26,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-5,3,2,-10,-7,6,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.361111,22.166667,28.180556,17.907,22.131944,87.431001
BJ,2020-07-11,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1378,26,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-5,4,2,-9,2,4,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.909722,21.909722,28.944444,3.447143,22.4375,86.251826
BJ,2020-07-12,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1378,26,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-7,2,1,-18,4,3,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.111111,22.625,28.673611,5.043714,22.625,86.177211
BJ,2020-07-13,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,85,2,1463,28,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-5,4,3,-8,-10,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.597222,21.756944,28.458333,7.747,22.111111,86.075674
BJ,2020-07-14,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1463,28,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-6,1,-1,-20,-9,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.486111,22.368056,27.75,9.525,22.298611,87.654814
BJ,2020-07-15,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1463,28,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-4,2,3,-16,-7,6,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.631944,22.4375,27.881944,10.19175,22.180556,86.263186
BJ,2020-07-16,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,139,3,1602,31,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-6,3,3,-14,-9,6,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.284722,22.319444,27.083333,8.85825,22.006944,87.18913
BJ,2020-07-17,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1602,31,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-3,5,5,-13,-7,6,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.708333,22.444444,28.756944,1.778,22.3125,86.610364
BJ,2020-07-18,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1602,31,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-4,5,3,-12,1,4,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.920635,22.412698,28.753968,6.858,22.349206,85.729792
BJ,2020-07-19,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,88,3,1690,34,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-5,2,3,-15,7,3,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.666667,21.861111,29.236111,3.52425,22.381944,87.196947
BJ,2020-07-20,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,4,0,1694,34,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-4,4,3,-5,-11,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.506944,21.625,29.270833,4.09575,22.214286,87.209472
BJ,2020-07-21,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1694,34,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-4,2,1,-13,-11,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.079365,21.865079,29.992063,10.668,22.47619,85.567379
BJ,2020-07-22,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1694,34,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-4,4,6,-14,-8,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.729167,21.506944,29.805556,11.684,22.361111,86.764203
BJ,2020-07-23,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,76,1,1770,35,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-3,6,4,-11,-8,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.451389,22.194444,29.048611,3.90525,22.465278,88.797074
BJ,2020-07-24,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1770,35,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-2,5,10,-9,-8,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.673611,21.534722,29.881944,26.63825,22.1875,86.221338
BJ,2020-07-25,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1770,35,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-2,5,8,-12,0,2,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.333333,22.069444,30.208333,5.207,22.055556,82.133093
BJ,2020-07-26,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1770,35,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-6,4,4,-12,4,3,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.159722,22.236111,27.506944,10.38225,22.4375,90.19908
BJ,2020-07-27,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,35,1,1805,36,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-2,5,9,-7,-11,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.826389,21.736111,29.402778,14.605,22.041667,84.555498
BJ,2020-07-28,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1805,36,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-3,5,8,-14,-11,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.412698,21.698413,28.18254,4.753429,21.873016,85.815648
BJ,2020-07-29,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1805,36,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-2,7,11,-9,-10,4,2,1,1,3,0,0,0,2,2,1,180000000,0,2,2,2,0,0,3,0,41.67,25.041667,21.291667,29.965278,1.397,21.763889,82.12785
BJ,2020-07-30,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1805,36,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,0,13,12,-5,-11,3,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.619048,21.619048,30.47619,3.991429,21.849206,79.781825
BJ,2020-07-31,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,104,2,1909,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-13,-6,6,-32,-48,12,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,22.951389,20.527778,25.847222,14.986,21.236111,90.127867
BJ,2020-08-01,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,5,0,1914,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-9,-4,7,-20,-16,6,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.208333,21.819444,29.708333,6.88975,22.0,82.46288
BJ,2020-08-02,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,22,0,1936,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-3,6,12,-11,5,2,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.541667,21.416667,28.555556,0.762,21.770833,84.599879
BJ,2020-08-03,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1936,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,-1,7,12,-3,-12,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.930556,21.534722,29.583333,0.0,21.305556,80.334809
BJ,2020-08-04,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1936,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,0,9,10,-12,-12,4,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.492063,21.349206,31.142857,0.0,20.761905,75.187869
BJ,2020-08-05,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1936,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,0,7,15,-8,-10,5,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.215278,21.013889,30.673611,0.0,20.472222,75.216303
BJ,2020-08-06,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1936,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,0,11,14,-4,-11,3,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.590278,21.0,28.618056,0.0,20.222222,76.729008
BJ,2020-08-07,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,1936,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,5,12,17,-2,-8,1,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.103175,21.555556,27.587302,0.0,20.666667,81.178137
BJ,2020-08-08,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,65,0,2001,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,5,11,16,4,2,0,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,23.986111,21.090278,28.611111,0.4445,20.625,81.638739
BJ,2020-08-09,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,13,0,2014,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,1,10,20,-4,9,0,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.472222,20.069444,29.430556,0.0,20.458333,78.370904
BJ,2020-08-10,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,2014,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,2,12,20,5,-9,3,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.708333,21.152778,29.305556,0.0,20.75,78.748872
BJ,2020-08-11,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,2014,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,4,11,16,-9,-9,2,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,24.548611,21.347222,28.652778,0.508,20.708333,79.298551
BJ,2020-08-12,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,2014,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,4,10,25,-4,-7,2,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,25.152778,20.256944,30.875,0.0,20.8125,76.980359
BJ,2020-08-13,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,0,0,2014,38,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,1,10,20,-4,-9,2,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,27.231481,21.148148,31.990741,0.0,21.083333,69.212965
BJ,2020-08-14,ChIJlVZ6BCtUIxAR9S5iy_h3suw,Q962,country/BEN,BJ,Benin,BJ,BEN,0,49,1,2063,39,,,,,,,,12123198,6054248,6068950,6153002,5648149,991000,107.513,0.515,3596950,2779486,2061768,1436443,981832,650681,379183,184835,52020,14390709094,1219,0.406,192784,8.833333,2.183333,114760,113916,1447,61.47,6.4,1.0,60.5,258.647,211.008,205.0,19.6,0.3888,0.0791,30.766447,13.838727,3,12,21,-5,-9,2,2,1,1,3,0,0,0,2,2,1,0,0,2,2,2,0,0,3,0,41.67,22.986111,20.8125,26.013889,14.12875,21.208333,89.747163
