location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
BT,2020-10-08,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1464,306,0,147850,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,24.190476,19.507937,27.912698,0.616857,,19.190476,75.209327
BT,2020-10-09,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,3,0,1447,309,0,149297,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,24.595238,19.230159,28.142857,0.0,,19.690476,75.317722
BT,2020-10-10,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1398,309,0,150695,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,24.539683,19.071429,28.428571,0.0,,19.547619,74.393451
BT,2020-10-11,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,4,0,520,313,0,151215,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,23.25,17.685185,27.592593,0.0,,17.833333,72.734881
BT,2020-10-12,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,3,0,1235,316,0,152450,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,22.055556,15.4,26.522222,0.8128,,16.055556,70.972082
BT,2020-10-13,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1381,316,0,153831,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,23.896825,18.142857,27.888889,0.145143,,18.81746,74.031107
BT,2020-10-14,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1033,316,0,154864,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,24.063492,17.785714,27.960317,0.0,,18.650794,72.585428
BT,2020-10-15,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1381,316,0,156245,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,21.488889,14.511111,26.2,0.0,,15.055556,65.806493
BT,2020-10-16,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,9,0,1492,325,0,157737,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,21.652778,16.375,25.166667,0.0,,17.513889,77.317724
BT,2020-10-17,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,2,0,1203,327,0,158940,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,22.152778,16.902778,25.583333,0.0,,17.5,74.934219
BT,2020-10-18,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,3,0,375,330,0,159315,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,22.703704,17.638889,25.981481,0.0,,17.398148,72.811013
BT,2020-10-19,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,774,331,0,160089,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,20.311111,15.722222,23.8,0.0,,15.266667,73.197416
BT,2020-10-20,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,1308,332,0,161397,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,20.077778,14.488889,24.155556,0.0,,13.788889,68.315708
BT,2020-10-21,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,4,0,1020,336,0,162417,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,19.755556,12.277778,24.455556,0.0,,13.011111,66.484089
BT,2020-10-22,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1078,336,0,163495,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,19.066667,12.155556,23.577778,0.4064,,13.011111,69.217469
BT,2020-10-23,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,4,0,1324,340,0,164819,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.866667,13.933333,22.288889,3.2004,,13.422222,73.137834
BT,2020-10-24,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,2,0,738,342,0,165557,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,19.324074,14.351852,22.935185,12.530667,,15.305556,79.273592
BT,2020-10-25,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,530,342,0,166087,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.1,13.455556,21.277778,17.78,,14.955556,82.723984
BT,2020-10-26,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,3,0,956,345,0,167043,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,19.65873,15.84127,23.452381,17.314333,40.64,17.293651,86.206918
BT,2020-10-27,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,1180,346,0,168223,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,20.420635,14.214286,24.452381,0.725714,50.8,14.960317,72.120808
BT,2020-10-28,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1256,346,0,169479,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,20.531746,13.357143,25.039683,0.0,,14.111111,68.036804
BT,2020-10-29,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,2,0,1088,348,0,170567,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.666667,10.722222,24.0,0.0,,9.763889,59.858183
BT,2020-10-30,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,2,349,0,170569,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,17.944444,8.402778,24.430556,0.0,,9.555556,60.381879
BT,2020-10-31,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,5,0,3216,354,0,173785,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.422222,9.566667,23.944444,0.0,10.16,10.811111,63.288785
BT,2020-11-01,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,2,0,322,356,0,174107,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.122222,10.655556,22.8,0.0,,12.433333,70.943501
BT,2020-11-02,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,2,0,1247,358,0,175354,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.277778,11.277778,23.3,0.0,,12.722222,71.147301
BT,2020-11-03,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1295,358,0,176649,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,18.044444,11.766667,23.177778,0.254,,12.166667,69.657124
BT,2020-11-04,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1215,358,0,177864,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,15.611111,8.9,21.7,0.0,,9.444444,67.589674
BT,2020-11-05,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,835,358,0,178699,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,14.622222,6.6,20.9,0.0,,6.5,59.286369
BT,2020-11-06,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,2240,359,0,180939,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,13.466667,6.044444,19.988889,0.0,,8.411111,71.677352
BT,2020-11-07,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,505,359,0,181444,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,14.666667,6.811111,20.655556,0.0,10.16,8.211111,66.296936
BT,2020-11-08,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,5,0,,364,0,,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,15.266667,6.344444,21.6,0.0,,6.866667,59.241066
BT,2020-11-09,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1917,364,0,183361,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,1,2,2,3,0,2,0,0,2,2,2,0,0,4,0,77.78,16.088889,6.577778,22.088889,0.0,,7.422222,59.638768
BT,2020-11-10,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1106,364,0,184467,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,15.077778,6.488889,21.7,0.0,,7.444444,61.56257
BT,2020-11-11,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,5,0,508,369,0,184975,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,14.922222,6.366667,22.1,0.0,,7.211111,60.4682
BT,2020-11-12,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1146,369,0,186121,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,17.212963,8.805556,23.37963,0.0,,9.231481,60.711893
BT,2020-11-13,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,6,0,1309,375,0,187430,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,15.211111,6.266667,22.6,0.0,,6.555556,58.514692
BT,2020-11-14,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1461,375,0,188891,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,17.920635,8.84127,24.333333,0.0,,10.333333,62.581884
BT,2020-11-15,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,2,0,493,377,0,189384,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,15.055556,6.822222,22.777778,0.1524,,6.555556,58.013647
BT,2020-11-16,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,1223,378,0,190607,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,18.198413,8.984127,24.309524,0.0,,9.928571,60.52213
BT,2020-11-17,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1187,378,0,191794,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,17.230159,9.515873,22.436508,0.0,,10.65873,65.992456
BT,2020-11-18,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,729,378,0,192523,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,13.75,6.152778,20.041667,0.0,,6.569444,63.624257
BT,2020-11-19,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,1060,378,0,193583,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,13.177778,7.011111,17.266667,0.0,,7.511111,70.54543
BT,2020-11-20,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,1,0,989,379,0,194572,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,13.833333,6.322222,19.544444,0.0,,4.736111,59.839778
BT,2020-11-21,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,3,0,704,382,0,195276,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,12.155556,6.122222,17.3,0.0,,4.366667,62.815632
BT,2020-11-22,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,4,0,435,386,0,195711,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,11.2,5.044444,17.944444,0.0,,3.822222,62.336515
BT,2020-11-23,ChIJz5XFc6WSWzcR2rw2KGWsDLs,Q917,country/BTN,BT,Bhutan,BT,BTN,0,0,0,826,386,0,196537,,,,,,,771612,410087,361525,445554,317538,20.243,0.612,125828,135993,153314,138681,89604,59014,36908,22234,10036,2446674102,3243,184629,27.45,90.5,38393,71.46,10.3,24.8,197.28,194.721,124.5,23.3,1.8518,0.4242,96.799301,12.880568,2,2,2,3,0,2,2,1,0,2,0,0,2,2,2,0,0,4,0,66.67,12.768519,5.731481,18.055556,0.0,,7.342593,70.091684
