location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
OM,2020-01-01,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.722222,14.527778,27.5,0.127,10.305556,51.324735
OM,2020-01-02,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.972222,14.194444,28.555556,0.127,12.972222,60.271166
OM,2020-01-03,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.194444,14.0,28.5,0.0,14.638889,66.264522
OM,2020-01-04,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
OM,2020-01-05,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.388889,15.888889,27.388889,0.127,16.694444,74.617906
OM,2020-01-06,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.694444,17.138889,28.277778,0.0,17.0,70.261784
OM,2020-01-07,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.25,17.111111,29.055556,0.0,11.722222,51.457675
OM,2020-01-08,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.138889,15.472222,26.861111,0.0,11.555556,54.329242
OM,2020-01-09,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.972222,15.75,27.0,0.0,14.194444,65.223416
OM,2020-01-10,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.111111,16.583333,27.638889,0.0,17.277778,74.088277
OM,2020-01-11,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.555556,18.305556,28.388889,0.127,17.333333,72.365668
OM,2020-01-12,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.722222,12.444444,22.0,2.159,2.527778,36.451371
OM,2020-01-13,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.861111,9.555556,23.555556,0.0,4.027778,42.488826
OM,2020-01-14,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.972222,9.694444,23.75,0.0,3.944444,44.856341
OM,2020-01-15,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.75,8.444444,22.916667,0.0,2.138889,39.951012
OM,2020-01-16,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.083333,9.75,24.388889,0.0,5.611111,46.792895
OM,2020-01-17,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.472222,9.722222,24.611111,0.0,5.722222,46.043729
OM,2020-01-18,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.027778,10.305556,25.666667,0.0,8.444444,53.517731
OM,2020-01-19,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.805556,11.055556,26.138889,0.0,11.583333,62.890995
OM,2020-01-20,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,19.222222,11.166667,26.861111,0.0,12.055556,63.199606
OM,2020-01-21,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,20.0,12.944444,27.0,0.0,12.194444,60.828321
OM,2020-01-22,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,20.277778,13.416667,27.194444,0.0,13.916667,66.866128
OM,2020-01-23,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,21.055556,14.916667,27.194444,0.0,14.333333,65.4684
OM,2020-01-24,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,21.666667,14.805556,28.166667,0.0,15.583333,68.342272
OM,2020-01-25,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,22.583333,17.055556,28.638889,0.0,15.861111,66.057302
OM,2020-01-26,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,21.0,14.138889,27.777778,0.0,6.805556,40.033523
OM,2020-01-27,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,16.75,11.416667,23.444444,0.0,3.638889,41.64296
OM,2020-01-28,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,17.0,9.75,24.527778,0.0,5.527778,46.773394
OM,2020-01-29,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,17.722222,10.361111,25.111111,0.0,6.638889,48.431455
OM,2020-01-30,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,18.5,11.111111,25.833333,0.0,6.305556,45.170559
OM,2020-01-31,ChIJv5vVqWaf1j0RF6ixZXZMBjo,Q842,country/OMN,OM,Oman,OM,OMN,0,0,0,0,0,,,,,,,,5106622,3370230,1736392,724209,4250777,1501635,1501635,16.5,0.821,832573,530304,1085543,1439820,684969,315600,142787,53058,21968,76983094928,15474,0.622,305138,21.0,57.0,309500,307667,5651,77.633,11.1,10.1,9.8,101.388,63.183,53.9,17.8,4.1965,2.0031,587.646301,39.328762,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,18.25,9.944444,27.0,0.0,2.388889,35.513942
