location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MM,2020-01-01,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.505556,13.238889,24.561111,1.4986,14.488889,73.475771
MM,2020-01-02,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.833333,14.894444,23.8,2.9972,16.211111,79.845502
MM,2020-01-03,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.638889,15.166667,24.972222,0.0,16.655556,78.151833
MM,2020-01-04,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.766667,15.488889,21.822222,12.982222,16.527778,87.51558
MM,2020-01-05,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.227778,15.688889,21.811111,5.559778,16.938889,87.20121
MM,2020-01-06,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.566667,15.138889,25.333333,0.6096,15.511111,73.112754
MM,2020-01-07,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.333333,10.617284,25.617284,0.0,13.469136,69.395145
MM,2020-01-08,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.555556,11.95,27.105556,0.0,13.477778,64.574651
MM,2020-01-09,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.144444,12.677778,27.561111,0.0,14.327778,65.992991
MM,2020-01-10,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.4,13.022222,28.011111,0.0,14.377778,65.040683
MM,2020-01-11,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.061111,13.483333,27.072222,0.0,14.727778,67.453904
MM,2020-01-12,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.75,11.788889,27.25,0.0,13.15,62.040581
MM,2020-01-13,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.611111,11.65,27.661111,0.0,12.666667,61.285695
MM,2020-01-14,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.644444,11.377778,27.644444,0.0,12.572222,61.373377
MM,2020-01-15,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.494444,11.855556,28.955556,0.0,13.759259,60.757862
MM,2020-01-16,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.533333,12.116667,28.833333,0.0,14.283951,62.494486
MM,2020-01-17,ChIJBylOcadSVjAREStiHOQOe7o,Q836,country/MMR,MM,Myanmar,MM,MMR,0,0,0,,0,0,,,,,,,,54409794,26220190,28189604,37371327,16674093,5243989,6649810,83.286,0.578,9021261,9916644,9163081,8072999,7219970,5573219,3603964,1423030,415626,76085852617,1407,0.473,50371,22.0,96.0,676590,657996,6960,66.867,20.3,3.9,36.8,247.696,149.971,156.4,24.2,0.9993,0.677,58.043957,44.247471,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.583333,11.916667,29.066667,0.0,13.533333,60.611586
