location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,new_deceased_male,new_deceased_female,cumulative_deceased_male,cumulative_deceased_female,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
PE,2020-01-01,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.37037,20.185185,26.259259,1.2192,20.9,77.487727
PE,2020-01-02,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.888889,19.703704,26.296296,14.774333,20.666667,79.093986
PE,2020-01-03,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.175926,19.916667,27.898148,1.185333,20.333333,72.807537
PE,2020-01-04,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.805556,21.333333,28.555556,4.995333,21.388889,74.268934
PE,2020-01-05,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.791667,21.847222,27.625,0.0,20.666667,65.881118
PE,2020-01-06,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.268519,20.722222,28.064815,0.0,21.255556,69.100513
PE,2020-01-07,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.787037,19.768519,27.416667,14.689667,20.511111,74.130968
PE,2020-01-08,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.564815,19.435185,27.0,2.921,21.122222,77.556955
PE,2020-01-09,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.842593,20.157407,28.990741,0.550333,20.833333,70.857047
PE,2020-01-10,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.87037,19.962963,28.657407,0.0,20.833333,71.264722
PE,2020-01-11,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.138889,21.037037,28.5,0.0,20.666667,69.771704
PE,2020-01-12,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.018519,18.740741,27.574074,0.169333,18.527778,64.03459
PE,2020-01-13,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.240741,20.064815,27.953704,0.0,20.377778,72.104831
PE,2020-01-14,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.305556,20.453704,28.12037,0.0,20.511111,72.07626
PE,2020-01-15,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.231481,19.796296,26.416667,1.651,20.044444,75.119193
PE,2020-01-16,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.351852,20.685185,28.185185,0.0,20.633333,72.71081
PE,2020-01-17,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.111111,20.583333,29.472222,0.0,20.744444,70.837113
PE,2020-01-18,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.101852,20.203704,26.5,4.6228,20.311111,79.462345
PE,2020-01-19,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.166667,17.703704,26.833333,0.084667,19.222222,72.099699
PE,2020-01-20,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.047619,19.515873,28.833333,0.399143,19.703704,71.387003
PE,2020-01-21,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.101852,20.5,26.796296,0.508,21.1,75.869854
PE,2020-01-22,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.240741,20.083333,27.333333,1.185333,21.122222,79.322619
PE,2020-01-23,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.37037,20.62963,24.583333,4.995333,20.833333,82.204599
PE,2020-01-24,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.074074,20.018519,27.314815,1.820333,21.055556,72.704048
PE,2020-01-25,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.02381,19.015873,26.365079,0.677333,19.425926,72.974973
PE,2020-01-26,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.208333,19.972222,26.986111,0.254,19.87037,68.866023
PE,2020-01-27,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.351852,20.398148,28.944444,0.0,20.544444,67.691278
PE,2020-01-28,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.638889,21.287037,28.833333,0.0,21.355556,68.292581
PE,2020-01-29,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.157407,19.574074,25.777778,0.508,20.077778,79.791922
PE,2020-01-30,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.435185,20.268519,26.935185,0.0,20.488889,75.47823
PE,2020-01-31,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,24.444444,20.583333,28.25,0.0,20.866667,73.776713
PE,2020-02-01,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,24.805556,21.12037,28.203704,0.0,20.6,71.129155
PE,2020-02-02,ChIJ9RRZwFDIBZERSAYheRIBnvI,Q419,country/PER,PE,Peru,PE,PER,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29381884,14450757,14931127,7120114,25390339,10554712,10554712,25.759,0.75,5140624,5035905,4895056,4379777,3660378,2772568,1846407,1078066,573103,226848050819,6977,0.586,288247,-9.4,-76.0,1285220,1256339,16425,76.516,4.8,6.6,11.1,146.37,84.815,63.9,12.6,2.4398,1.3048,332.570923,93.745949,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,22.055556,17.833333,27.074074,1.693333,18.916667,69.109698
