location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
LA,2020-01-01,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.672222,19.622222,30.705556,0.0,18.138889,63.378807
LA,2020-01-02,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.766667,18.883333,31.588889,0.0,18.038889,62.551019
LA,2020-01-03,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.005556,18.594444,32.372222,0.0,18.083333,61.875634
LA,2020-01-04,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.527778,19.05,31.45,0.0,17.188889,60.302043
LA,2020-01-05,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.183333,18.622222,31.083333,0.0,17.422222,62.324977
LA,2020-01-06,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.438889,18.027778,31.877778,0.0,17.588889,62.141415
LA,2020-01-07,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.17284,19.222222,32.87037,0.0,18.45679,62.770547
LA,2020-01-08,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.338889,19.377778,32.711111,0.0,18.216667,61.285719
LA,2020-01-09,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.222222,19.094444,33.083333,0.0,17.566667,59.495354
LA,2020-01-10,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,Q819,country/LAO,LA,Laos,LA,LAO,0,0,0,,0,0,,,,,,,,7275556,3651794,3623762,4613903,2555552,673061,31.523,0.601,1566742,1466251,1362625,1086529,772684,526577,317971,136164,40013,18173839128,2534,0.452,49903,18.2,104.1,236800,227855,1018,67.61,28.9,6.4,37.6,205.59,156.747,188.5,27.0,0.9522,0.3726,62.124634,28.691248,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.977778,18.461111,32.738889,0.0,17.277778,59.177352
