location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
CM,2020-05-04,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,2265,110,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-21,-16,-21,-19,-15,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.833333,20.0,30.0,4.064,18.333333,71.336931
CM,2020-05-05,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,2265,110,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-19,-14,-20,-16,-15,10,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.555556,19.222222,31.0,0.0,18.0,71.037712
CM,2020-05-06,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,2265,110,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-19,-12,-18,-17,-15,11,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,24.944444,19.222222,31.0,7.112,18.777778,68.626884
CM,2020-05-07,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,70,2,2335,112,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-16,-9,-15,-15,-15,10,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.833333,19.0,29.111111,2.032,19.111111,74.891321
CM,2020-05-08,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,2335,112,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-16,-10,-16,-15,-13,11,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,25.166667,18.777778,31.222222,5.08,18.888889,68.195654
CM,2020-05-09,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,244,4,2579,116,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-17,-13,-18,-16,-3,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.055556,19.0,30.0,0.0,19.444444,80.134338
CM,2020-05-10,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,110,11,2689,127,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-17,-13,-19,-18,2,8,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,,,,,,
CM,2020-05-11,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,111,11,2800,138,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-14,-10,-20,-12,-13,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.277778,19.0,28.0,2.032,19.333333,78.520596
CM,2020-05-12,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,154,3,2954,141,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-14,-10,-17,-12,-13,10,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.722222,20.0,28.0,0.0,19.222222,75.917426
CM,2020-05-13,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,93,1,3047,142,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-16,-11,-20,-14,-13,10,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.222222,19.5,26.5,0.0,19.777778,80.990019
CM,2020-05-14,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,3047,142,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-15,-11,-20,-14,-13,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.333333,19.277778,30.0,3.048,19.388889,78.528575
CM,2020-05-15,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,3047,142,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-12,-9,-16,-11,-10,10,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,22.277778,18.388889,30.0,12.954,19.333333,83.428032
CM,2020-05-16,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,482,1,3529,143,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-14,-12,-18,-13,-1,8,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,22.944444,17.5,29.111111,4.064,19.166667,79.292268
CM,2020-05-17,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,3529,143,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-15,-14,-22,-16,5,8,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.0,18.0,29.0,3.048,20.0,83.223813
CM,2020-05-18,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,3529,143,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-13,-10,-19,-11,-12,8,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.666667,18.388889,27.0,19.05,19.5,87.498514
CM,2020-05-19,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,204,16,3733,159,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-13,-11,-18,-12,-15,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.888889,19.222222,29.0,0.508,20.0,89.037905
CM,2020-05-20,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,555,0,4288,159,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-25,-26,-24,-26,-47,18,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,22.5,19.888889,28.0,0.0,19.277778,82.024283
CM,2020-05-21,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,112,3,4400,162,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-19,-13,-23,-18,-35,15,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.388889,17.0,29.5,22.098,17.333333,77.699599
CM,2020-05-22,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,4400,162,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-15,-11,-18,-15,-14,11,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,24.888889,17.0,30.0,0.0,17.888889,65.122044
CM,2020-05-23,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,490,6,4890,168,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-15,-12,-19,-16,-1,10,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.222222,19.0,30.0,0.0,19.611111,80.156704
CM,2020-05-24,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,12,4890,180,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-15,-12,-14,-16,1,8,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.388889,18.0,28.0,2.032,18.777778,85.081853
CM,2020-05-25,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,546,0,5436,180,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-16,-14,-19,-15,-34,13,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.277778,18.277778,26.222222,41.91,19.0,86.86006
CM,2020-05-26,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,5436,180,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-10,-6,-13,-8,-12,8,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.833333,18.5,28.222222,4.064,19.777778,88.118631
CM,2020-05-27,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,5436,180,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-11,-7,-14,-11,-12,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,26.055556,18.777778,31.0,18.034,19.222222,66.049855
CM,2020-05-28,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,223,8,5659,188,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-10,-4,-10,-8,-12,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.944444,18.777778,29.0,0.0,21.055556,83.90328
CM,2020-05-29,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,245,6,5904,194,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-10,-4,-9,-7,-10,9,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,21.5,18.611111,26.222222,7.112,19.833333,90.243023
CM,2020-05-30,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,5904,194,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-11,-7,-11,-7,0,7,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.0,17.388889,29.0,0.0,20.888889,87.915806
CM,2020-05-31,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,660,8,6564,202,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-12,-9,-11,-11,6,6,3,0,2,3,1,0,1,4,0,0,0,0,2,2,1,0,0,3,0,63.89,23.555556,17.777778,31.0,0.0,19.055556,75.891045
CM,2020-06-01,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,188,1,6752,203,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-14,-9,-14,-10,-11,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,24.0,17.722222,30.0,13.97,19.111111,74.144817
CM,2020-06-02,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,37,3,6789,206,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-11,-6,-10,-5,-9,6,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,22.944444,17.722222,27.0,4.064,19.0,78.472633
CM,2020-06-03,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,603,2,7392,208,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-13,-6,-14,-9,-10,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,21.611111,19.0,24.222222,3.048,19.166667,85.993956
CM,2020-06-04,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,7392,208,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-9,-5,-15,-7,-10,6,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,21.833333,17.0,28.222222,0.0,19.333333,85.719046
CM,2020-06-05,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,566,7,7958,215,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-9,-4,-15,-5,-8,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,23.277778,18.222222,28.0,0.0,19.444444,79.065131
CM,2020-06-06,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,102,3,8060,218,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-11,-8,-18,-5,0,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,23.166667,19.0,27.0,11.938,19.388889,79.323199
CM,2020-06-07,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,252,14,8312,232,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-9,-6,-15,-6,8,6,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,23.166667,18.222222,30.0,0.0,19.222222,78.504625
CM,2020-06-08,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,369,20,8681,252,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-9,-7,-15,0,-9,6,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,21.944444,16.888889,27.5,3.048,18.5,80.824016
CM,2020-06-09,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,62,19,8743,271,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-7,-4,-14,0,-8,6,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,20.944444,18.0,27.0,6.096,18.833333,87.73825
CM,2020-06-10,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,0,0,8743,271,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-8,-4,-16,-3,-8,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,20.555556,18.0,28.222222,0.0,18.055556,85.590156
CM,2020-06-11,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,179,5,8922,276,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-8,-4,-14,-4,-8,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,22.944444,20.0,25.222222,0.0,18.944444,78.201078
CM,2020-06-12,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,650,0,9572,276,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-6,-5,-10,-3,-7,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,22.444444,19.388889,27.0,7.112,18.888889,80.330237
CM,2020-06-13,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,291,0,9863,276,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-9,-7,-13,-3,2,7,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,20.277778,17.722222,25.0,2.032,18.722222,90.785281
CM,2020-06-14,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,209,0,10072,276,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-7,-7,-13,-7,8,6,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,22.222222,17.388889,29.222222,0.0,18.666667,80.300551
CM,2020-06-15,ChIJIQ8-cFM3YRARU5uCmUXEAys,Q1009,country/CMR,CM,Cameroon,CM,CMR,0,181,0,10253,276,,,,,,,,26545864,13277075,13268789,11135124,14741256,3822425,7358544,56.157,0.556,7846026,6176459,4551787,3399842,2141843,1288477,733299,332734,75397,38760467033,1497,0.394,192830,7.0,12.0,475440,459153,3680,58.921,6.0,50.6,317.692,281.332,208.1,21.6,67.811813,48.117634,-7,-6,-13,-2,-7,5,2,0,2,3,1,0,1,4,1,1,0,0,2,2,1,0,0,3,0,60.19,24.333333,17.722222,29.0,1.016,19.555556,74.714763
