location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
LB,2020-01-01,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.444444,5.685185,13.416667,1.8288,,6.018519,79.670678
LB,2020-01-02,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.468254,6.714286,12.809524,5.7404,,6.563492,82.399703
LB,2020-01-03,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.103175,6.547619,12.420635,2.9972,,5.531746,79.007908
LB,2020-01-04,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.851852,5.12963,10.222222,2.286,,5.138889,83.719739
LB,2020-01-05,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.936508,7.825397,12.936508,8.5852,,7.396825,84.860723
LB,2020-01-06,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.185185,6.277778,14.537037,3.9624,,4.712963,69.583573
LB,2020-01-07,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.722222,5.404762,13.825397,0.3175,,4.230159,69.207953
LB,2020-01-08,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.222222,5.325397,9.452381,9.4996,,5.31746,88.139083
LB,2020-01-09,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.119048,6.309524,10.190476,10.9728,,6.15873,87.986536
LB,2020-01-10,ChIJraoihAIXHxURcPkAbAk0fcw,Q822,country/LBN,LB,Lebanon,LB,LBN,0,0,0,,0,0,,,,,,,,6825442,3435746,3389696,770719,6084994,2406875,2406875,667.199,0.757,1152157,1134997,1176574,1009646,862743,724778,447767,211573,105207,53367042272,7784,0.538,184843,33.833333,35.766667,10450,8081,2317,78.875,33.8,11.2,6.4,76.205,53.338,51.4,17.9,1.6735,2.1038,719.443481,238.990112,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.416667,5.5,12.194444,2.413,,4.62963,77.679504
