location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
RW,2020-01-01,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,0,0,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.958333,17.111111,28.090278,0.0,16.180556,62.049128
RW,2020-01-02,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,1,1,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.479167,17.534722,28.25,0.0,15.652778,58.342573
RW,2020-01-03,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.634921,16.5,27.190476,0.127,16.087302,63.164807
RW,2020-01-04,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.092593,16.592593,26.546296,1.947333,16.398148,70.421676
RW,2020-01-05,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.351852,16.962963,25.990741,2.709333,17.222222,72.95686
RW,2020-01-06,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.340278,16.375,25.111111,2.286,16.604167,74.6503
RW,2020-01-07,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.180556,15.798611,25.701389,0.169333,16.625,75.442142
RW,2020-01-08,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.604167,16.138889,25.597222,3.27025,16.902778,79.370076
RW,2020-01-09,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.844444,15.877778,25.5,6.096,16.255556,75.2508
RW,2020-01-10,ChIJ40A451SWwhkRA6HMyyawkHQ,Q1037,country/RWA,RW,Rwanda,RW,RWA,0,0,0,,1,1,,,,,,,,12952209,6367431,6584778,10440846,2186104,1094796,1094796,525.019,0.524,3561023,2905795,2211043,1812554,1070094,728447,445154,174817,43282,10122472590,801,0.374,171496,-1.940278,29.873889,26340,68.7,12.3,5.1,27.0,216.342,161.59,121.4,18.2,1.2044,0.134,49.204456,3.074294,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.673611,15.583333,26.465278,2.95275,16.6875,73.450705
