location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
JO,2020-08-21,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,44,0,,1644,11,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-14,-1,33,-68,-10,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,27.458333,20.569444,35.347222,0.0,,14.305556,45.23478
JO,2020-08-22,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,33,1,,1677,12,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-10,2,13,-62,-9,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,27.791667,21.5,35.208333,0.0,,15.097222,46.665883
JO,2020-08-23,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,30,2,,1707,14,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-6,9,9,-53,-14,3,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,28.291667,21.361111,35.569444,0.0,,16.013889,48.367396
JO,2020-08-24,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,77,0,,1784,14,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-4,12,6,-52,-13,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,29.402778,21.833333,36.805556,0.0,,13.208333,37.72266
JO,2020-08-25,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,40,1,,1824,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-4,13,7,-49,-12,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,29.305556,22.347222,36.791667,0.0,,11.805556,34.427353
JO,2020-08-26,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,45,0,,1869,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-1,16,13,-49,-9,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,29.055556,22.125,36.444444,0.0,,12.611111,37.122746
JO,2020-08-27,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,68,0,,1937,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,0,24,12,-53,-9,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,27.472222,18.972222,35.611111,0.0,,13.527778,43.373465
JO,2020-08-28,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,24,0,,1961,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-70,-62,-35,-83,-50,17,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,28.430556,19.722222,36.597222,0.0,,13.138889,39.508641
JO,2020-08-29,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,73,0,,2034,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-4,11,10,-61,-5,0,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,32.861111,22.666667,42.0,0.0,,11.833333,28.623063
JO,2020-08-30,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,68,0,,2102,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-4,12,4,-51,-11,2,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,34.486111,26.805556,43.347222,0.0,,11.138889,26.208739
JO,2020-08-31,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,63,0,,2165,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-3,15,-3,-52,-12,3,3,0,2,3,0,2,0,4,1,1,0,0,2,2,1,0,0,2,0,60.19,33.875,25.611111,42.986111,0.0,,14.069444,32.377719
JO,2020-09-01,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,64,0,,2229,15,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-2,15,2,-51,-12,3,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,32.402778,26.527778,40.180556,0.0,,16.513889,40.651138
JO,2020-09-02,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,72,1,,2301,16,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,0,17,8,-52,-10,2,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,32.411111,26.1,39.4,0.0,,13.5,34.232697
JO,2020-09-03,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,68,0,,2369,16,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-2,21,2,-51,-9,3,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,34.375,25.069444,42.777778,0.0,,10.0,23.957441
JO,2020-09-04,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,52,0,,2421,16,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-71,-63,-44,-85,-53,18,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,35.027778,26.555556,43.486111,0.0,,8.388889,20.928211
JO,2020-09-05,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,58,0,,2479,16,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,0,16,5,-62,-6,1,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,34.513889,26.597222,43.666667,0.0,,10.125,23.662718
JO,2020-09-06,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,67,1,,2546,17,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-2,16,4,-53,-11,4,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,33.777778,25.777778,41.777778,0.0,,11.125,26.549858
JO,2020-09-07,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,103,2,,2649,19,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-5,12,-6,-51,-12,4,3,0,2,3,1,2,0,4,1,1,0,0,2,2,1,0,0,2,0,63.89,33.569444,25.291667,42.125,0.0,,12.194444,28.454871
JO,2020-09-08,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,78,0,,2727,19,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-5,13,-1,-48,-12,4,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,33.166667,25.902778,41.722222,0.0,,15.805556,36.879427
JO,2020-09-09,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,80,1,,2807,20,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-1,14,8,-45,-9,2,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,32.583333,25.569444,39.902778,0.0,,16.458333,39.535442
JO,2020-09-10,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,206,1,,3013,21,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-4,9,9,-43,-8,3,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,33.708333,26.305556,42.763889,0.0,,14.166667,33.028392
JO,2020-09-11,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,117,1,,3130,22,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-10,4,20,-63,-10,3,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,32.236111,26.805556,39.666667,0.0,,18.055556,43.46405
JO,2020-09-12,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,252,2,,3382,24,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-1,13,13,-55,-6,1,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,31.486111,25.236111,38.361111,0.1905,,14.097222,35.139571
JO,2020-09-13,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,214,2,,3596,26,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-2,15,10,-46,-9,3,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,29.986111,23.930556,36.527778,0.0,,11.611111,32.391896
JO,2020-09-14,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,149,0,,3745,26,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-5,11,-1,-45,-7,3,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,29.875,22.805556,37.25,0.0,,11.986111,33.51306
JO,2020-09-15,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,175,0,,3920,26,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-4,11,3,-43,-7,4,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,31.041667,23.291667,39.236111,0.0,,12.861111,33.562005
JO,2020-09-16,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,279,0,,4199,26,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,0,12,11,-46,-7,3,3,0,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,61.11,31.597222,24.777778,39.708333,0.0,,14.958333,37.427787
JO,2020-09-17,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,213,3,,4412,29,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-12,8,6,-44,-8,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,31.708333,25.527778,39.263889,0.0,,14.736111,36.506757
JO,2020-09-18,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,196,1,,4608,30,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-22,0,12,-67,-14,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,31.152778,25.097222,38.597222,0.0,,11.458333,30.333659
JO,2020-09-19,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,239,0,,4847,30,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-10,9,7,-59,-8,5,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,31.347222,24.875,38.805556,0.0,,10.888889,28.778219
JO,2020-09-20,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,266,2,,5113,32,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-11,9,5,-51,-10,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,31.305556,24.388889,39.375,0.0,,9.902778,27.288776
JO,2020-09-21,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,634,1,,5747,33,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-12,9,-3,-46,-13,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,29.763889,23.180556,37.152778,0.0,,13.180556,36.853493
JO,2020-09-22,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,363,2,,6110,35,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-12,12,-2,-47,-13,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,28.152778,22.5,35.236111,0.0,,13.375,40.663143
JO,2020-09-23,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,549,1,,6659,36,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-8,21,7,-46,-11,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,26.875,20.75,34.291667,0.0,,16.763889,54.868219
JO,2020-09-24,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,620,3,,7279,39,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-7,23,10,-43,-9,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,26.277778,20.652778,33.486111,0.0,,15.944444,53.916733
JO,2020-09-25,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,850,4,,8129,43,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-15,16,23,-63,-17,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,25.722222,19.625,32.736111,0.0,,14.847222,52.02888
JO,2020-09-26,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,431,2,,8560,45,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-6,22,12,-54,-8,4,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,26.083333,20.305556,32.430556,0.0,,14.805556,50.499146
JO,2020-09-27,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,734,6,,9294,51,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-7,22,8,-45,-11,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,27.527778,19.472222,34.805556,0.0,,12.888889,40.635075
JO,2020-09-28,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,823,6,,10117,57,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-10,20,-5,-43,-12,7,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,29.986111,22.708333,37.555556,0.0,,11.277778,31.623149
JO,2020-09-29,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,1776,4,,11893,61,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-10,20,-1,-45,-13,6,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,29.458333,21.625,37.375,0.0,,10.277778,30.706713
JO,2020-09-30,ChIJmd5kZkdvABURmU4mUQdbKI0,Q810,country/JOR,JO,Jordan,JO,JOR,0,1276,8,,13169,69,,,,,,,,10203140,5165979,5037161,888646,9213048,2108509,2108509,114.926,0.735,2212563,2179853,1802536,1490608,1141345,755591,366278,190751,63615,43743661971,4330,0.562,184818,31.2,36.5,89320,86229,3383,74.405,12.7,13.9,123.898,89.001,51.2,19.2,1.4,2.8212,2.3237,340.661804,103.654625,-7,26,7,-41,-12,4,3,2,2,3,1,2,0,3,1,1,0,0,2,2,1,0,0,2,0,70.37,29.569444,22.402778,37.236111,0.0,,12.805556,36.152251
