location_key,date,wikidata_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index
GE,2020-07-20,Q4962,GE,Georgia,GE,GEO,0,24,0,,1073,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-21,Q4962,GE,Georgia,GE,GEO,0,12,0,,1085,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-22,Q4962,GE,Georgia,GE,GEO,0,19,0,,1104,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-23,Q4962,GE,Georgia,GE,GEO,0,13,0,,1117,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-24,Q4962,GE,Georgia,GE,GEO,0,14,0,,1131,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-25,Q4962,GE,Georgia,GE,GEO,0,6,0,,1137,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-26,Q4962,GE,Georgia,GE,GEO,0,8,0,,1145,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-27,Q4962,GE,Georgia,GE,GEO,0,10,0,,1155,16,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-28,Q4962,GE,Georgia,GE,GEO,0,5,1,,1160,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-29,Q4962,GE,Georgia,GE,GEO,0,8,0,,1168,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-30,Q4962,GE,Georgia,GE,GEO,0,3,0,,1171,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-07-31,Q4962,GE,Georgia,GE,GEO,0,6,0,,1177,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-01,Q4962,GE,Georgia,GE,GEO,0,2,0,,1179,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-02,Q4962,GE,Georgia,GE,GEO,0,3,0,,1182,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-03,Q4962,GE,Georgia,GE,GEO,0,15,0,,1197,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-04,Q4962,GE,Georgia,GE,GEO,0,9,0,,1206,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-05,Q4962,GE,Georgia,GE,GEO,0,7,0,,1213,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-06,Q4962,GE,Georgia,GE,GEO,0,3,0,,1216,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-07,Q4962,GE,Georgia,GE,GEO,0,9,0,,1225,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-08,Q4962,GE,Georgia,GE,GEO,0,25,0,,1250,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-09,Q4962,GE,Georgia,GE,GEO,0,14,0,,1264,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-10,Q4962,GE,Georgia,GE,GEO,0,14,0,,1278,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,51.85
GE,2020-08-11,Q4962,GE,Georgia,GE,GEO,0,5,0,,1283,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-12,Q4962,GE,Georgia,GE,GEO,0,23,0,,1306,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-13,Q4962,GE,Georgia,GE,GEO,0,15,0,,1321,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-14,Q4962,GE,Georgia,GE,GEO,0,15,0,,1336,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-15,Q4962,GE,Georgia,GE,GEO,0,5,0,,1341,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-16,Q4962,GE,Georgia,GE,GEO,0,10,0,,1351,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-17,Q4962,GE,Georgia,GE,GEO,0,10,0,,1361,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-18,Q4962,GE,Georgia,GE,GEO,0,9,0,,1370,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-19,Q4962,GE,Georgia,GE,GEO,0,15,0,,1385,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-20,Q4962,GE,Georgia,GE,GEO,0,9,0,,1394,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-21,Q4962,GE,Georgia,GE,GEO,0,17,0,,1411,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-22,Q4962,GE,Georgia,GE,GEO,0,10,0,,1421,17,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-23,Q4962,GE,Georgia,GE,GEO,0,8,2,,1429,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-24,Q4962,GE,Georgia,GE,GEO,0,7,0,,1436,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-25,Q4962,GE,Georgia,GE,GEO,0,11,0,,1447,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-26,Q4962,GE,Georgia,GE,GEO,0,8,0,,1455,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-27,Q4962,GE,Georgia,GE,GEO,0,7,0,,1462,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-28,Q4962,GE,Georgia,GE,GEO,0,7,0,,1469,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-29,Q4962,GE,Georgia,GE,GEO,0,18,0,,1487,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-30,Q4962,GE,Georgia,GE,GEO,0,23,0,,1510,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-08-31,Q4962,GE,Georgia,GE,GEO,0,38,0,,1548,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-09-01,Q4962,GE,Georgia,GE,GEO,0,20,0,,1568,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-09-02,Q4962,GE,Georgia,GE,GEO,0,28,0,,1596,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-09-03,Q4962,GE,Georgia,GE,GEO,0,25,0,,1621,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,1,2,0,1,2,3,1,1,0,0,2,2,2,0,0,2,0,57.41
GE,2020-09-04,Q4962,GE,Georgia,GE,GEO,0,29,0,,1650,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-05,Q4962,GE,Georgia,GE,GEO,0,34,0,,1684,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-06,Q4962,GE,Georgia,GE,GEO,0,45,0,,1729,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-07,Q4962,GE,Georgia,GE,GEO,0,44,0,,1773,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-08,Q4962,GE,Georgia,GE,GEO,0,57,0,,1830,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-09,Q4962,GE,Georgia,GE,GEO,0,87,0,,1917,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-10,Q4962,GE,Georgia,GE,GEO,0,158,0,,2075,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-11,Q4962,GE,Georgia,GE,GEO,0,152,0,,2227,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-12,Q4962,GE,Georgia,GE,GEO,0,165,0,,2392,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-13,Q4962,GE,Georgia,GE,GEO,0,170,0,,2562,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-14,Q4962,GE,Georgia,GE,GEO,0,196,0,,2758,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,3,2,2,4,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,67.59
GE,2020-09-15,Q4962,GE,Georgia,GE,GEO,0,179,0,,2937,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,2,2,2,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,60.19
GE,2020-09-16,Q4962,GE,Georgia,GE,GEO,0,182,0,,3119,19,,,,,,,,3989175,1901227,2087947,1523906,2196476,1077346,1077346,57.406,553163,471057,500698,565076,517946,523623,459858,248786,148968,17743195770,4769,0.614,69700,64912,3602,73.6,28.8,5.8,8.7,221.61,77.23,101.8,24.9,4.7293,7.1201,293.053589,160.481735,2,2,2,2,0,1,1,3,1,1,0,0,2,2,2,0,0,2,0,60.19
