location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
TJ,2020-08-09,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,42,0,7827,62,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,-4,-2,-22,2,-5,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,22.715278,16.722222,29.25,0.0,,9.402778,44.778281
TJ,2020-08-10,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,44,1,7871,63,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,1,-7,-22,-13,-4,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,22.506944,14.111111,30.048611,0.0,,8.027778,40.619495
TJ,2020-08-11,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,41,0,7912,63,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,1,-9,-21,-13,-5,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,22.173611,14.263889,29.5625,0.0,,8.0,41.389926
TJ,2020-08-12,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,38,0,7950,63,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-6,3,-11,-23,-12,-3,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,22.465278,13.479167,29.694444,0.0,,7.715278,39.870978
TJ,2020-08-13,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,39,0,7989,63,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-4,1,-9,-21,-13,-3,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,21.673611,13.958333,29.819444,0.0,,7.6875,42.262637
TJ,2020-08-14,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,40,1,8029,64,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,0,-6,-19,-13,-3,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,21.75,13.6875,29.402778,0.0,,7.333333,41.033363
TJ,2020-08-15,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,36,0,8065,64,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,0,6,-6,-15,-9,-4,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,22.118056,13.479167,30.340278,0.0,,7.618056,40.468209
TJ,2020-08-16,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,34,0,8099,64,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,7,9,2,-7,1,-5,0,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,50.0,23.770833,13.090278,32.680556,0.0,,8.361111,39.12078
TJ,2020-08-17,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,32,1,8131,65,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,3,4,-2,-15,-15,-4,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,24.868056,15.034722,32.930556,0.254,,9.791667,39.929721
TJ,2020-08-18,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,35,0,8166,65,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,0,3,-6,-17,-12,-4,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,22.631944,16.895833,28.652778,0.127,,9.354167,45.045925
TJ,2020-08-19,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,37,1,8203,66,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,3,-8,-16,-13,-3,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,21.4375,16.458333,27.833333,0.0,,8.118056,43.59115
TJ,2020-08-20,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,38,0,8241,66,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,-4,-8,-19,-14,-2,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,20.222222,12.736111,27.326389,0.0,,6.166667,41.744763
TJ,2020-08-21,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,36,0,8277,66,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,-5,-7,-20,-14,-2,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,20.166667,11.881944,27.979167,0.0,,5.145833,38.551129
TJ,2020-08-22,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,34,0,8311,66,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,-4,-7,-21,-9,-2,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,20.208333,10.805556,31.201389,0.0,,4.361111,35.878954
TJ,2020-08-23,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,35,1,8346,67,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,-4,-2,-19,-3,-3,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,21.8125,11.048611,32.902778,0.0,,4.743056,33.642752
TJ,2020-08-24,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,33,0,8379,67,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,0,-1,-5,-18,-13,-3,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,23.5625,12.145833,33.680556,0.0,,5.548611,32.169442
TJ,2020-08-25,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,34,0,8413,67,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,-2,-8,-17,-13,-4,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,22.854167,14.472222,30.819444,0.0,,8.729167,41.858636
TJ,2020-08-26,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,36,1,8449,68,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,-2,-13,-20,-12,-2,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,19.159722,14.375,25.4375,1.651,,10.090278,57.855976
TJ,2020-08-27,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,32,0,8481,68,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,-3,-10,-21,-12,-2,1,0,2,3,2,0,1,3,1,1,0,0,2,1,1,0,0,3,0,53.7,19.923611,14.409722,26.708333,0.127,,7.486111,45.350772
TJ,2020-08-28,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,35,0,8516,68,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,-5,-9,-20,-13,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,20.0,11.631944,27.791667,0.0,,5.944444,40.500299
TJ,2020-08-29,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,34,0,8550,68,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-4,-4,-11,-23,-9,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,20.847222,12.486111,28.527778,0.0,,6.236111,39.434843
TJ,2020-08-30,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,33,0,8583,68,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,-5,-9,-17,-4,-3,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,20.3125,13.993056,27.381944,0.0,,5.895833,39.73433
TJ,2020-08-31,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,36,1,8619,69,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,-1,-9,-19,-13,-3,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,16.472222,12.375,21.777778,0.725714,,9.152778,63.269925
TJ,2020-09-01,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,35,0,8654,69,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-1,0,-8,-16,-14,-4,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,18.368056,10.430556,25.006944,0.1905,,9.131944,56.162623
TJ,2020-09-02,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,36,0,8690,69,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-4,-1,-10,-19,-12,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,20.5,12.284722,27.604167,0.0,,7.409722,43.44513
TJ,2020-09-03,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,34,0,8724,69,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,-4,-11,-22,-14,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,15.895833,11.388889,21.652778,1.632857,,7.986111,60.707548
TJ,2020-09-04,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,33,1,8757,70,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-1,-4,-9,-20,-13,-1,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,18.041667,8.722222,26.097222,0.0,,5.041667,42.880223
TJ,2020-09-05,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,35,0,8792,70,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,0,-2,-10,-22,-8,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,18.25,10.020833,26.611111,0.0,,2.923611,36.660003
TJ,2020-09-06,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,32,0,8824,70,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,0,-2,-9,-22,-6,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,18.611111,10.798611,26.201389,0.0,,2.0625,34.454772
TJ,2020-09-07,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,36,0,8860,70,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,0,-7,-21,-13,-2,1,0,2,3,0,0,1,3,1,1,0,0,2,1,1,0,0,3,0,45.37,18.0625,9.756944,26.256944,0.0,,3.486111,39.386548
TJ,2020-09-08,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,39,1,8899,71,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,3,2,-6,-19,-11,-4,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,18.208333,9.451389,26.798611,0.0,,2.736111,37.232589
TJ,2020-09-09,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,40,1,8939,72,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-14,-7,-15,-31,-39,8,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,18.215278,8.972222,27.152778,0.0,,2.4375,36.407114
TJ,2020-09-10,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,38,0,8977,72,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,-2,-10,-18,-12,0,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,18.097222,9.847222,25.659722,0.0,,2.826389,37.717309
TJ,2020-09-11,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,37,0,9014,72,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,3,-3,-10,-21,-12,1,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,17.451389,9.25,25.284722,0.0,,2.881944,38.896488
TJ,2020-09-12,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,35,0,9049,72,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,-2,-11,-25,-8,1,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,17.909722,9.576389,26.159722,0.0,,3.090278,38.630566
TJ,2020-09-13,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,39,0,9088,72,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,-5,-9,-24,-9,0,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,18.270833,8.340278,26.888889,0.0,,3.166667,37.698059
TJ,2020-09-14,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,41,1,9129,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,2,-1,-5,-24,-5,0,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,18.3125,10.430556,25.909722,0.0,,2.930556,37.504397
TJ,2020-09-15,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,42,0,9171,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,-2,-7,-21,-5,0,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,17.201389,9.263889,25.895833,0.0,,3.236111,40.580357
TJ,2020-09-16,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,43,0,9214,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,-5,-12,-28,-9,1,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,17.493056,8.201389,25.868056,0.0,,3.006944,39.120786
TJ,2020-09-17,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,45,0,9259,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,-4,-14,-25,-7,1,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,17.0,10.131944,23.458333,0.0,,3.0,40.566757
TJ,2020-09-18,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,44,0,9303,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-3,-8,-16,-26,-8,3,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,13.763889,7.208333,19.652778,0.34925,,3.208333,53.017099
TJ,2020-09-19,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,43,0,9346,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,1,-2,-13,-25,-5,2,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,12.465278,5.215278,21.020833,0.0,,-0.979167,40.774479
TJ,2020-09-20,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,42,0,9388,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-1,-5,-13,-22,-10,2,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,13.569444,3.111111,24.916667,0.0,,-1.506944,36.017004
TJ,2020-09-21,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,44,0,9432,73,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,0,-1,-8,-25,-7,1,1,0,2,3,0,0,0,3,1,1,0,0,2,1,1,0,0,3,0,42.59,15.034722,4.583333,25.0625,0.0,,-1.090278,33.658799
