location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
CN,2020-01-11,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,0,0,,45,1,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2.78,-9.104938,-18.049383,0.04321,22.239111,37.737143,-16.969136,53.917731
CN,2020-01-12,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,0,0,,45,1,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2.78,-6.894444,-14.55,0.633333,11.147778,33.866667,-14.533333,56.931349
CN,2020-01-13,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,0,0,,45,1,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2.78,-5.709877,-13.91358,1.765432,5.559778,44.026667,-13.234568,57.195555
CN,2020-01-14,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,0,0,,45,1,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2.78,-4.54321,-13.253086,4.12963,11.091333,25.4,-11.222222,61.696998
CN,2020-01-15,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,4,1,,49,2,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,8.33,-7.2,-13.122222,1.677778,7.902222,15.24,-11.305556,74.189528
CN,2020-01-16,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,0,0,,49,2,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,8.33,-7.876543,-14.481481,1.135802,7.789333,15.24,-13.722222,64.942599
CN,2020-01-17,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,76,1,,125,3,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,8.33,-6.265432,-14.487654,1.851852,1.157111,10.16,-12.598765,62.018234
CN,2020-01-18,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,77,1,,202,4,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,8.33,-8.314815,-13.055556,0.950617,2.342444,35.56,-13.382716,67.199068
CN,2020-01-19,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,93,2,,295,6,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,8.33,-7.472222,-12.144444,-1.505556,2.342444,15.24,-12.911111,65.783808
CN,2020-01-20,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,147,11,,442,17,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,8.33,-6.864198,-13.808642,-0.746914,6.716889,23.706667,-12.598765,64.097143
CN,2020-01-21,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,132,1,,574,18,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,8.33,-5.85,-13.683333,3.016667,5.9944,10.16,-14.383333,52.076589
CN,2020-01-22,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,261,8,,835,26,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,2,4,0,0,0,0,0,0,0,0,2,1,2,0,0,3,0,26.39,-5.987654,-14.5,2.574074,6.660444,10.16,-16.314815,46.766997
CN,2020-01-23,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,462,16,,1297,42,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,44.91,-5.7,-13.216667,2.733333,6.35,10.16,-11.605556,64.488446
CN,2020-01-24,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,688,14,,1985,56,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,44.91,-8.95679,-14.969136,-1.17284,5.757333,10.16,-13.561728,70.078007
CN,2020-01-25,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,776,26,,2761,82,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,0,0,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,47.69,-9.888889,-16.765432,-2.339506,7.789333,15.24,-15.493827,64.835025
CN,2020-01-26,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,1772,49,,4533,131,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,69.91,-10.04321,-17.141975,-2.0,10.00125,30.48,-16.839506,59.72435
CN,2020-01-27,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,1464,2,,5997,133,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,69.91,-9.728395,-17.345679,-1.345679,8.89,30.48,-16.777778,57.921244
CN,2020-01-28,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,1739,38,,7736,171,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,69.91,-9.006173,-16.697531,-0.654321,7.761111,30.48,-17.098765,53.067821
CN,2020-01-29,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,1984,42,,9720,213,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,69.91,-7.811111,-15.766667,1.238889,5.9944,20.32,-19.222222,40.514561
CN,2020-01-30,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,2101,46,,11821,259,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,69.91,-7.58642,-16.611111,1.222222,5.531556,10.16,-18.623457,41.425413
CN,2020-01-31,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,2590,102,,14411,361,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,1,2,0,0,0,0,0,2,1,2,0,0,3,0,69.91,-6.808642,-16.62963,1.111111,5.04825,,-13.240741,61.920187
CN,2020-02-01,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,2827,64,,17238,425,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-7.444444,-14.67284,0.203704,2.6035,20.32,-14.104938,59.801125
CN,2020-02-02,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,3233,66,,20471,491,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-9.623457,-16.820988,-0.364198,6.970889,23.706667,-17.259259,54.677919
CN,2020-02-03,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,3892,72,,24363,563,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-8.17284,-17.67284,1.864198,3.330222,20.32,-21.425926,34.815424
CN,2020-02-04,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,3697,70,,28060,633,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,242440000000,0,2,1,2,0,0,3,0,77.31,-6.45679,-17.246914,3.018519,0.0,,-20.179012,35.969117
CN,2020-02-05,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,3151,85,,31211,718,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-7.512346,-16.141975,2.580247,3.414889,,-16.703704,50.971521
CN,2020-02-06,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,3387,87,,34598,805,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-7.018519,-15.333333,2.271605,2.257778,10.16,-15.222222,54.725874
CN,2020-02-07,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,2653,100,,37251,905,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-4.661111,-13.55,2.783333,2.2606,,-13.344444,52.080543
CN,2020-02-08,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,CN,CHN,0,2984,107,,40235,1012,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153.312,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,2.6621,1.9798,440.825623,158.919449,3,3,2,4,2,3,2,0,0,0,0,0,2,1,2,0,0,3,0,77.31,-6.179012,-14.302469,1.876543,0.310444,20.32,-15.580247,49.289256
