location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
TW,2020-01-01,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,17.877778,15.238889,20.661111,0.0,14.388889,80.20086
TW,2020-01-02,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.483333,15.922222,24.338889,0.0,15.161111,76.262533
TW,2020-01-03,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.855556,15.944444,24.277778,0.0,15.455556,76.083055
TW,2020-01-04,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,20.411111,16.927778,24.672222,0.0,16.255556,77.401998
TW,2020-01-05,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,20.972222,17.577778,25.222222,0.0,16.611111,76.377998
TW,2020-01-06,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,20.644444,17.894444,24.9,0.0,17.255556,81.129138
TW,2020-01-07,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,21.683333,17.905556,26.638889,0.0,16.522222,72.62262
TW,2020-01-08,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.455556,15.794444,24.05,0.0,13.938889,70.51045
TW,2020-01-09,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.744444,17.038889,23.894444,0.0,15.055556,74.490732
TW,2020-01-10,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,20.683333,17.183333,25.4,0.0,16.433333,76.860862
TW,2020-01-11,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.95,16.155556,24.177778,0.0,15.977778,78.16219
TW,2020-01-12,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,16.75,14.555556,19.655556,0.0,12.538889,76.551496
TW,2020-01-13,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,18.133333,15.227778,21.311111,0.762,13.566667,75.155743
TW,2020-01-14,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,18.883333,15.322222,23.722222,0.0,13.977778,73.443867
TW,2020-01-15,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.055556,16.388889,22.977778,0.0,15.116667,78.177476
TW,2020-01-16,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,19.833333,16.122222,24.538889,0.0,15.288889,75.463605
TW,2020-01-17,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,16.683333,13.683333,20.633333,0.072571,12.944444,78.862623
TW,2020-01-18,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,16.1,13.883333,18.95,0.0,11.772222,75.76343
TW,2020-01-19,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,16.911111,14.272222,20.616667,0.0,13.25,79.365769
TW,2020-01-20,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,12,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,13.89,17.433333,14.072222,22.194444,0.0,12.583333,73.308681
TW,2020-01-21,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,44,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,19.435185,16.0,24.333333,0.0,14.407407,72.90337
TW,2020-01-22,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,,,70,1,0,0,134,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,0,1,0,1,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,13.89,21.816667,18.294444,26.372222,0.0,16.722222,73.280442
TW,2020-01-23,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,57,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,22.733333,19.366667,27.65,0.0,18.155556,75.715298
TW,2020-01-24,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,2,0,0,91,3,0,0,282,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,1,1,2,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,21.722222,19.266667,25.705556,0.0,18.205556,80.875345
TW,2020-01-25,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,2,0,0,117,3,0,0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,20.75,18.144444,24.05,0.169333,17.605556,82.588169
TW,2020-01-26,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,,,123,4,,,522,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,0,1,1,3,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,18.477778,16.361111,22.072222,5.969,16.838889,90.359132
TW,2020-01-27,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,95,5,0,0,617,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,0,1,1,4,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,16.811111,14.438889,19.483333,0.508,12.855556,77.695893
TW,2020-01-28,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,3,0,0,106,8,0,0,723,,,,,,,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,2,2,6,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,14.583333,12.844444,16.627778,1.778,11.044444,79.370107
TW,2020-01-29,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,100,8,0,0,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,13.611111,10.661111,16.777778,0.0,7.655556,67.522188
TW,2020-01-30,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,,,93,9,,,916,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,0,1,2,7,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,12.888889,9.488889,17.411111,0.0,3.455556,53.229532
TW,2020-01-31,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,87,10,0,0,1003,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,0,3,7,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,13.916667,9.544444,18.838889,0.0,5.522222,57.076948
TW,2020-02-01,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,64,10,0,0,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,19.44,15.472222,11.305556,20.227778,0.0,8.477778,63.232199
TW,2020-02-02,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,131,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,17.85,13.577778,22.827778,0.0,11.2,65.309022
TW,2020-02-03,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,103,,,,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,18.522222,15.766667,23.194444,0.0,13.744444,73.976493
TW,2020-02-04,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,,,157,11,,,1458,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,0,4,7,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,18.172222,16.172222,21.133333,0.169333,14.9,81.962003
TW,2020-02-05,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,77,11,0,0,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,17.738889,14.744444,21.533333,1.61925,12.866667,73.410708
TW,2020-02-06,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,3,0,1,199,14,0,1,1734,,,,,,,0,0,1,0,2,0,0,0,0,0,1,0,4,7,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,2,5,9,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,19.427778,15.744444,23.922222,0.0,15.088889,76.114829
TW,2020-02-07,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,2,0,0,225,16,0,1,1959,,,,,,,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,1,6,10,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,18.183333,15.744444,22.294444,0.0,14.405556,78.788136
TW,2020-02-08,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,128,17,0,1,2087,,,,,,,0,0,1,0,0,0,0,0,0,0,2,0,4,9,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,0,7,10,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,17.038889,14.855556,20.305556,0.0,11.672222,70.726396
TW,2020-02-09,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,1,0,0,205,18,0,1,2292,,,,,,,0,0,1,0,0,0,0,0,0,0,3,0,4,9,0,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,1,0,8,10,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,15.966667,13.244444,18.994444,0.0,10.8,71.572247
TW,2020-02-10,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,168,,,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,18.216667,15.305556,21.594444,0.0,12.266667,68.396017
TW,2020-02-11,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,128,,,,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,19.388889,16.433333,22.677778,0.0,14.461111,73.551624
TW,2020-02-12,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,115,,,,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,22.627778,18.583333,27.65,0.0,16.35,67.985359
TW,2020-02-13,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,0,0,0,72,18,0,1,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,22.7,18.994444,27.494444,0.0,18.677778,78.345725
TW,2020-02-14,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,0,0,1,89,18,0,2,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,22.944444,19.966667,27.588889,0.0,19.116667,79.420681
TW,2020-02-15,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,,,,112,,,,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,-9,-4,-2,-10,56,-1,3,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,1,0,30.56,24.061111,19.1,28.15,0.254,19.994444,78.339323
TW,2020-02-16,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,2,,,813,20,,,3789,,,,,,,0,0,0,0,0,1,1,0,0,0,3,0,4,10,1,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-,2,0,10,10,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,-14,-8,-21,-22,-8,5,3,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,1,0,30.56,15.6,11.305556,21.444444,1.27,11.411111,76.36739
TW,2020-02-17,ChIJL1cHXAbzbjQRaVScvwTwEec,Q865,country/TWN,TW,Taiwan,TW,TWN,0,2,1,0,832,20,1,2,4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23816775,11834313,11982462,672.6,0.911,2052886,2188811,3120354,3548586,3787843,3659218,3101014,1488800,869263,449220,24.0,121.0,36193,-7,-3,-14,-17,-3,6,3,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,1,0,30.56,12.966667,10.855556,15.694444,0.381,4.844444,58.403337
