location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
SB,2020-06-21,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.12963,23.5,30.62963,0.0,23.296296,84.448927
SB,2020-06-22,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.0,23.259259,31.833333,0.0,23.814815,82.802806
SB,2020-06-23,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.62963,23.351852,31.5,0.592667,23.962963,85.338393
SB,2020-06-24,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.518519,23.555556,31.944444,0.169333,23.481481,78.680243
SB,2020-06-25,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.925926,23.092593,32.0,0.0,23.12963,79.779825
SB,2020-06-26,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,20000000,0,2,0,0,0,0,0,0,33.33,27.111111,22.759259,32.703704,0.0,23.0,78.284994
SB,2020-06-27,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,28.0,23.37037,33.259259,0.0,23.166667,75.112481
SB,2020-06-28,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.194444,23.444444,33.055556,0.0,23.833333,81.903926
SB,2020-06-29,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.166667,23.5,32.194444,0.0,24.194444,83.835134
SB,2020-06-30,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.111111,23.694444,32.361111,2.667,23.611111,81.211018
SB,2020-07-01,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,25.916667,23.25,32.388889,0.0,23.055556,84.294398
SB,2020-07-02,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,25.814815,23.611111,28.87037,3.386667,23.648148,87.860181
SB,2020-07-03,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.037037,24.0,29.296296,2.116667,23.796296,87.546444
SB,2020-07-04,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.592593,24.092593,31.907407,1.862667,24.277778,82.199066
SB,2020-07-05,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.518519,23.537037,32.092593,4.402667,24.5,83.718186
SB,2020-07-06,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.666667,23.444444,32.361111,2.286,23.666667,83.66129
SB,2020-07-07,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,28.148148,24.055556,32.222222,0.0,24.666667,81.471784
SB,2020-07-08,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.277778,24.574074,32.111111,0.0,24.111111,82.902554
SB,2020-07-09,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.648148,24.425926,32.12963,0.169333,23.981481,80.515342
SB,2020-07-10,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.518519,24.296296,32.5,1.354667,24.092593,81.665002
SB,2020-07-11,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,25.583333,22.944444,31.361111,0.0,23.527778,88.450277
SB,2020-07-12,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.462963,23.833333,30.703704,4.741333,24.074074,86.838736
SB,2020-07-13,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.12963,23.944444,30.333333,21.844,24.333333,89.939327
SB,2020-07-14,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,25.018519,23.240741,29.388889,4.572,23.074074,89.015753
SB,2020-07-15,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.462963,22.888889,32.055556,0.169333,23.981481,86.326953
SB,2020-07-16,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.037037,23.574074,31.833333,3.386667,23.62963,81.692159
SB,2020-07-17,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.425926,22.796296,32.425926,0.0,24.092593,82.068658
SB,2020-07-18,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.037037,23.703704,29.5,2.794,23.87037,88.00844
SB,2020-07-19,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.777778,23.0,31.888889,0.254,23.5,82.26426
SB,2020-07-20,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.055556,23.074074,31.537037,3.386667,24.12963,84.074592
SB,2020-07-21,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.574074,22.592593,31.87037,0.169333,23.055556,81.162384
SB,2020-07-22,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,26.648148,22.62963,30.611111,0.0,23.981481,85.336313
SB,2020-07-23,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.222222,23.462963,31.37037,0.592667,24.092593,83.117714
SB,2020-07-24,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.074074,23.5,32.685185,2.455333,24.092593,83.855767
SB,2020-07-25,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,25.703704,23.333333,30.166667,5.334,24.074074,90.76366
SB,2020-07-26,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,24.814815,22.833333,28.0,3.725333,23.462963,92.287973
SB,2020-07-27,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,33.33,27.833333,23.296296,33.333333,12.784667,24.277778,81.032885
SB,2020-07-28,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,27.314815,23.981481,31.388889,1.185333,24.907407,86.750364
SB,2020-07-29,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,26.981481,23.759259,31.203704,7.62,23.722222,82.40721
SB,2020-07-30,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,27.166667,23.87037,31.388889,0.0,24.240741,84.187281
SB,2020-07-31,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,28.444444,24.759259,31.592593,0.0,24.648148,79.987055
SB,2020-08-01,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,25.888889,24.277778,30.37037,3.302,24.425926,91.657822
SB,2020-08-02,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,26.962963,22.87037,31.796296,4.233333,23.685185,82.290557
SB,2020-08-03,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,27.611111,23.5,31.462963,0.0,24.074074,81.114194
SB,2020-08-04,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,27.351852,23.833333,32.37037,0.0,23.111111,77.693212
SB,2020-08-05,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,2,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,36.11,27.407407,23.333333,32.222222,0.508,24.055556,82.128657
