location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
SB,2020-01-11,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.277778,23.805556,32.444444,9.525,24.5,84.85873
SB,2020-01-12,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.805556,24.194444,31.75,19.939,25.25,91.215941
SB,2020-01-13,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.583333,24.888889,33.75,0.0,23.722222,70.823545
SB,2020-01-14,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.666667,26.5,33.555556,0.338667,25.259259,81.952507
SB,2020-01-15,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.907407,25.166667,29.962963,17.356667,25.037037,89.53254
SB,2020-01-16,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.805556,24.611111,32.694444,34.417,24.138889,75.990135
SB,2020-01-17,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.305556,24.0,33.611111,0.0,23.25,74.115958
SB,2020-01-18,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.583333,23.305556,34.25,0.127,23.055556,72.21525
SB,2020-01-19,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.666667,23.138889,32.388889,0.0,23.972222,80.371081
SB,2020-01-20,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.777778,23.361111,31.638889,17.018,24.722222,88.533963
SB,2020-01-21,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.777778,23.5,33.0,0.0,24.638889,83.131205
SB,2020-01-22,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.0,24.833333,32.648148,2.624667,24.37037,76.156989
SB,2020-01-23,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.722222,25.074074,33.055556,2.624667,24.037037,75.891987
SB,2020-01-24,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.444444,23.138889,32.555556,1.016,24.388889,83.464373
SB,2020-01-25,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.722222,23.194444,32.5,0.0,24.138889,80.894798
SB,2020-01-26,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.861111,24.0,33.694444,0.0,24.416667,76.986573
SB,2020-01-27,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.055556,25.166667,33.0,2.624667,24.87037,78.222682
SB,2020-01-28,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.296296,25.166667,32.851852,0.0,25.037037,78.017085
SB,2020-01-29,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.074074,25.388889,32.907407,0.084667,25.444444,81.034269
SB,2020-01-30,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.944444,25.166667,31.0,4.148667,25.037037,84.251201
SB,2020-01-31,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.638889,24.388889,32.805556,10.414,25.027778,85.793788
SB,2020-02-01,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.222222,24.444444,31.138889,37.465,24.833333,86.829204
SB,2020-02-02,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.916667,24.583333,31.055556,12.446,25.277778,90.762833
SB,2020-02-03,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.37037,26.259259,32.666667,13.97,25.240741,78.506537
SB,2020-02-04,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.583333,25.555556,34.694444,3.556,25.027778,81.165842
SB,2020-02-05,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.5,26.074074,31.555556,5.08,25.611111,84.409404
SB,2020-02-06,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,25.925926,25.0,27.574074,15.070667,25.055556,94.980601
SB,2020-02-07,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.092593,25.388889,29.796296,47.413333,25.425926,90.62876
SB,2020-02-08,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.916667,25.0,32.305556,7.493,24.138889,79.971459
SB,2020-02-09,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,26.87037,25.240741,29.925926,36.999333,25.259259,90.94228
SB,2020-02-10,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.037037,24.962963,29.87037,57.658,25.296296,90.261055
SB,2020-02-11,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,28.333333,26.092593,30.425926,18.796,24.87037,81.616571
SB,2020-02-12,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.138889,25.0,33.444444,0.254,25.055556,88.408174
SB,2020-02-13,ChIJ0QlQVeBR02gRgClEF6DATLQ,Q685,country/SLB,SB,Solomon Islands,SB,SLB,0,0,0,0,0,,,,,,,686878,349262,337616,507659,162164,24.54,0.546,196170,148825,111830,82050,68670,40695,22978,11993,3667,1425074225,2127,0.443,1857436,-9.466667,159.816667,28900,28264,72,72.835,19.0,17.1,162.895,124.818,137.0,23.8,2.1642,0.1937,101.239868,5.466105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,27.833333,25.425926,31.222222,22.352,25.203704,85.648378
