location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
TT,2020-01-01,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.597222,23.861111,31.569444,0.0,22.361111,73.212657
TT,2020-01-02,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.055556,23.458333,31.472222,0.169333,22.402778,75.907322
TT,2020-01-03,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.486111,23.166667,31.208333,3.683,22.291667,77.802504
TT,2020-01-04,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.013889,23.555556,31.125,0.6985,21.902778,73.775416
TT,2020-01-05,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.416667,22.611111,30.902778,0.762,22.472222,79.03005
TT,2020-01-06,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.041667,23.027778,31.222222,0.5715,22.388889,80.34778
TT,2020-01-07,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.75,23.013889,31.166667,1.143,22.611111,78.151383
TT,2020-01-08,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.555556,23.694444,31.458333,0.127,22.5,73.9869
TT,2020-01-09,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.736111,23.472222,31.444444,0.9525,22.263889,76.540935
TT,2020-01-10,ChIJxbZQY5cHNowRJ_E5xlUoCP8,Q754,country/TTO,TT,Trinidad and Tobago,TT,TTO,0,0,0,,0,0,,,,,,,,1399491,690947,708544,653029,741944,544259,272.805,0.784,184451,185810,183002,242861,191442,175062,135893,73654,27316,24100202833,17276,0.613,555717,10.666667,-61.516667,5130,2879,2286,73.38,11.0,16.4,186.336,108.616,38.6,21.3,4.0934,4.1675,1124.091675,447.134827,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.638889,23.222222,31.263889,3.302,22.055556,76.114931
