location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
KG,2021-04-07,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,151,0,89811,1516,205,849,,,205,849,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-21,-6,-22,-9,-51,1,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,7.888889,2.623457,12.888889,0.282222,10.16,2.018519,67.515524
KG,2021-04-08,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,208,3,90019,1519,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-16,-1,-13,-2,-26,-6,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,9.123457,2.358025,15.561728,0.0,10.16,-1.104938,49.83547
KG,2021-04-09,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,208,3,90227,1522,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-17,-2,-14,-6,-24,-6,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,11.255556,2.816667,18.955556,0.0,,-2.1,40.230136
KG,2021-04-10,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,145,6,90372,1528,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-18,-5,-10,-8,-22,-7,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,12.561111,3.433333,19.755556,0.0,,-2.005556,37.485879
KG,2021-04-11,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,227,4,90599,1532,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-16,-4,-10,-9,-17,-9,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,12.388889,4.894444,19.911111,0.0,,0.116667,44.196076
KG,2021-04-12,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,240,2,90839,1534,1251,2100,,,1251,2100,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-20,-5,-19,-8,-35,-4,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,12.255556,5.094444,18.694444,0.0,,1.455556,49.776068
KG,2021-04-13,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,305,6,91144,1540,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-3,-21,-12,-30,-2,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,12.255556,6.461111,17.933333,0.0,,3.122222,54.279039
KG,2021-04-14,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,230,4,91374,1544,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-23,-3,-20,-10,-26,-4,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,12.444444,5.7,18.794444,0.0,,2.788889,52.638699
KG,2021-04-15,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,265,2,91639,1546,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-2,-17,-5,-27,-4,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,13.905556,6.866667,19.788889,0.0,,3.255556,50.094977
KG,2021-04-16,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,244,3,91883,1549,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-5,-17,-11,-25,-4,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,13.883333,7.45,19.738889,0.0,10.16,3.072222,48.613256
KG,2021-04-17,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,212,6,92095,1555,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-26,-8,-17,-15,-23,-4,1,2,2,4,1,0,1,1,0,1,0,0,2,3,1,0,0,3,1,58.33,13.808642,7.617284,20.061728,0.0,,1.709877,44.6297
KG,2021-04-18,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,225,2,92320,1557,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-25,-9,-23,-16,-22,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,12.351852,6.641975,18.024691,0.036286,,1.87037,50.940773
KG,2021-04-19,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,306,4,92626,1561,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-10,-18,-11,-28,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,14.227778,7.677778,20.166667,0.0,,-0.116667,39.295625
KG,2021-04-20,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,380,5,93006,1566,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-4,-20,-10,-27,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,13.488889,7.761111,18.35,0.0,,1.455556,45.363707
KG,2021-04-21,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,272,7,93278,1573,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-31,-13,-38,-18,-29,0,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,7.154321,2.290123,11.654321,0.508,,1.623457,74.200614
KG,2021-04-22,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,325,5,93603,1578,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-26,-9,-29,-12,-29,-1,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,6.083333,0.816667,11.661111,0.0,60.96,-2.294444,61.955163
KG,2021-04-23,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,228,4,93831,1582,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-23,-5,-20,-10,-25,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,8.466667,0.655556,15.65,0.0,10.16,-4.933333,42.740779
KG,2021-04-24,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,199,2,94030,1584,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-25,-9,-18,-14,-23,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,11.351852,1.160494,18.234568,0.0,,-3.080247,38.844391
KG,2021-04-25,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,247,5,94277,1589,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-23,-6,-11,-14,-21,-4,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,1,54.63,15.666667,6.216049,22.709877,0.0,,0.197531,35.943773
KG,2021-04-26,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,322,3,94599,1592,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-25,-11,-19,-11,-28,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,15.133333,7.383333,23.244444,0.0,,2.15,43.124283
KG,2021-04-27,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,345,6,94944,1598,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-21,-3,-13,-7,-27,-4,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,18.416667,7.788889,27.011111,0.0,,1.694444,33.699803
KG,2021-04-28,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,331,6,95275,1604,24900,27000,,858,25758,27858,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-2,-16,-12,-26,-4,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,19.083333,10.116667,26.883333,0.0,,3.038889,36.456184
KG,2021-04-29,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,477,8,95752,1612,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-2,-13,-12,-29,-4,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,20.244444,11.638889,28.572222,0.0,,3.583333,35.114328
KG,2021-04-30,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,308,7,96060,1619,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-4,-21,-16,-27,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,20.216667,11.055556,28.688889,0.0,,4.477778,36.721406
KG,2021-05-01,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,277,3,96337,1622,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-28,-8,-20,-21,-34,-2,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,15.888889,9.91358,21.197531,0.127,,6.246914,57.790772
KG,2021-05-02,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,224,8,96561,1630,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-7,-12,-16,-23,-6,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,17.04321,10.320988,23.462963,0.0,,6.759259,54.382631
KG,2021-05-03,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,397,7,96958,1637,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-11,-16,-14,-33,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,18.635802,10.858025,26.45679,0.0,,6.41358,46.374839
KG,2021-05-04,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,320,3,97278,1640,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-20,-2,-11,-13,-30,-4,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,19.644444,12.127778,26.327778,0.0,,7.538889,47.181337
KG,2021-05-05,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,385,3,97663,1643,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-27,-7,-20,-18,-53,2,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,20.155556,13.588889,26.388889,0.338667,,7.788889,48.295639
KG,2021-05-06,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,416,6,98079,1649,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-3,-16,-11,-31,-4,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,17.272222,13.2,21.755556,0.508,60.96,8.694444,61.260596
KG,2021-05-07,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,321,6,98400,1655,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-24,-5,-16,-16,-28,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,17.566667,12.044444,23.133333,1.651,30.48,9.238889,61.528352
KG,2021-05-08,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,254,5,98654,1660,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-25,-6,-12,-16,-25,-5,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,18.5,11.981481,25.339506,0.0,,7.617284,51.755162
KG,2021-05-09,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,379,7,99033,1667,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-25,-9,-11,-20,-23,-5,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,19.037037,11.925926,26.253086,0.0,,7.574074,50.334421
KG,2021-05-10,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,283,8,99316,1675,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-25,-10,-19,-15,-34,-3,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,18.697531,12.709877,24.444444,0.0,,8.549383,54.071953
KG,2021-05-11,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,329,6,99645,1681,10117,37117,5152,6010,15269,43127,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-18,3,-12,-7,-29,-5,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,16.038889,11.722222,21.338889,0.846667,,7.661111,61.874753
KG,2021-05-12,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,200,6,99845,1687,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-18,9,-16,-3,-31,-6,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,15.061111,8.85,21.527778,0.0,,5.333333,55.205097
KG,2021-05-13,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,404,8,100249,1695,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-29,-13,16,-16,-73,-1,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,15.072222,7.705556,22.583333,0.0,10.16,2.055556,41.881032
KG,2021-05-14,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,224,8,100473,1703,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-20,-4,-11,-10,-33,-5,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,14.905556,7.644444,21.65,0.60325,,3.672222,47.276724
KG,2021-05-15,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,259,8,100732,1711,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-19,-6,-6,-12,-28,-6,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,13.709877,6.425926,21.290123,2.370667,,2.925926,48.881273
KG,2021-05-16,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,234,7,100966,1718,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-16,-2,-3,-11,-19,-7,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,14.95679,7.12963,21.425926,0.0,,2.104938,42.96827
KG,2021-05-17,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,253,7,101219,1725,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-17,-3,-8,-7,-29,-6,2,2,2,4,1,0,0,1,1,2,0,0,2,3,1,0,0,3,4,54.63,17.179012,7.882716,24.864198,0.0,,2.111111,37.067186
KG,2021-05-18,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,361,4,101580,1729,0,,0,,10974,54101,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-14,3,-4,-6,-28,-6,2,2,2,4,2,0,0,1,1,2,0,0,1,3,1,0,0,3,4,50.0,19.405556,9.944444,27.361111,0.0,,2.505556,33.200564
