location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BN,2020-04-16,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,136,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.074074,23.796296,31.805556,0.084667,24.481481,81.046121
BN,2020-04-17,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,1,0,,137,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.805556,24.138889,32.740741,0.084667,25.027778,80.229154
BN,2020-04-18,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,1,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.287037,23.027778,31.981481,1.0668,24.592593,85.430138
BN,2020-04-19,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.231481,23.462963,32.055556,11.006667,24.962963,82.53506
BN,2020-04-20,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.462963,23.416667,31.981481,2.794,24.5,84.106459
BN,2020-04-21,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.722222,23.731481,32.740741,7.493,25.12037,81.109801
BN,2020-04-22,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.509259,24.212963,32.314815,6.815667,25.055556,81.836454
BN,2020-04-23,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.037037,24.314815,32.046296,0.296333,24.824074,83.066248
BN,2020-04-24,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.833333,24.203704,31.805556,16.256,24.638889,83.007484
BN,2020-04-25,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.268519,24.287037,31.898148,2.9972,24.972222,82.524354
BN,2020-04-26,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.0,24.046296,30.981481,5.08,24.805556,87.870139
BN,2020-04-27,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.092593,23.768519,31.648148,8.8392,24.62963,81.801138
BN,2020-04-28,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.25,23.981481,31.055556,0.127,24.805556,86.699565
BN,2020-04-29,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.12963,24.398148,31.824074,6.0452,25.027778,83.404056
BN,2020-04-30,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.916667,24.388889,31.888889,2.032,24.787037,83.318954
BN,2020-05-01,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.407407,24.268519,32.287037,1.5875,24.787037,81.058207
BN,2020-05-02,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,26.972222,24.101852,30.981481,22.5044,24.203704,85.143659
BN,2020-05-03,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.009259,24.0,32.314815,10.0584,24.740741,82.591471
BN,2020-05-04,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,138,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.824074,24.138889,31.722222,1.905,25.027778,84.869992
BN,2020-05-05,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,1,0,,139,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.027778,24.518519,31.351852,8.8392,25.0,88.714136
BN,2020-05-06,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,2,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.435185,24.435185,31.87037,8.89,25.185185,82.669325
BN,2020-05-07,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,29.333333,24.990741,32.990741,0.042333,25.787037,81.438592
BN,2020-05-08,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,29.333333,25.0,32.925926,0.0,25.824074,81.68609
BN,2020-05-09,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.990741,24.685185,31.601852,9.863667,25.361111,85.813822
BN,2020-05-10,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.990741,24.75,32.564815,3.556,25.638889,82.244689
BN,2020-05-11,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.592593,23.833333,32.796296,0.0,25.009259,81.365319
BN,2020-05-12,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,25.12037,23.111111,28.537037,24.341667,23.777778,92.375733
BN,2020-05-13,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,27.962963,23.361111,31.518519,10.075333,24.759259,82.841675
BN,2020-05-14,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,2,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,58.33,28.666667,24.064815,32.685185,0.0,25.435185,82.815573
BN,2020-05-15,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.87037,24.842593,32.453704,9.990667,25.805556,83.627626
BN,2020-05-16,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.527778,25.518519,31.935185,1.524,25.787037,85.22909
BN,2020-05-17,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.5,25.018519,32.101852,0.762,25.657407,84.772262
BN,2020-05-18,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,26.805556,24.222222,29.703704,20.32,24.814815,89.077633
BN,2020-05-19,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.342593,24.185185,32.231481,18.796,24.972222,82.062603
BN,2020-05-20,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,27.824074,24.75,31.268519,0.169333,25.324074,86.43103
BN,2020-05-21,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,27.787037,23.944444,31.87037,5.249333,24.777778,84.086534
BN,2020-05-22,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,27.101852,23.87963,32.25,2.751667,24.425926,85.425125
BN,2020-05-23,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.583333,23.712963,32.583333,9.144,24.925926,80.763166
BN,2020-05-24,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,27.592593,24.157407,31.472222,1.862667,24.675926,84.343093
BN,2020-05-25,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,1,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.444444,24.490741,32.435185,1.4224,24.898148,81.215326
BN,2020-05-26,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,1,,141,2,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,29.194444,25.416667,32.981481,0.0,25.611111,81.161497
BN,2020-05-27,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,2,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,27.509259,23.87037,32.037037,4.318,24.722222,84.979347
BN,2020-05-28,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,2,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.231481,24.342593,31.972222,29.3624,24.907407,82.335338
BN,2020-05-29,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,2,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.935185,24.361111,32.935185,0.042333,25.12963,80.013624
BN,2020-05-30,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,2,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,27.314815,23.907407,31.222222,2.0828,24.472222,84.694981
BN,2020-05-31,ChIJ0bm4BEuZGDIR1toJ3YA1_l0,Q921,country/BRN,BN,Brunei,BN,BRN,0,0,0,,141,2,,,,,,,,437483,226987,210496,95574,337711,83.014,0.853,66355,65084,69696,76568,68003,50221,28513,9569,3474,13469422941,31086,2103120,4.4,114.566667,5770,4743,1017,75.722,16.9,13.3,9.8,143.719,98.803,13.3,16.6,2.7,5.8974,1.609,671.411499,34.756348,3,0,1,3,0,0,1,4,1,2,0,0,2,2,1,0,0,1,0,52.78,28.851852,24.092593,33.037037,0.550333,24.962963,79.683396
