location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
CG,2020-10-06,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5118,90,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,24.972222,22.435185,28.018519,6.180667,21.861111,83.128793
CG,2020-10-07,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5118,90,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,26.603175,21.111111,31.619048,1.197429,21.52381,73.82259
CG,2020-10-08,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5118,90,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,24.533333,20.844444,29.266667,4.064,21.411111,82.787238
CG,2020-10-09,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,38,2,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,26.555556,21.25,32.148148,1.735667,21.657407,74.778777
CG,2020-10-10,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,25.138889,21.787037,29.796296,4.021667,21.805556,81.924168
CG,2020-10-11,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,24.988889,21.0,30.444444,18.2372,21.633333,81.801629
CG,2020-10-12,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,25.12037,21.87037,29.842593,24.468667,21.759259,81.705204
CG,2020-10-13,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,25.731481,22.0,29.287037,9.906,21.898148,79.848523
CG,2020-10-14,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,56.48,25.305556,22.046296,29.0,3.005667,22.101852,82.585487
CG,2020-10-15,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,25.111111,22.0,29.444444,16.437429,21.888889,82.410736
CG,2020-10-16,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,26.25,22.75,29.5,4.487333,22.314815,79.056114
CG,2020-10-17,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,25.722222,22.203704,30.37037,6.942667,22.185185,81.261055
CG,2020-10-18,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5156,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,24.861111,21.652778,29.25,9.525,21.902778,83.841113
CG,2020-10-19,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,97,0,5253,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,25.898148,21.981481,30.064815,5.461,22.287037,80.616793
CG,2020-10-20,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5253,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,25.566667,21.688889,29.255556,12.6492,21.777778,79.646238
CG,2020-10-21,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5253,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,2,2,1,3,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,50.93,23.955556,21.355556,29.5,3.7465,21.411111,85.784851
CG,2020-10-22,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5253,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,26.291667,22.069444,30.694444,9.4615,22.722222,80.784401
CG,2020-10-23,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,37,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,26.753968,22.849206,31.214286,0.290286,22.563492,77.971156
CG,2020-10-24,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,23.777778,21.0,27.407407,3.937,21.851852,89.025132
CG,2020-10-25,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,26.509259,21.490741,30.685185,7.027333,21.907407,76.218515
CG,2020-10-26,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,25.322222,22.822222,28.5,5.0292,22.333333,83.733159
CG,2020-10-27,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,25.655556,22.444444,29.022222,8.4328,22.277778,81.896906
CG,2020-10-28,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,24.625,20.875,28.875,26.543,21.625,83.645202
CG,2020-10-29,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5290,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,24.458333,20.847222,29.847222,25.9715,21.180556,82.099251
CG,2020-10-30,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,58,0,5348,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,25.564815,21.731481,29.37037,0.254,21.796296,80.011817
CG,2020-10-31,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5348,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,26.675926,22.231481,30.87037,0.846667,22.518519,78.084738
CG,2020-11-01,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,31,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,3,0,47.22,24.361111,21.805556,29.101852,16.086667,21.888889,86.220261
CG,2020-11-02,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,25.674603,21.563492,29.515873,23.833667,21.984127,80.184055
CG,2020-11-03,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,27.203704,22.166667,31.416667,4.318,22.407407,75.164439
CG,2020-11-04,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,25.444444,22.25,28.537037,10.710333,22.351852,83.183054
CG,2020-11-05,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,23.75,21.907407,25.703704,24.299333,21.768519,88.731595
CG,2020-11-06,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,24.920635,19.952381,28.833333,8.708571,21.777778,82.900504
CG,2020-11-07,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,25.650794,20.753968,30.261905,1.959429,21.896825,80.196957
CG,2020-11-08,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,26.206349,22.587302,30.468254,4.426857,22.261905,79.261109
CG,2020-11-09,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5379,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,22.990741,20.444444,26.12963,17.7292,20.972222,88.505538
CG,2020-11-10,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,136,0,5515,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,24.603175,20.873016,28.444444,10.776857,21.269841,81.896566
CG,2020-11-11,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5515,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,26.436508,20.920635,31.063492,0.725714,21.722222,75.61464
CG,2020-11-12,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5515,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,26.801587,22.388889,31.103175,0.435429,22.285714,76.533261
CG,2020-11-13,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5515,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,25.455556,22.066667,28.622222,3.3528,22.077778,81.883582
CG,2020-11-14,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5515,92,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,27.462963,23.462963,31.925926,4.360333,21.814815,71.815106
CG,2020-11-15,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,117,1,5632,93,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,2,0,1,0,0,2,1,1,0,0,3,0,47.22,24.569444,21.347222,29.638889,6.096,21.791667,84.644435
CG,2020-11-16,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5632,93,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,1,0,1,0,0,2,1,1,0,0,3,0,44.44,24.416667,21.5,27.305556,14.478,22.472222,88.982822
CG,2020-11-17,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5632,93,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,1,0,1,0,0,2,1,1,0,0,3,0,44.44,27.18254,21.928571,31.349206,0.870857,21.960317,73.496967
CG,2020-11-18,ChIJCROj3WOlYBoRj2z8FM96AVU,Q971,country/COG,CG,Republic of the Congo,CG,COG,0,0,0,5632,93,,,,,,,,5518092,2756678,2761414,1755498,3625010,2308076,3483589,16.158,0.606,1592335,1257964,874261,680079,535814,327892,164737,69397,15613,10820591130,2011,0.42,192794,-0.75,15.383331,342000,338427,1087,64.29,26.9,6.0,36.2,279.572,240.201,130.7,16.7,0.6271,49.983723,24.192739,1,2,1,3,0,2,0,1,0,1,0,0,2,1,1,0,0,3,0,44.44,26.425926,21.935185,31.972222,0.0508,22.407407,78.882641
