location_key,date,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,population,population_male,population_female,population_rural,population_urban,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,adult_male_mortality_rate,adult_female_mortality_rate,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
VI,2020-02-12,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.427778,24.438889,28.872222,0.0,20.930556,71.689153
VI,2020-02-13,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.611111,24.994444,29.055556,0.5842,19.763889,65.703549
VI,2020-02-14,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.005556,23.844444,28.422222,0.0,21.055556,73.892065
VI,2020-02-15,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,25.772222,23.45,28.577778,5.108222,21.333333,76.583453
VI,2020-02-16,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,25.888889,24.066667,28.066667,1.298222,21.416667,76.615495
VI,2020-02-17,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.194444,24.1,28.861111,1.1684,20.861111,72.150048
VI,2020-02-18,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.294444,23.95,28.85,0.254,20.847222,71.745959
VI,2020-02-19,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.083333,24.15,28.555556,0.225778,20.513889,71.34692
VI,2020-02-20,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.494444,24.755556,28.683333,0.635,19.652778,65.886467
VI,2020-02-21,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.15,23.844444,28.861111,0.0,19.625,67.45691
VI,2020-02-22,Q11703,country/VIR,VI,United States Virgin Islands,VI,VIR,0,0,0,,0,0,,104423,49601,54822,4444,102187,298.351,12868,14018,12731,9731,11766,14449,14021,10901,3938,3855000000,35938,286898,18.333333,-64.833333,350,63,302,79.568293,12.3,70.177,41.141,0,0,0,0,0,0,0,0,0,0,,,0,1,2,,0,0,0,0.0,26.011111,23.355556,29.111111,0.0,20.041667,70.96342
