location_key,date,wikidata_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index
PS,2020-07-18,Q1176995,PS,Palestine,PS,PSE,0,465,3,,10052,65,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-19,Q1176995,PS,Palestine,PS,PSE,0,468,1,,10520,66,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-20,Q1176995,PS,Palestine,PS,PSE,0,403,1,,10923,67,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-21,Q1176995,PS,Palestine,PS,PSE,0,356,2,,11279,69,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-22,Q1176995,PS,Palestine,PS,PSE,0,596,1,,11875,70,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-23,Q1176995,PS,Palestine,PS,PSE,0,537,3,,12412,73,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-24,Q1176995,PS,Palestine,PS,PSE,0,383,5,,12795,78,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-25,Q1176995,PS,Palestine,PS,PSE,0,330,1,,13125,79,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-26,Q1176995,PS,Palestine,PS,PSE,0,332,2,,13457,81,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-27,Q1176995,PS,Palestine,PS,PSE,0,481,0,,13938,81,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-28,Q1176995,PS,Palestine,PS,PSE,0,520,2,,14458,83,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,2,0,2,0,0,2,1,1,0,0,0,0,77.78
PS,2020-07-29,Q1176995,PS,Palestine,PS,PSE,0,380,1,,14838,84,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-30,Q1176995,PS,Palestine,PS,PSE,0,394,1,,15232,85,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-07-31,Q1176995,PS,Palestine,PS,PSE,0,323,1,,15555,86,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-01,Q1176995,PS,Palestine,PS,PSE,0,225,1,,15780,87,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-02,Q1176995,PS,Palestine,PS,PSE,0,244,0,,16024,87,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-03,Q1176995,PS,Palestine,PS,PSE,0,604,2,,16628,89,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-04,Q1176995,PS,Palestine,PS,PSE,0,353,3,,16981,92,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-05,Q1176995,PS,Palestine,PS,PSE,0,453,3,,17434,95,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-06,Q1176995,PS,Palestine,PS,PSE,0,514,2,,17948,97,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-07,Q1176995,PS,Palestine,PS,PSE,0,426,6,,18374,103,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-08,Q1176995,PS,Palestine,PS,PSE,0,277,0,,18651,103,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-09,Q1176995,PS,Palestine,PS,PSE,0,470,7,,19121,110,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-10,Q1176995,PS,Palestine,PS,PSE,0,473,4,,19594,114,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-11,Q1176995,PS,Palestine,PS,PSE,0,499,1,,20093,115,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-12,Q1176995,PS,Palestine,PS,PSE,0,432,1,,20525,116,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-13,Q1176995,PS,Palestine,PS,PSE,0,531,0,,21056,116,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-14,Q1176995,PS,Palestine,PS,PSE,0,498,3,,21554,119,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-15,Q1176995,PS,Palestine,PS,PSE,0,381,2,,21935,121,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-16,Q1176995,PS,Palestine,PS,PSE,0,456,2,,22391,123,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-17,Q1176995,PS,Palestine,PS,PSE,0,612,1,,23003,124,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-18,Q1176995,PS,Palestine,PS,PSE,0,424,3,,23427,127,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-19,Q1176995,PS,Palestine,PS,PSE,0,503,4,,23930,131,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-20,Q1176995,PS,Palestine,PS,PSE,0,457,4,,24387,135,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-21,Q1176995,PS,Palestine,PS,PSE,0,311,3,,24698,138,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-22,Q1176995,PS,Palestine,PS,PSE,0,326,5,,25024,143,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-23,Q1176995,PS,Palestine,PS,PSE,0,553,7,,25577,150,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-24,Q1176995,PS,Palestine,PS,PSE,0,585,0,,26162,150,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-25,Q1176995,PS,Palestine,PS,PSE,0,602,2,,26764,152,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-26,Q1176995,PS,Palestine,PS,PSE,0,622,6,,27386,158,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-27,Q1176995,PS,Palestine,PS,PSE,0,724,4,4115,28110,162,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-28,Q1176995,PS,Palestine,PS,PSE,0,417,2,7996,28527,164,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-29,Q1176995,PS,Palestine,PS,PSE,0,536,5,4135,29063,169,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-30,Q1176995,PS,Palestine,PS,PSE,0,875,4,4433,29938,173,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-08-31,Q1176995,PS,Palestine,PS,PSE,0,552,7,4433,30490,180,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-01,Q1176995,PS,Palestine,PS,PSE,0,843,4,5418,31333,184,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-02,Q1176995,PS,Palestine,PS,PSE,0,596,5,5076,31929,189,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-03,Q1176995,PS,Palestine,PS,PSE,0,888,3,5621,32817,192,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-04,Q1176995,PS,Palestine,PS,PSE,0,433,7,3697,33250,199,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-05,Q1176995,PS,Palestine,PS,PSE,0,762,4,4129,34012,203,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-06,Q1176995,PS,Palestine,PS,PSE,0,789,3,5328,34801,206,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-07,Q1176995,PS,Palestine,PS,PSE,0,717,9,5560,35518,215,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-08,Q1176995,PS,Palestine,PS,PSE,0,696,2,5471,36214,217,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-09,Q1176995,PS,Palestine,PS,PSE,0,1000,7,5714,37214,224,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-10,Q1176995,PS,Palestine,PS,PSE,0,652,8,5981,37866,232,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-11,Q1176995,PS,Palestine,PS,PSE,0,650,6,4919,38516,238,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-12,Q1176995,PS,Palestine,PS,PSE,0,994,12,6602,39510,250,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-13,Q1176995,PS,Palestine,PS,PSE,0,788,5,7000,40298,255,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-14,Q1176995,PS,Palestine,PS,PSE,0,1118,6,,41416,261,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-15,Q1176995,PS,Palestine,PS,PSE,0,963,15,7113,42379,276,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-16,Q1176995,PS,Palestine,PS,PSE,0,966,2,5937,43345,278,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-17,Q1176995,PS,Palestine,PS,PSE,0,692,8,6734,44037,286,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,2,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,83.33
PS,2020-09-18,Q1176995,PS,Palestine,PS,PSE,0,726,5,4494,44763,291,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,87.04
PS,2020-09-19,Q1176995,PS,Palestine,PS,PSE,0,683,9,6948,45446,300,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,87.04
PS,2020-09-20,Q1176995,PS,Palestine,PS,PSE,0,611,9,6201,46057,309,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
PS,2020-09-21,Q1176995,PS,Palestine,PS,PSE,0,557,5,4978,46614,314,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
PS,2020-09-22,Q1176995,PS,Palestine,PS,PSE,0,503,3,5156,47117,317,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
PS,2020-09-23,Q1176995,PS,Palestine,PS,PSE,0,713,5,5028,47830,322,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
PS,2020-09-24,Q1176995,PS,Palestine,PS,PSE,0,452,5,3283,48282,327,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
PS,2020-09-25,Q1176995,PS,Palestine,PS,PSE,0,290,7,3177,48572,334,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
PS,2020-09-26,Q1176995,PS,Palestine,PS,PSE,0,620,9,3898,49192,343,,,,,,,5101416,2586971,2514445,1103858,3581448,693323,847.411,1364528,1109493,965725,664296,448140,297318,151853,77835,22228,14615900000,3198,0.554,6020,3505,2496,73.895,9.5,17.3,126.513,92.308,3,3,2,3,2,2,2,4,0,2,0,0,2,1,1,0,0,0,0,85.19
