location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
JP,2021-05-19,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,5814,91,97287,681280,11939,12842748,66835,7395353,401234,6569883,251212,2733171,652446,9303054,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-21,0,-23,-26,-13,7,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,19.422222,16.655556,22.072222,3.2385,,17.655556,89.591978
JP,2021-05-20,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,5712,110,117145,686992,12049,12959893,66721,7462074,408266,6978149,137245,2870416,545511,9848565,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-21,1,-24,-28,-13,8,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,20.266667,16.711111,21.888889,24.16175,,19.161111,93.473663
JP,2021-05-21,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,5248,109,66583,692240,12158,13026476,65752,7527826,384483,7362632,209582,3079998,594065,10442630,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-26,-3,-34,-31,-13,10,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,20.033333,17.283333,24.094444,70.38975,,17.077778,83.257572
JP,2021-05-22,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,5032,88,35263,697272,12246,13061739,64765,7592591,288041,7650673,42775,3122773,330816,10773446,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-19,5,-16,-34,-13,8,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,18.088889,15.05,22.316667,1.016,,14.116667,77.977539
JP,2021-05-23,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,4032,62,91616,701304,12308,13153355,63968,7656559,327559,7978232,28050,3150823,355609,11129055,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-18,4,7,-33,-10,5,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,21.577778,15.733333,25.972222,0.254,,14.072222,62.685238
JP,2021-05-24,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2710,86,70045,704014,12394,13223400,61541,7718100,591116,8569348,204124,3354947,795240,11924295,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-21,-1,-17,-26,-11,7,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,19.155556,16.033333,24.733333,3.58775,,15.305556,78.56957
JP,2021-05-25,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,3894,98,87089,707908,12492,13310489,60260,7778360,612984,9182332,63051,3417998,676035,12600330,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,9,-2,-24,-11,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,21.005556,15.95,25.744444,0.5588,,11.155556,53.873896
JP,2021-05-26,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,4527,105,116584,712435,12597,13427073,59210,7837570,675188,9857520,61838,3479836,737026,13337356,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,7,4,-25,-11,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,18.944444,14.2,23.105556,0.0,,8.688889,51.652203
JP,2021-05-27,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,4127,113,118523,716562,12710,13545596,58515,7896085,647433,10504953,106191,3586027,753624,14090980,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-24,-4,-36,-29,-12,8,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,16.994444,14.05,19.405556,43.08475,,15.172222,89.176663
JP,2021-05-28,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,3705,106,57084,720267,12816,13602680,56022,7952107,625276,11130229,124941,3710968,750217,14841197,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-18,6,-6,-27,-10,7,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,20.838889,16.755556,24.222222,2.2606,,15.327778,71.023509
JP,2021-05-29,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,3589,101,30097,723856,12917,13632777,55439,8007546,478855,11609084,59952,3770920,538807,15380004,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-16,8,-1,-30,-10,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,21.122222,15.672222,27.155556,0.0,,12.638889,58.948683
JP,2021-05-30,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2874,47,83703,726730,12964,13716480,53676,8061222,465312,12074396,67810,3838730,533122,15913126,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,6,6,-31,-8,5,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,20.722222,14.627778,26.405556,0.0,,10.544444,53.091551
JP,2021-05-31,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1785,81,67394,728515,13045,13783874,51512,8112734,670537,12744933,236836,4075566,907373,16820499,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,5,-4,-24,-7,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,21.766667,14.644444,26.85,0.0,,12.183333,56.199589
JP,2021-06-01,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2640,91,76590,731155,13136,13860464,49400,8162134,726055,13470988,214811,4290377,940866,17761365,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,7,1,-24,-8,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,23.222222,16.811111,27.994444,0.0,,14.494444,59.056672
JP,2021-06-02,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,3031,105,176379,734186,13241,14036843,46897,8209031,752913,14223901,237229,4527606,990142,18751507,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,5,1,-25,-9,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,23.066667,19.327778,26.911111,0.0,,16.077778,65.35394
JP,2021-06-03,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2826,119,98297,737012,13360,14135140,45419,8254450,745693,14969594,231544,4759150,977237,19728744,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-17,4,-10,-25,-9,7,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,22.844444,19.144444,27.15,0.254,,16.977778,69.908868
JP,2021-06-04,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2586,85,54184,739598,13445,14189324,43211,8297661,731500,15701094,221369,4980519,952869,20681613,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-28,-7,-41,-30,-11,10,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,19.35,16.216667,22.933333,30.4165,,17.472222,89.11644
JP,2021-06-05,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2647,74,26466,742245,13519,14215790,42051,8339712,625950,16327044,131226,5111745,757176,21438789,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,10,0,-29,-11,6,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,20.877778,16.35,24.344444,3.6195,,13.633333,63.514086
JP,2021-06-06,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2016,51,75134,744261,13570,14290924,40992,8380704,570127,16897171,182957,5294702,753084,22191873,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-16,4,-4,-31,-9,5,1,2,1,1,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,49.07,22.577778,18.122222,26.855556,0.4064,,15.7,65.550632
JP,2021-06-07,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1278,71,62141,745539,13641,14353065,39005,8419709,782131,17679302,328487,5623189,1110618,23302491,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-16,4,-5,-24,-8,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.744444,19.311111,30.1,0.0,,15.716667,57.448526
JP,2021-06-08,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1884,98,63215,747423,13739,14416280,37068,8456777,812336,18491638,328419,5951608,1140755,24443246,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,6,-2,-24,-9,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.916667,18.911111,30.511111,0.0,,15.227778,55.544401
JP,2021-06-09,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2224,98,74713,749647,13837,14490993,35268,8492045,794273,19285911,392805,6344413,1187078,25630324,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,5,1,-24,-9,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.983333,18.977778,30.15,0.0,,15.388889,56.399211
JP,2021-06-10,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,2041,66,99850,751688,13903,14590843,33943,8525988,762148,20048059,393841,6738254,1155989,26786313,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,8,-3,-24,-9,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,25.566667,19.427778,31.188889,0.0,,16.333333,57.298353
JP,2021-06-11,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1934,69,51297,753622,13972,14642140,32235,8558223,773042,20821101,365227,7103481,1138269,27924582,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-17,5,-6,-26,-10,7,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.827778,21.105556,28.744444,0.0,,16.2,59.102397
JP,2021-06-12,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1941,56,25059,755563,14028,14667199,31250,8589473,671376,21492477,278970,7382451,950346,28874928,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,7,-5,-28,-14,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.494444,21.05,28.455556,0.0,,17.588889,65.715463
JP,2021-06-13,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1382,38,60314,756945,14066,14727513,30530,8620003,610732,22103209,318658,7701109,929390,29804318,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,5,-6,-30,-10,5,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,22.772222,20.338889,25.561111,3.683,,19.294444,80.931774
JP,2021-06-14,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,929,55,61213,757874,14121,14788726,28228,8648231,710938,22814147,546204,8247313,1257142,31061460,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-17,1,-17,-24,-9,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.338889,20.538889,28.833333,10.922,,19.027778,72.464838
JP,2021-06-15,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1418,61,65986,759292,14182,14854712,25809,8674040,712963,23527110,563235,8810548,1276198,32337658,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-10,10,-6,-22,-9,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,24.205556,20.583333,29.561111,10.7315,,19.611111,75.779526
JP,2021-06-16,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1696,82,70606,760988,14264,14925318,24317,8698357,696879,24223989,615930,9426478,1312809,33650467,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-16,3,-21,-24,-10,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,21.422222,19.7,23.561111,18.38325,,19.233333,87.502887
JP,2021-06-17,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1550,51,69009,762538,14315,14994327,22969,8721326,708618,24932607,607885,10034363,1316503,34966970,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,6,-6,-24,-9,6,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,23.983333,19.861111,28.711111,1.397,,17.605556,67.985003
JP,2021-06-18,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1619,45,43013,764157,14360,15037340,21134,8742460,691184,25623791,581784,10616147,1272968,36239938,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-17,3,-11,-25,-10,7,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,22.427778,19.427778,24.8,0.254,,18.722222,79.770492
JP,2021-06-19,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1509,34,31414,765666,14394,15068754,20257,8762717,675478,26299269,448297,11064444,1123775,37363713,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-17,1,-39,-32,-13,8,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,20.955556,19.155556,22.733333,38.25875,,19.561111,91.833184
JP,2021-06-20,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1303,23,58844,766969,14417,15127598,19778,8782495,675856,26975125,441814,11506258,1117670,38481383,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-10,9,0,-26,-9,4,2,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,2,55.09,22.377778,17.577778,27.366667,1.3462,,15.216667,64.517443
JP,2021-06-21,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,864,32,52614,767833,14449,15180212,18722,8801217,781353,27756478,634214,12140472,1415567,39896950,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,2,-5,-21,-8,5,1,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,4,53.24,24.811111,18.111111,30.494444,0.0,,15.472222,56.758587
JP,2021-06-22,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1433,42,62348,769266,14491,15242560,18119,8819336,789135,28545613,668312,12808784,1457447,41354397,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-10,5,-2,-22,-9,6,1,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,4,53.24,22.411111,20.016667,26.088889,0.056444,,17.8,75.544159
JP,2021-06-23,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1776,57,60420,771042,14548,15302980,17907,8837243,806898,29352511,702388,13511172,1509286,42863683,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,3,-6,-23,-9,5,1,2,2,2,0,1,1,4,2,2,0,0,2,1,2,0,0,1,4,53.24,23.283333,19.05,28.738889,1.128889,,17.133333,68.87119
