location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
KR,2020-07-17,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,34,1,9187,13745,295,1458852,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-5,6,40,-5,-1,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,23.466667,18.122222,29.072222,0.0,,18.511111,74.094732
KR,2020-07-18,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,26,1,5095,13771,296,1463947,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-4,9,48,-7,-6,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,22.845679,18.308642,26.734568,0.0,,18.512346,76.74004
KR,2020-07-19,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,45,0,4894,13816,296,1468841,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-8,12,13,-15,-9,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,24.962963,21.141975,27.037037,2.721429,,21.932099,83.531324
KR,2020-07-20,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,63,1,12197,13879,297,1481038,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-3,10,40,-7,-1,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,24.922222,21.722222,28.85,13.349111,,21.972222,84.125641
KR,2020-07-21,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,59,0,9681,13938,297,1490719,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,1,7,45,-3,0,-1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,25.872222,21.688889,30.155556,3.273778,,21.022222,74.892286
KR,2020-07-22,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,41,1,8783,13979,298,1499502,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-11,-3,16,-11,-2,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,22.272222,21.083333,23.811111,38.946667,,21.538889,95.661555
KR,2020-07-23,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,113,0,9473,14092,298,1508975,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-19,-13,-21,-18,-2,4,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,21.022222,19.994444,22.066667,42.389778,,19.95,93.711284
KR,2020-07-24,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,58,0,8307,14150,298,1517282,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-8,6,13,-10,-1,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,21.005556,19.961111,22.594444,34.120667,,20.105556,94.651949
KR,2020-07-25,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,25,1,4292,14175,299,1521574,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-5,10,36,-10,-7,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,22.17284,20.302469,24.160494,15.24,,21.061728,93.461819
KR,2020-07-26,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,28,1,4048,14203,300,1525622,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,0,0,54,-5,-8,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,23.211111,20.916667,26.394444,7.5946,,21.288889,89.395115
KR,2020-07-27,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,48,0,10730,14251,300,1536352,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-4,8,26,-8,-3,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,22.888889,20.888889,25.444444,7.930444,,21.533333,92.132565
KR,2020-07-28,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,18,0,9603,14269,300,1545955,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-2,5,27,-7,-2,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,22.933333,21.577778,24.422222,14.449778,,22.127778,95.270873
KR,2020-07-29,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,36,1,8908,14305,301,1554863,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-8,2,22,-12,-6,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,23.377778,22.211111,24.483333,35.080222,,22.772222,96.430259
KR,2020-07-30,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,31,0,7581,14336,301,1562444,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-3,6,43,-9,-6,2,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,23.183333,21.566667,25.383333,54.299556,,22.183333,94.15355
KR,2020-07-31,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,30,0,8034,14366,301,1570478,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,0,11,49,-3,-8,2,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,26.122222,21.711111,30.411111,9.0424,,23.7,86.660976
KR,2020-08-01,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,23,0,4416,14389,301,1574894,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-8,7,29,-11,-18,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,26.17284,22.845679,30.82716,7.112,,23.358025,84.83549
KR,2020-08-02,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,34,0,3511,14423,301,1578405,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-9,13,24,-12,-15,2,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,26.9,23.622222,30.244444,10.6426,,23.733333,83.422529
KR,2020-08-03,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,33,1,10023,14456,302,1588428,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,2,15,69,-6,-20,5,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,26.483333,23.1,30.266667,1.4224,,23.327778,83.348106
KR,2020-08-04,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,43,0,8407,14499,302,1596835,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,7,15,62,-4,-18,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.605556,23.294444,32.222222,9.454444,,24.127778,81.85503
KR,2020-08-05,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,20,1,8300,14519,303,1605135,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-1,11,52,-8,-17,4,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,26.905556,24.494444,29.572222,9.4615,,24.45,87.311543
KR,2020-08-06,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,43,1,7165,14562,304,1612300,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-4,6,36,-11,-13,5,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,25.666667,23.477778,28.505556,19.783778,,23.961111,90.608124
KR,2020-08-07,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,36,1,6862,14598,305,1619162,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-5,4,24,-9,-13,5,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,22.683333,21.805556,24.477778,45.494222,,22.211111,97.194244
KR,2020-08-08,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,28,0,4136,14626,305,1623298,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-13,0,-9,-19,-14,6,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,23.407407,22.160494,25.030864,102.474889,,22.944444,97.279845
KR,2020-08-09,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,34,0,3653,14660,305,1626951,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-12,-11,-6,-21,-14,5,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,26.577778,23.327778,30.511111,20.066,,23.755556,85.144178
KR,2020-08-10,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,54,0,9541,14714,305,1636492,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-4,9,12,-11,-8,4,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,25.022222,23.477778,27.994444,30.988,,24.205556,95.309312
KR,2020-08-11,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,56,0,8808,14770,305,1645300,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,1,9,25,-7,-7,2,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,25.85,23.55,29.038889,37.281556,,24.283333,91.353902
KR,2020-08-12,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,103,0,8246,14873,305,1653546,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,0,9,52,-5,-8,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.261111,24.1,30.455556,15.945556,,25.45,90.176965
KR,2020-08-13,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,166,0,10186,15039,305,1663732,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,0,9,47,-6,-8,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,28.638889,24.161111,33.033333,2.0574,,24.694444,79.628439
KR,2020-08-14,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,279,0,10212,15318,305,1673944,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,0,12,42,-4,-11,2,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,29.405556,25.183333,32.938889,0.028222,,24.461111,75.382416
KR,2020-08-15,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,197,0,6491,15515,305,1680435,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-9,8,30,-13,-24,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,28.493827,23.611111,33.481481,0.620889,,24.166667,77.976823
KR,2020-08-16,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,246,1,6683,15761,306,1687118,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,2,23,58,-3,-15,-1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.888889,23.141975,33.37037,0.0,,23.438272,77.182903
KR,2020-08-17,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,297,0,8572,16058,306,1695690,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,7,22,98,-13,-46,10,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.088889,23.116667,32.188889,0.0,,23.277778,80.20189
KR,2020-08-18,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,288,1,18022,16346,307,1713712,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-6,9,38,-6,-7,1,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,28.011111,22.422222,33.716667,0.0,,23.344444,76.184485
KR,2020-08-19,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,324,2,19019,16670,309,1732731,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-13,8,45,-10,-9,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,28.094444,22.483333,34.444444,0.0,,22.738889,73.329809
KR,2020-08-20,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,332,0,20040,17002,309,1752771,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-16,3,30,-14,-9,3,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.85,22.222222,34.138889,0.0,,22.588889,73.594362
KR,2020-08-21,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,397,0,21677,17399,309,1774448,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-19,3,21,-14,-9,5,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.533333,23.338889,32.733333,0.0,,23.092593,77.162449
KR,2020-08-22,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,266,0,15386,17665,309,1789834,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-28,-1,0,-24,-11,7,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,25.339506,22.401235,29.5,6.44525,,22.194444,83.672437
KR,2020-08-23,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,280,1,13236,17945,310,1803070,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-25,-7,20,-21,-17,6,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,25.816667,21.633333,30.755556,1.5494,,21.544444,77.907013
KR,2020-08-24,ChIJm7oRy-tVZDURS9uIugCbJJE,Q884,country/KOR,KR,South Korea,KR,KOR,0,320,2,21415,18265,312,1824485,,,,,,,51269183,25665854,25603329,9602379,42106719,9962393,25963874,527.298,0.903,4153813,4753258,6716294,7079839,8218844,8476699,6453706,3560646,1856084,1642383217167,31761,0.845,307756,36.0,128.0,100339,77155,21922,82.626829,23.3,6.9,2.7,79.266,32.342,20.5,7.8,11.5,7.3009,2.3608,2283.074707,768.689453,-15,14,41,-12,-8,5,2,2,2,4,0,1,1,3,1,1,0,0,2,1,2,0,0,2,0,53.24,27.233333,22.311111,32.055556,0.0,,22.988889,77.996244
