location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BZ,2020-08-22,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,20,1,,668,6,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-29,14,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,30.469136,25.592593,33.679012,0.225778,24.666667,71.694068
BZ,2020-08-23,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,18,0,,686,6,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,,12,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,29.845679,25.067901,33.432099,3.701143,24.395062,72.987313
BZ,2020-08-24,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,27,4,,713,10,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-38,17,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,30.561728,25.296296,33.691358,0.0,24.537037,70.715791
BZ,2020-08-25,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,17,0,,730,10,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-40,17,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,29.796296,24.888889,33.271605,0.0,24.382716,73.19165
BZ,2020-08-26,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,30,1,,760,11,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-37,16,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,30.345679,25.438272,33.487654,0.0,23.938272,68.922962
BZ,2020-08-27,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,58,1,,818,12,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-39,17,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,30.111111,25.845679,32.833333,0.1905,24.222222,71.137627
BZ,2020-08-28,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,52,0,,870,12,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-35,16,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,31.37037,26.234568,34.580247,1.016,24.802469,68.614993
BZ,2020-08-29,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,94,1,,964,13,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-29,12,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,31.277778,26.666667,34.32716,0.108857,24.777778,68.840993
BZ,2020-08-30,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,29,0,,993,13,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,,10,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,31.259259,25.820988,34.376543,0.0,23.95679,65.755749
BZ,2020-08-31,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,14,0,,1007,13,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-36,14,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,31.185185,25.555556,34.234568,0.0,24.024691,66.368938
BZ,2020-09-01,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,43,0,,1050,13,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-37,14,3,3,2,3,0,1,2,4,1,2,0,0,2,1,2,0,0,3,0,72.69,30.901235,25.283951,34.419753,0.0,24.055556,67.327669
BZ,2020-09-02,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,51,0,,1101,13,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-40,11,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.524691,23.876543,33.160494,0.0,23.802469,71.817575
BZ,2020-09-03,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,17,0,,1118,13,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-62,21,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.08642,23.746914,32.092593,34.798,23.67284,77.179409
BZ,2020-09-04,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,34,2,,1152,15,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-34,17,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.524691,23.876543,32.277778,7.493,24.438272,78.817235
BZ,2020-09-05,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,42,0,,1194,15,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-32,14,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.067901,23.901235,31.024691,4.064,24.339506,80.563248
BZ,2020-09-06,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,67,0,,1261,15,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,,11,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.524691,24.160494,31.62963,16.147143,24.641975,79.610536
BZ,2020-09-07,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,46,1,,1307,16,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-34,13,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.382716,23.574074,31.888889,0.580571,24.092593,77.774254
BZ,2020-09-08,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,54,0,,1361,16,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-35,13,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.185185,24.512346,32.487654,1.04775,24.506173,76.073024
BZ,2020-09-09,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,4,2,,1365,18,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-32,11,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.783951,24.395062,32.808642,0.028222,24.969136,75.527356
BZ,2020-09-10,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,34,1,,1399,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,,,,,-71,22,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.58642,26.308642,33.438272,0.0,25.160494,73.030782
BZ,2020-09-11,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,36,0,,1435,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-14,-16,3,-45,-32,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.981481,24.030864,32.462963,0.0,24.339506,76.247035
BZ,2020-09-12,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,23,0,,1458,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-24,-4,-2,-49,-26,8,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.666667,23.462963,32.064815,1.397,24.666667,79.069723
BZ,2020-09-13,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,22,0,,1480,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-28,-10,-10,-55,-33,8,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.148148,24.416667,32.833333,1.016,24.75,77.531118
BZ,2020-09-14,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,21,0,,1501,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-3,-4,6,-44,-29,11,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.37963,24.222222,32.833333,4.7752,24.935185,77.126166
BZ,2020-09-15,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,27,0,,1528,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-9,-7,2,-44,-31,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.938272,24.067901,33.506173,0.141111,24.740741,74.043061
BZ,2020-09-16,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,8,0,,1536,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-14,-10,-9,-51,-30,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.574074,23.932099,33.333333,0.0,24.135802,72.806119
BZ,2020-09-17,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,31,0,,1567,19,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-17,-10,-7,-47,-32,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.419753,24.808642,33.611111,0.536222,24.888889,72.892277
BZ,2020-09-18,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,23,1,,1590,20,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-12,-15,0,-44,-27,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.12963,24.006173,33.450617,0.084667,24.549383,72.398679
BZ,2020-09-19,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,16,0,,1606,20,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-22,3,2,-44,-25,8,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.197531,24.08642,32.981481,4.826,24.351852,75.527452
BZ,2020-09-20,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,21,1,,1627,21,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-23,-5,-6,-50,-31,6,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.962963,24.728395,33.055556,0.705556,24.62963,73.630992
BZ,2020-09-21,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,8,0,,1635,21,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-43,-39,-3,-73,-74,20,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.833333,24.598765,32.833333,0.889,24.006173,71.321323
BZ,2020-09-22,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,34,0,,1669,21,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-14,-5,-4,-42,-31,10,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.45679,23.876543,32.771605,2.709333,23.975309,72.645969
BZ,2020-09-23,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,37,1,,1706,22,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-22,-14,-16,-50,-30,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.098765,24.320988,33.432099,0.028222,23.993827,70.198248
BZ,2020-09-24,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,52,0,,1758,22,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-25,-12,-11,-48,-32,13,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.537037,24.160494,33.783951,0.0,24.358025,70.10906
BZ,2020-09-25,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,50,1,,1808,23,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-15,-17,-3,-45,-28,12,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.604938,24.345679,33.444444,0.60325,24.623457,74.793563
BZ,2020-09-26,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,17,1,,1825,24,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-21,5,4,-45,-22,8,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.191358,25.067901,33.67284,1.451429,24.697531,72.738083
BZ,2020-09-27,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,29,0,,1854,24,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-30,-6,-8,-52,-30,7,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.753086,25.154321,34.080247,0.056444,24.555556,69.938053
BZ,2020-09-28,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,37,0,,1891,24,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-10,-8,2,-43,-28,11,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,30.506173,25.08642,34.067901,0.479778,24.475309,70.580666
BZ,2020-09-29,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,52,2,,1943,26,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-17,-7,-4,-43,-30,11,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,29.851852,24.092593,33.179012,2.652889,24.006173,71.153628
BZ,2020-09-30,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,49,1,,1992,27,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-16,-5,-13,-44,-30,9,3,2,2,4,0,1,2,3,1,2,0,0,2,2,2,0,0,3,0,72.22,28.561728,22.796296,32.432099,0.0635,23.814815,75.971515
BZ,2020-10-01,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,34,0,,2026,27,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-20,-2,-6,-40,-31,9,3,2,2,4,0,1,2,2,1,2,0,0,2,2,2,0,0,3,0,69.44,27.574074,23.320988,31.796296,1.560286,23.833333,80.655068
BZ,2020-10-02,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,54,1,,2080,28,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-18,-13,-5,-40,-27,10,3,2,2,4,0,1,2,2,1,2,0,0,2,2,2,0,0,3,0,69.44,26.87037,23.487654,30.425926,7.62,23.716049,83.480528
BZ,2020-10-03,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,51,1,,2131,29,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-24,5,-3,-41,-24,6,3,2,2,4,0,1,2,2,1,2,0,0,2,2,2,0,0,3,0,69.44,28.518519,24.487654,31.864198,19.78025,23.709877,75.778895
BZ,2020-10-04,ChIJ-foSwT5bXI8RTuMeP02KSvY,Q242,country/BLZ,BZ,Belize,BZ,BLZ,0,65,1,,2196,30,,,,,,,,397621,197761,199860,211314,179039,17.432,0.715,78106,77850,75819,59715,43958,31810,17814,8311,4238,1879613600,4815,287827,17.066667,-88.7,22970,21296,508,74.496,17.1,11.2,213.827,117.655,68.6,22.1,2.3414,1.1229,280.49881,67.754105,-31,-7,-15,-46,-30,6,3,2,2,4,0,1,2,2,1,2,0,0,2,2,2,0,0,3,0,69.44,27.45679,23.604938,31.0,1.778,22.006173,72.955362
