location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
IQ,2020-04-22,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,46,0,2002,1677,83,64882,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-35,-10,-25,-34,-29,11,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,28.904762,20.309524,36.571429,0.145143,,11.206349,33.656998
IQ,2020-04-23,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,31,3,2411,1708,86,67293,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-37,-11,-26,-35,-29,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,30.618056,21.916667,36.791667,0.1905,,9.6875,27.849052
IQ,2020-04-24,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,55,0,931,1763,86,68224,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-56,-32,-43,-55,-21,15,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,27.305556,19.826389,32.618056,0.0,,9.701389,33.757658
IQ,2020-04-25,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,57,1,3247,1820,87,71471,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-55,-35,-39,-53,-29,17,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,29.285714,21.793651,34.857143,0.0,,9.595238,29.76028
IQ,2020-04-26,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,27,1,2311,1847,88,73782,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-35,-15,-27,-37,-26,15,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,24.194444,18.238889,28.005556,0.0,,8.261111,36.507615
IQ,2020-04-27,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,81,2,4648,1928,90,78430,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-38,-16,-26,-38,-26,14,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,24.75,15.294444,29.683333,0.0,,7.077778,32.483909
IQ,2020-04-28,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,75,2,8278,2003,92,86708,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-35,-12,-23,-35,-25,12,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,27.216667,19.222222,32.694444,0.0,,7.533333,29.396537
IQ,2020-04-29,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,82,1,5353,2085,93,92061,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-35,-11,-23,-34,-26,14,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,24.993056,18.465278,29.611111,0.635,,10.645833,41.878196
IQ,2020-04-30,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,68,1,3338,2153,94,95399,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-40,-16,-26,-36,-25,16,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,26.919753,17.37037,32.746914,0.0,,10.882716,37.04444
IQ,2020-05-01,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,66,1,2854,2219,95,98253,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-54,-31,-41,-52,-16,14,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,29.285714,18.007937,35.912698,0.0,,9.97619,30.930893
IQ,2020-05-02,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,0,0,,2219,95,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-48,-28,-31,-46,-23,15,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,27.388889,19.611111,32.969136,0.0,,9.191358,32.195665
IQ,2020-05-03,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,127,3,,2346,98,107586,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-29,-8,-19,-32,-22,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,27.922222,18.138889,33.488889,0.0,,8.777778,30.565552
IQ,2020-05-04,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,85,4,5898,2431,102,113484,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-36,-14,-22,-35,-24,12,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,31.805556,19.486111,38.826389,0.0,,7.833333,23.059542
IQ,2020-05-05,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,49,0,4242,2480,102,117726,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-36,-13,-23,-34,-23,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,33.027778,25.144444,39.055556,0.0,,8.477778,22.366125
IQ,2020-05-06,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,63,0,2878,2543,102,120604,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-32,-4,-21,-30,-22,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,25.066667,19.522222,29.883333,0.1016,,8.305556,34.805596
IQ,2020-05-07,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,60,2,2337,2603,104,122941,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-32,-4,-21,-26,-20,15,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,26.265432,17.820988,31.62963,0.0,,8.790123,33.358582
IQ,2020-05-08,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,76,3,1979,2679,107,124920,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-42,-13,-30,-36,-5,12,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,29.62963,17.401235,35.030864,0.0,,9.030864,28.02948
IQ,2020-05-09,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,88,2,2233,2767,109,127153,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-38,-14,-24,-32,-16,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,33.283951,22.141975,40.0,0.0,,7.283951,20.596455
IQ,2020-05-10,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,51,1,2548,2818,110,129701,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-15,10,-11,-15,-16,12,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,85.19,27.622222,20.238889,31.827778,0.0,,8.994444,31.467792
IQ,2020-05-11,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,95,2,2756,2913,112,132457,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-17,9,-8,-13,-15,11,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,82.41,28.104167,17.993056,34.159722,0.0,,7.173611,27.242072
IQ,2020-05-12,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,119,3,4183,3032,115,136640,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-15,12,-8,-13,-15,12,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,82.41,29.216667,18.472222,34.166667,0.0,,5.255556,22.337171
IQ,2020-05-13,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,111,0,3933,3143,115,140573,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-18,9,-11,-16,-16,12,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,82.41,31.185185,20.123457,36.679012,0.0,,7.438272,23.191932
IQ,2020-05-14,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,50,2,2921,3193,117,143494,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-25,0,-16,-18,-18,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,82.41,33.466667,22.072222,39.244444,0.0,,10.376543,25.684521
IQ,2020-05-15,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,67,4,3100,3260,121,146594,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-36,-9,-26,-28,-4,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,82.41,32.819444,22.763889,39.631944,0.0,,8.652778,22.95779
IQ,2020-05-16,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,144,2,3107,3404,123,149701,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-29,-6,-17,-24,-12,13,3,2,2,4,1,2,2,4,0,0,0,0,2,2,1,0,0,4,0,82.41,33.826389,22.152778,40.368056,0.0,,8.270833,21.100797
IQ,2020-05-17,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,150,4,3520,3554,127,153221,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-15,7,-12,-15,-16,12,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,35.833333,25.623457,42.364198,0.0,,8.518519,19.449955
IQ,2020-05-18,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,57,4,4441,3611,131,157662,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-17,6,-11,-15,-16,11,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,32.577778,24.266667,41.144444,0.0,,11.1,27.919954
IQ,2020-05-19,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,113,3,5947,3724,134,163609,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-15,8,-11,-14,-16,11,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,34.277778,24.75,42.5,0.0,,7.861111,19.667638
IQ,2020-05-20,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,153,6,,3877,140,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-13,13,-10,-13,-17,12,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,34.481481,26.592593,41.203704,0.0,,6.62963,18.627769
IQ,2020-05-21,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,87,7,,3964,147,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-14,13,-11,-9,-18,13,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,34.888889,24.174603,43.079365,0.0,,7.809524,19.56485
IQ,2020-05-22,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,308,5,,4272,152,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-25,3,-22,-21,0,12,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,36.150794,24.111111,44.484127,0.0,,8.460317,19.373179
IQ,2020-05-23,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,197,8,,4469,160,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-22,2,-15,-18,-17,14,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,33.722222,26.5,40.0,0.0,,6.222222,18.430367
IQ,2020-05-24,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,163,3,,4632,163,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-47,-22,-33,-43,-49,18,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,32.015873,23.492063,38.157407,0.290286,,9.603175,25.576017
IQ,2020-05-25,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,216,6,,4848,169,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-46,-23,-24,-40,-48,15,3,2,2,4,1,2,2,4,1,1,0,0,2,2,1,0,0,4,0,82.41,26.291667,18.826389,31.465278,0.0,,6.277778,28.121047
IQ,2020-05-26,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,287,6,,5135,175,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-45,-21,-23,-39,-47,14,3,2,2,4,2,2,2,4,1,1,0,0,2,2,1,0,0,4,0,92.59,29.358025,18.759259,35.135802,0.0,,7.111111,25.320281
IQ,2020-05-27,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,322,4,,5457,179,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-34,-11,-19,-32,-39,14,3,2,2,4,2,2,2,4,1,1,0,0,2,2,1,0,0,4,0,92.59,32.698413,22.52381,39.404762,0.0,,8.698413,23.349056
IQ,2020-05-28,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,416,6,,5873,185,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-40,-17,-25,-34,-37,17,3,2,2,4,2,2,2,4,1,1,0,0,2,2,1,0,0,4,0,92.59,37.284722,24.256944,44.236111,0.0,,8.9375,18.293657
IQ,2020-05-29,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,306,10,,6179,195,,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-39,-17,-25,-34,-4,11,3,2,2,4,2,2,2,4,1,1,0,0,2,2,1,0,0,4,0,92.59,32.395062,26.641975,37.524691,0.0,,8.135802,22.57939
IQ,2020-05-30,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,260,10,,6439,205,227756,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-32,-13,-20,-29,-14,12,3,2,2,4,2,2,2,4,1,1,0,0,2,2,1,0,0,4,0,92.59,29.119048,22.47619,35.777778,0.0,,6.150794,23.969171
IQ,2020-05-31,ChIJEUr1VD2CVxURAhYGorthpW0,Q796,country/IRQ,IQ,Iraq,IQ,IRQ,0,429,10,10495,6868,215,238251,,,,,,,40222503,20357778,19864725,11526415,27783368,6974439,9877181,92.61,0.685,10610230,8710757,7165590,5403683,3936620,2341152,1292393,573718,188360,234094042938,5955,0.398,304934,33.0,43.0,435051,415377,12429,70.454,8.8,22.5,185.811,129.1,75.1,21.3,2.0448,0.7079,210.313705,122.072998,-30,-10,-21,-29,-28,14,3,2,2,4,2,2,2,4,1,1,0,0,2,2,1,0,0,4,0,92.59,31.194444,23.722222,38.694444,0.0,,4.666667,19.19123
